,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [Bmax=95000] [blcoal] [spbf],37cDPrepA [Bmax=95000] [blcoal] [spbf],37cDPrepB [Bmax=95000] [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
-> Gridding Kernel Update [PetaFLOPS],0.07396684008882051,0.5748970936075616,0.009965403145066864,1.655997967013281,0.003985642870965909,0.06726083403906331,0.18032152782549102,0.10572347881250714,0.20905615883071693,0.4800210465390062,0.17094446464114701,0.10572347881250714,0.20905615883071693,0.4800210465390062,0.17094446464114701,0.10572347881250714,0.20905615883071693,0.4800210465390062,0.002904697541291046,0.001430061406475092,0.0016253600539428107,0.005339174033438478,0.0027241497510809695,0.0015072409393624363,0.0016469437212861735,0.005962341940738848,0.0020425608176947324,0.0011222307068544475,0.0011300023124837457,0.0029392581584170335,0.002930425406237212,0.0016721472331773742,0.0033203082277749726,0.0062765045976872005,0.003562843714350408,0.0066380988625462,0.01245020795292881,0.007143930107148342,0.010077501063896184,0.005029484219632395,0.01278431812304741,0.009559660932610042,0.005029484219632395,0.01278431812304741,0.008636860445828077,0.004610166810418399,0.010746445447319453,0.006536238877782073,0.004159195274651,0.0078625126560371,0.0067880235209273965,0.004159195274651,0.0078625126560371
-> Image Spectral Fitting [PetaFLOPS],,,,,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,2.049938960014179e-06,,,,8.652228137882298e-07,,,,3.9144567854645957e-07,,,,,,,0.00016207100511935618,,,,,3.388904717045737e-05,,,3.388904717045737e-05,,,1.3593273365039017e-05,,,3.132600998949843e-05,,,3.132600998949843e-05,
-> Phase Rotation [PetaFLOPS],0.004778530496695228,0.0,0.04519168292571428,0.0,0.0,0.0,0.18793367949838496,0.006806108920635411,0.013612217841270821,0.2381090032781275,0.08018600754901023,0.006806108920635411,0.013612217841270821,0.2381090032781275,0.08018600754901023,0.006806108920635411,0.013612217841270821,0.2381090032781275,0.016792249397780044,0.0009501958340451733,0.0,0.00876566294711075,0.0022999371344302444,0.0004392328683016769,0.0,0.0,0.0003337581213341127,5.036301677951002e-05,0.0,0.0,0.10103159004530048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307736957698896,0.024974224601491613,0.0,0.4026168115199998,0.024974224601491613,0.0,0.08176264585538232,0.015614474444062726,0.0,0.10922338605853249,0.0,0.0,0.2054167405714285,0.0,0.0
-> Reprojection [PetaFLOPS],0.003926964137116111,1.028688632169399,0.05723365327666615,9.736557357343209,0.014212275369765652,1.326216849562304,0.01716233311987951,0.00022350011102312137,0.004483252107687401,0.2918692156272558,0.007627703148035961,0.00022350011102312137,0.004483252107687401,0.2918692156272558,0.007627703148035961,0.00022350011102312137,0.004483252107687401,0.2918692156272558,0.0020785442929231314,2.2277558658111552e-05,0.0005029161566396682,0.029938085919188145,0.00034017442655661604,8.184202755566632e-06,0.00015991615329356582,0.02323483899375771,0.00012657596862408619,4.045586215057802e-06,5.8242950175776434e-05,0.005283510782061671,0.01001088682349707,0.008669178292453615,0.0035676847047246807,0.0010886853027365646,9.980566090054769e-05,0.0020261747938357102,0.00044553968322694974,0.00041659152346445034,0.024154068065126745,0.0004939895525921091,0.020633668355329166,0.04383273086532507,0.0004939895525921091,0.020633668355329166,0.011731300460219052,0.00024378211659497663,0.010115592360774455,0.006597743420624814,0.00031103695633355065,0.006448682436001175,0.018130012769166096,0.00031103695633355065,0.006448682436001175
-> Correct [PetaFLOPS],0.04587389276827417,0.4039416741888,0.006427261571657142,0.012854523143314284,0.0030444815772033068,0.012854523143314284,0.2886661317095193,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.19244641811762453,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.19244641811762453,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.0005970577563655126,0.00013513896306420242,0.00013513896306420242,0.00044880194289207033,0.00018399497075441954,6.246867460290515e-05,2.5133157391247757e-06,0.00021256622822038015,4.7467821700851585e-05,1.6116165369443202e-05,1.6116165369443202e-05,5.633920774542894e-05,0.005172817410319385,0.0011708079235732637,0.0023416158471465274,0.000798923088714492,0.00048823077643663404,0.0009764615528732681,0.0003244733214590287,0.00019828925200273976,0.01046189566159117,0.003551889721101028,0.007103779442202056,0.010517337117257141,0.003551889721101028,0.007103779442202056,0.0065410116684305845,0.0022207252542666986,0.004441450508533397,0.008737870884682596,0.0029665709532636663,0.005933141906527333,0.010517337117257141,0.0029665709532636663,0.005933141906527333
-> FFT [PetaFLOPS],0.005319374532859172,1.4692485732533498,0.08892302200371618,16.414638064129605,0.023871281165324495,2.2275458699203794,0.02343645074323964,0.0024217966640255576,0.006072438257793343,0.3490684265033804,0.010215564864530662,0.0024217966640255576,0.006072438257793343,0.3490684265033804,0.010215564864530662,0.0024217966640255576,0.006072438257793343,0.3490684265033804,0.00289598274107262,0.00024059381066956708,0.0007454079235701494,0.03820943988969056,0.0004527900629631976,8.431409434228529e-05,0.00022707286069583658,0.03249271884486419,0.00016365898650923531,4.099528458502942e-05,7.806672828005052e-05,0.006948218807035672,0.016117156836318234,0.014499689406634065,0.005967153791765626,0.001651540838593479,0.001211245339572312,0.0030737169039914227,0.0006216115910212323,0.0005812234677528993,0.03854102329536741,0.006134705530763111,0.03475802655172368,0.06896613643473343,0.006134705530763111,0.03475802655172368,0.017945798428150323,0.002898940992837199,0.01637343527240693,0.01049014746302579,0.0041774919934439245,0.010826414151156412,0.02930287498591942,0.0041774919934439245,0.010826414151156412
-> Subtract Image Component [PetaFLOPS],0.0024470520327654214,31.819444845102108,0.04972027893402111,1131.4125695208356,0.01583052376474653,1037.4692054464285,0.0694014709896803,0.0005817834025960094,0.11635668051920188,0.3490700415576056,0.03084509821763569,0.0005817834025960094,0.11635668051920188,0.3490700415576056,0.03084509821763569,0.0005817834025960094,0.11635668051920188,0.3490700415576056,0.014672344927257849,0.0001229963376008507,0.04270706166696205,0.3935882803227223,0.0027523524272797936,5.191336882729378e-05,0.0014420380229803829,1.753662405615367,0.0012452242894270653,2.3486740712787572e-05,0.004893070981830744,0.7528258942873887,0.20546200775546575,0.001196084017780849,1.1960840177808492,0.22100591607184925,0.013505917093279675,6.752958546639839,0.004565682179432607,0.04882743441893204,0.21560827974338995,0.004066685660454886,1.976861084943347,0.48511862942262735,0.004066685660454886,1.976861084943347,0.0864828766526264,0.0016311928038046817,0.7929409462939426,0.19930177119136883,0.0026105008324582026,2.6105008324582024,0.44842898518058,0.0026105008324582026,2.6105008324582024
-> Degridding Kernel Update [PetaFLOPS],0.07396684008882051,0.5748970936075616,0.009965403145066864,1.655997967013281,0.003985642870965909,0.06726083403906331,0.18032152782549102,0.10572347881250714,0.20905615883071693,0.4800210465390062,0.17094446464114701,0.10572347881250714,0.20905615883071693,0.4800210465390062,0.17094446464114701,0.10572347881250714,0.20905615883071693,0.4800210465390062,0.002904697541291046,0.001430061406475092,0.0016253600539428107,0.005339174033438478,0.0027241497510809695,0.0015072409393624363,0.0016469437212861735,0.005962341940738848,0.0020425608176947324,0.0011222307068544475,0.0011300023124837457,0.0029392581584170335,0.002930425406237212,0.0016721472331773742,0.0033203082277749726,0.0062765045976872005,0.003562843714350408,0.0066380988625462,0.01245020795292881,0.007143930107148342,0.010077501063896184,0.005029484219632395,0.01278431812304741,0.009559660932610042,0.005029484219632395,0.01278431812304741,0.008636860445828077,0.004610166810418399,0.010746445447319453,0.006536238877782073,0.004159195274651,0.0078625126560371,0.0067880235209273965,0.004159195274651,0.0078625126560371
-> Phase Rotation Predict [PetaFLOPS],0.02379950374085049,0.0,0.22367600639999993,0.0,0.0,0.0,0.18720099458805983,0.006779574382933126,0.013559148765866252,0.23718070307041556,0.07987339153517393,0.006779574382933126,0.013559148765866252,0.23718070307041556,0.07987339153517393,0.006779574382933126,0.013559148765866252,0.23718070307041556,0.01659715294237363,0.0009391562267374912,0.0,0.008663821333771284,0.0022715376535065923,0.0004338092481176126,0.0,0.0,0.0003292471721449968,4.968232919415676e-05,0.0,0.0,0.10001106893373181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12945274934797152,0.02472195970652705,0.0,0.39854997503999995,0.02472195970652705,0.0,0.08092604448362838,0.015454705999653217,0.0,0.10812011953268871,0.0,0.0,0.203341824,0.0,0.0
-> Solve [PetaFLOPS],,,,,,,0.3253045051587788,,,,0.21688244242892715,,,,0.21688244242892715,,,,0.006981122561713812,,,,0.003428683371588606,,,,0.0012062597852999528,,,,0.09639118085551501,,,0.7262077883907784,,,0.016489964893906178,,0.19494869208837007,,,0.195981796843107,,,0.12188632661746288,,,0.1628229447948733,,,0.195981796843107,,
-> IFFT [PetaFLOPS],0.005319374532859172,0.00448379081193039,0.08892302200371618,0.050093499951567394,0.023871281165324495,0.006797930511231625,0.11718225371619821,0.012108983320127789,0.006072438257793343,0.001065272297678773,0.05107782432265331,0.012108983320127789,0.006072438257793343,0.001065272297678773,0.05107782432265331,0.012108983320127789,0.006072438257793343,0.001065272297678773,0.014479913705363098,0.0012029690533478354,0.0007454079235701494,0.0001166059566946123,0.0022639503148159878,0.0004215704717114265,0.00022707286069583658,9.915990858418027e-05,0.0008182949325461764,0.00020497642292514708,7.806672828005052e-05,2.1204281027330546e-05,0.08058578418159115,0.014499689406634065,0.005967153791765626,0.008257704192967395,0.006056226697861561,0.0030737169039914227,0.0031080579551061617,0.0005812234677528993,0.19270511647683705,0.03067352765381555,0.03475802655172368,0.3448306821736671,0.03067352765381555,0.03475802655172368,0.0897289921407516,0.014494704964185999,0.01637343527240693,0.05245073731512895,0.020887459967219617,0.010826414151156412,0.1465143749295971,0.020887459967219617,0.010826414151156412
-> Degrid [PetaFLOPS],0.09609952505684624,0.7677481962815009,0.28128191168486294,6.334455046697218,0.08880070825330864,1.337977212104763,0.32740673077299776,0.027878906032318643,0.05603516207263954,0.3813867871229875,0.15029866312307694,0.027878906032318643,0.05603516207263954,0.3813867871229875,0.15029866312307694,0.027878906032318643,0.05603516207263954,0.3813867871229875,0.01808545273939544,0.0011409025987504466,0.000980763926146703,0.03344757402472864,0.004198558694914673,0.0006629230250061293,3.916620186426853e-05,0.01408759050304747,0.001544698149784944,0.00019046447223034895,0.00014202743118913857,0.002951924087985296,0.11510407668201274,0.039664228953511134,0.01564113440549354,0.007256604267395086,0.0039147574369551895,0.006839706113625668,0.002597797700012145,0.0014475133460671713,0.20758047131295024,0.028162891144359676,0.07817157296004282,0.40877984859800076,0.028162891144359676,0.07817157296004282,0.12562634565449823,0.018592802910454828,0.04138175838238054,0.10586471414347227,0.020249543790466073,0.03546141175155085,0.2550452827346327,0.020249543790466073,0.03546141175155085
-> Source Find [PetaFLOPS],,,,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,3.409090909090909e-12,,,,2.5e-12,,,1.219512195121951e-10,,,6.818181818181818e-12,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,
-> Grid [PetaFLOPS],0.09609952505684624,0.7677481962815009,0.28128191168486294,6.334455046697218,0.08880070825330864,1.337977212104763,0.32740673077299776,0.027878906032318643,0.05603516207263954,0.3813867871229875,0.15029866312307694,0.027878906032318643,0.05603516207263954,0.3813867871229875,0.15029866312307694,0.027878906032318643,0.05603516207263954,0.3813867871229875,0.01808545273939544,0.0011409025987504466,0.000980763926146703,0.03344757402472864,0.004198558694914673,0.0006629230250061293,3.916620186426853e-05,0.01408759050304747,0.001544698149784944,0.00019046447223034895,0.00014202743118913857,0.002951924087985296,0.11510407668201274,0.039664228953511134,0.01564113440549354,0.007256604267395086,0.0039147574369551895,0.006839706113625668,0.002597797700012145,0.0014475133460671713,0.20758047131295024,0.028162891144359676,0.07817157296004282,0.40877984859800076,0.028162891144359676,0.07817157296004282,0.12562634565449823,0.018592802910454828,0.04138175838238054,0.10586471414347227,0.020249543790466073,0.03546141175155085,0.2550452827346327,0.020249543790466073,0.03546141175155085
-> Flag [PetaFLOPS],0.013332100085779683,0.11739554906112,0.05603768682788569,0.11207537365577137,0.02654407375124133,0.11207537365577137,0.08389359452807903,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.05592974026543464,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.05592974026543464,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.005205597313311812,0.001178242834216015,0.001178242834216015,0.003912991939590238,0.0016042061512650957,0.0005446487566940794,2.191297160049414e-05,0.0018533118022964394,0.0004138600704542998,0.00014051281681483292,0.00014051281681483292,0.0004912074675304586,0.04510050179622213,0.010207981583654392,0.020415963167308784,0.006965610679729478,0.004256762082056904,0.008513524164113807,0.002829001771470906,0.0017288344158988872,0.09121465279949802,0.030968038505849598,0.061936077011699196,0.09169803299108567,0.030968038505849598,0.061936077011699196,0.057029445484129165,0.019361948310637776,0.03872389662127555,0.0761833117758264,0.0258647904987676,0.0517295809975352,0.09169803299108567,0.0258647904987676,0.0517295809975352
-> Reprojection Predict [PetaFLOPS],0.003926964137116111,0.003139308569852903,0.05723365327666615,0.02971361498212649,0.014212275369765652,0.004047292631720898,0.08581166559939755,0.00022350011102312137,0.004483252107687401,0.0008907141590187252,0.038138515740179804,0.00022350011102312137,0.004483252107687401,0.0008907141590187252,0.038138515740179804,0.00022350011102312137,0.004483252107687401,0.0008907141590187252,0.010392721464615657,2.2277558658111552e-05,0.0005029161566396682,9.13637875951787e-05,0.0017008721327830807,8.184202755566632e-06,0.00015991615329356582,7.090710142137973e-05,0.0006328798431204309,4.045586215057802e-06,5.8242950175776434e-05,1.612399530658469e-05,0.05005443411748536,0.008669178292453615,0.0035676847047246807,0.005443426513682823,9.980566090054769e-05,0.0020261747938357102,0.0022276984161347484,0.00041659152346445034,0.12077034032563372,0.0004939895525921091,0.020633668355329166,0.21916365432662532,0.0004939895525921091,0.020633668355329166,0.05865650230109526,0.00024378211659497663,0.010115592360774455,0.03298871710312407,0.00031103695633355065,0.006448682436001175,0.09065006384583049,0.00031103695633355065,0.006448682436001175
-> Subtract Visibility [PetaFLOPS],0.0003822824397356181,0.00336618061824,0.0016068153929142855,0.003213630785828571,0.0007611203943008267,0.003213630785828571,0.002405551097579327,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.0016037201509802046,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.0016037201509802046,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.00014926443909137814,3.3784740766050605e-05,3.3784740766050605e-05,0.00011220048572301758,4.5998742688604886e-05,1.5617168650726288e-05,6.283289347811939e-07,5.3141557055095036e-05,1.1866955425212896e-05,4.029041342360801e-06,4.029041342360801e-06,1.4084801936357236e-05,0.0012932043525798462,0.00029270198089331593,0.0005854039617866319,0.000199730772178623,0.00012205769410915851,0.00024411538821831702,8.111833036475718e-05,4.957231300068494e-05,0.0026154739153977924,0.000887972430275257,0.001775944860550514,0.0026293342793142853,0.000887972430275257,0.001775944860550514,0.0016352529171076461,0.0005551813135666747,0.0011103626271333493,0.002184467721170649,0.0007416427383159166,0.0014832854766318332,0.0026293342793142853,0.0007416427383159166,0.0014832854766318332
-> DFT [PetaFLOPS],3.080944590069022,13.564598954812304,13.060666196904227,13.060666196904227,6.186609519336057,13.060666196904227,9.693578451245681,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,0.6977525011644179,0.31586073031463163,0.31586073031463163,1.0489862156272984,0.22853090698744,0.15517840304841335,0.00624332635889937,0.5280356602239987,0.06453271686098978,0.04381999844970804,0.04381999844970804,0.15318681209013738,5.255771897602804,2.3791674416851745,2.3791674416851745,0.9041410960500461,1.105061339616723,1.105061339616723,0.42120715814626636,0.5148087488454367,10.629669066638986,7.217700026413432,7.217700026413432,10.685999615648914,7.217700026413432,7.217700026413432,6.732139604517608,4.571229403903006,4.571229403903006,8.877996766130018,6.028289425914712,6.028289425914712,10.685999615648914,6.028289425914712,6.028289425914712
-> Identify Component [PetaFLOPS],0.0012235260163827107,7.954861211275527,0.024860139467010555,282.8531423802089,0.007915261882373265,259.36730136160713,0.017350367747420076,0.0002908917012980047,0.02908917012980047,0.0872675103894014,0.007711274554408922,0.0002908917012980047,0.02908917012980047,0.0872675103894014,0.007711274554408922,0.0002908917012980047,0.02908917012980047,0.0872675103894014,0.0036680862318144622,6.149816880042535e-05,0.021353530833481026,0.19679414016136115,0.0006880881068199484,2.595668441364689e-05,0.0007210190114901914,0.8768312028076835,0.0003113060723567663,1.1743370356393786e-05,0.002446535490915372,0.37641294714369433,0.05136550193886644,0.0005980420088904245,0.2990210044452123,0.05525147901796231,0.0067529585466398374,1.6882396366599597,0.0011414205448581518,0.02441371720946602,0.05390206993584749,0.002033342830227443,0.49421527123583675,0.12127965735565684,0.002033342830227443,0.49421527123583675,0.0216207191631566,0.0008155964019023409,0.19823523657348566,0.04982544279784221,0.0013052504162291013,0.6526252081145506,0.112107246295145,0.0013052504162291013,0.6526252081145506
