,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
"W kernel support bw, ff8 [pixels]",,,113.07696625050596,132.48811264610524,101.62207169834113,245.80177871722836,,,,,,,,,,,,,237.98370383735943,222.26757675563053,207.8067736636839,265.57259120233596,252.9757490520964,203.13145537601807,193.57126839159216,266.37729549183354,277.69700742476755,204.6362654441076,212.9639042626627,282.8615055470894,135.1812534385445,112.24671752758846,120.34684492852024,169.23696116685127,169.236960492045,418.18897392772976,144.7420508748955,138.76445760613717,130.91923630992238,144.74231941387055,138.76445760613717,130.91923630992238,144.74231941387055,138.76445760613717,130.91923630992238,122.2179933006403,113.2959021135153,110.5284852665576,122.2179933006403,113.2959021135153,110.5284852665576
"W kernel support bw, ff9 [pixels]",,,122.66067328748659,146.64318011184577,108.23495992617832,282.24760815563167,,,,,,,,,,,,,272.9984221377227,254.3782860311474,237.20699971831448,305.604526250405,290.72792973343246,231.646006259663,220.25826232400456,306.5543063626309,319.9083796940479,233.4364270896033,243.33552930240302,325.99732648940363,149.93735943189017,121.62333334243567,131.6987209043863,191.14719129198917,191.1471904816912,563.4509374603826,161.58232850438344,154.31027642779625,144.72101102713253,161.58265459792622,154.31027642779625,144.72101102713253,161.58265459792622,154.31027642779625,144.72101102713253,134.01306176969746,122.9340300773303,119.47281327446338,134.01306176969746,122.9340300773303,119.47281327446338
"W kernel support bw, ff10 [pixels]",,,132.3884334782883,160.76470728978893,115.0577910381017,317.56440876151834,,,,,,,,,,,,,306.95263087581446,285.5692277445083,265.8208249210556,344.3381364854142,327.2890168296485,259.4181257279766,246.29408819235402,345.42621419768244,360.7201590721863,261.47995843897854,272.87274314234395,367.69095459333494,164.63274664210468,131.15027251029258,143.13366694801047,212.6468743385006,212.64687339954202,724.9786826841524,178.26378587524852,169.75883026746783,158.50492684397395,178.26416674850506,169.75883026746783,158.50492684397395,178.26416674850506,169.75883026746783,158.50492684397395,145.87414066506526,132.7145295513666,128.57986338915413,145.87414066506526,132.7145295513666,128.57986338915413
"W kernel support bw, ff11 [pixels]",,,142.1709536647778,174.77626407861015,122.01244468358375,351.8916163509237,,,,,,,,,,,,,339.9709152813226,315.9345684115132,293.71380277082113,381.94957749005846,362.811907423685,286.50400666502304,271.7156743532827,383.17064428876915,400.330446494722,288.8260702729372,301.65136625825716,408.14971231893094,179.19458425750352,140.73843405150737,154.56380683531384,233.72387060460713,233.72386954247767,901.5337712114703,194.72840895918222,185.04250853069902,172.19260350248084,194.7288422894216,185.04250853069902,172.19260350248084,194.7288422894216,185.04250853069902,172.19260350248084,157.71448706186504,142.54807015702292,137.7612000451355,157.71448706186504,142.54807015702292,137.7612000451355
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],7.454023450617133,19.752554594303994,9.369991249919998,18.739982499839996,9.369991249919998,18.739982499839996,21.233680393016744,10.616840196508372,21.233680393016744,15.285619380493202,21.233680393016744,10.616840196508372,21.233680393016744,15.285619380493202,21.233680393016744,10.616840196508372,21.233680393016744,15.285619380493202,0.5761538004559678,0.2880769002279839,0.5761538004559678,0.38888103019801096,0.2610286591691046,0.1305143295845523,0.003889747964734741,0.19448739823673705,0.05034206869897554,0.02517103434948777,0.05034206869897554,0.03904439769593733,9.217020112932722,4.608510056466361,9.217020112932722,0.04229853376521084,0.02114926688260542,0.04229853376521084,18.739982499839996,9.369991249919998,18.739982499839996,18.739982499839996,9.369991249919998,18.739982499839996,18.739982499839996,9.369991249919998,18.739982499839996,18.739982499839996,9.369991249919998,18.739982499839996,18.739982499839996,9.369991249919998,18.739982499839996
Working (cache) memory [TeraBytes],0.14248506585996198,7.062563351824722,0.7394283686265155,5.715888851751045,0.29362430523138594,61.111394984489266,0.2113022725110178,0.13335056529908368,0.24432910251978493,0.15219536130908157,0.2113022725110178,0.13335056529908368,0.24432910251978493,0.15219536130908157,0.2113022725110178,0.13335056529908368,0.24432910251978493,0.15219536130908157,0.035771721310589866,0.03240846012549716,0.03002205749609843,0.14915413417637097,0.010318116860528914,0.004151449091850822,0.0003684712665071835,0.054833487854245314,0.0029042779875323175,0.0007135916226315275,0.001152116769829767,0.011581767058249752,0.5947746962975776,0.22411768961402712,0.41730132946341103,0.05855151868749453,0.058551517787927256,2.7013128551391095,1.5303835723863148,1.4521521538022237,1.2931996614032193,1.5303956326782702,1.4521521538022237,1.2931996614032193,1.5303956326782702,1.4521521538022237,1.2931996614032193,0.9182004755485238,0.6007236158025235,0.6450479605796936,0.9182004755485238,0.6007236158025235,0.6450479605796936
Visibility I/O Rate [TeraBytes/s],4.14112413923174,10.973641441279998,5.205550694399998,10.411101388799995,5.205550694399998,10.411101388799995,9.830407589359602,5.898244553615761,11.796489107231523,8.492010766940668,9.830407589359602,5.898244553615761,11.796489107231523,8.492010766940668,9.830407589359602,5.898244553615761,11.796489107231523,8.492010766940668,0.26673787058146653,0.16004272234887992,0.32008544469775985,0.21604501677667273,0.12084660146717807,0.07250796088030684,0.0021609710915193006,0.10804855457596504,0.031781609027131015,0.01906896541627861,0.03813793083255722,0.02957908916358888,4.267138941172557,2.560283364703534,5.120566729407068,0.9552514400454118,0.573150864027247,1.146301728054494,8.675917823999997,5.205550694399998,10.411101388799995,8.675917823999997,5.205550694399998,10.411101388799995,8.675917823999997,5.205550694399998,10.411101388799995,8.675917823999997,5.205550694399998,10.411101388799995,8.675917823999997,5.205550694399998,10.411101388799995
Inter-Facet I/O Rate [TeraBytes/s],0.038603435212410296,0.48199869114474175,0.9061520835725345,16.292341001100034,0.8309125313640159,10.374692054464283,0.006307731327819463,0.007709449400668232,0.03854724700334116,0.015863064610428464,0.006307731327819463,0.007709449400668232,0.03854724700334116,0.015863064610428464,0.006307731327819463,0.007709449400668232,0.03854724700334116,0.015863064610428464,0.008803406956354709,0.010759719613322423,0.05379859806661211,0.04723059363872666,0.018578378884138613,0.004541381505011661,0.004541381505011661,0.30303286369033533,0.008405263953632686,0.002054620077554657,0.006163860232663971,0.13008831453286077,0.12327720465327945,0.1506721390206749,0.7533606951033743,0.6960095113667536,0.8506782916704767,2.953744068300266,0.727677944133941,0.1778768307882967,1.245137815518077,0.14553558882678821,0.1778768307882967,1.245137815518077,0.14553558882678821,0.1778768307882967,1.245137815518077,0.13452869555417402,0.16442396123287933,1.6442396123287932,0.13452869555417402,0.16442396123287933,1.6442396123287932
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],12.551507875501839,19.986168086436574,22.785596006142573,36.33050283974576,15.889935971938886,22.928661967915104,15.06095654565845,15.875470368296826,16.939383587156712,13.863523839950208,15.06095654565845,15.875470368296826,16.939383587156712,13.863523839950208,15.06095654565845,15.875470368296826,16.939383587156712,13.863523839950208,0.4924821187907265,0.520405990504029,0.5841859420050015,0.6241247226577586,0.23923943513251383,0.24989266298338053,0.026831922518664432,0.4098677455815116,0.07967341670590898,0.07626173394566266,0.08974340514738767,0.14356469364146893,6.121607977186615,7.841905055073665,7.358160729100124,2.697737372191796,1.7620565027678794,3.1562706644030034,13.90578509538228,14.645718304263461,16.100456104611517,13.90559037816142,14.645718304263461,16.100456104611517,13.90559037816142,14.645718304263461,16.100456104611517,12.398330838715081,13.871170865768645,14.979479097112206,12.398330838715081,13.871170865768645,14.979479097112206
-> Phase Rotation Predict [PetaFLOPS],0.316335871746869,0.0,2.485288959999999,0.6362339737599999,0.6213222399999998,0.0,0.23040017787561576,0.14080010870176515,0.18022413913825938,0.29191287011358547,0.23040017787561576,0.14080010870176515,0.18022413913825938,0.29191287011358547,0.23040017787561576,0.14080010870176515,0.18022413913825938,0.29191287011358547,0.016004272234887994,0.00748811001267763,0.011002937161485496,0.007426547451698128,0.004078572799517259,0.003392516572437967,0.0001671376078596959,0.0016507418060216883,0.0007448814615733833,0.0008922024617512303,0.0009104106752563574,0.00045190275111038576,0.10001106893373181,0.3055893772975139,0.07823088058816355,0.02238870562606434,0.013681986771483766,0.0,0.52055506944,0.24355831807999997,0.3578816102399999,0.52055506944,0.24355831807999997,0.3578816102399999,0.52055506944,0.24355831807999997,0.3578816102399999,0.20334182399999998,0.12426444799999999,0.15905849343999998,0.20334182399999998,0.12426444799999999,0.15905849343999998
-> Degridding Kernel Update [PetaFLOPS],0.08256664845054032,0.6427940617440928,0.010848128295472239,0.04735858800059843,0.004155930868435583,0.06746642930365598,0.20718802561365945,0.11815218122811934,0.2385858484321704,0.5077296596012967,0.20718802561365945,0.11815218122811934,0.2385858484321704,0.5077296596012967,0.20718802561365945,0.11815218122811934,0.2385858484321704,0.5077296596012967,0.00676995908149677,0.003967813333865912,0.0076458456654945415,0.00979111416752513,0.005963889138613715,0.0033103186017970953,0.006509831942326762,0.0074952484445941535,0.005130075824486117,0.0028480880002176236,0.00575270128711739,0.006317362679233955,0.00735735413273899,0.003980920863612215,0.008300963417658663,0.0066330907419816,0.0040535554411878566,0.02168521568648012,0.011643733705773655,0.006690221519539466,0.012369466343668652,0.011643766304120163,0.006690221519539466,0.012369466343668652,0.011643766304120163,0.006690221519539466,0.012369466343668652,0.007930985710344418,0.004471596386331531,0.008732513211407236,0.007930985710344418,0.004471596386331531,0.008732513211407236
-> Reprojection [PetaFLOPS],0.09287047765398203,1.1834402772592425,0.5165415709753909,2.75187029450619,0.12604348616911112,1.3238692173439193,0.033694618433096284,0.0012616163490583238,0.07778964019808259,0.32607557052971675,0.033694618433096284,0.0012616163490583238,0.07778964019808259,0.32607557052971675,0.033694618433096284,0.0012616163490583238,0.07778964019808259,0.32607557052971675,0.002230348823023793,9.861858473013182e-05,0.005951977681402947,0.0508830260212585,0.0010285322156057672,3.2149448820549106e-05,0.0008393770917567005,0.02046309719232597,0.00038745612415776783,9.516919033998326e-06,0.0007014842133696923,0.005246018252618535,0.016359207289185548,0.07687693032000717,0.04030076906680053,0.011600159098929166,0.00035444930820588953,0.05922120651301157,0.062074602645390366,0.0026888734641603816,0.16489673362467067,0.06207438325023466,0.0026888734641603816,0.16489673362467067,0.06207438325023466,0.0026888734641603816,0.16489673362467067,0.029584653906285386,0.0010900650511911853,0.07285522340981981,0.029584653906285386,0.0010900650511911853,0.07285522340981981
-> DFT [PetaFLOPS],10.237748056805234,13.5645989548123,13.060666196904227,13.060666196904227,13.060666196904227,13.060666196904227,11.93050391817038,14.58172701109713,14.58172701109713,10.49703701272583,11.93050391817038,14.58172701109713,14.58172701109713,10.49703701272583,11.93050391817038,14.58172701109713,14.58172701109713,10.49703701272583,0.3784654707792262,0.4625689087301653,0.4625689087301653,0.3122157202160189,0.18236886848658013,0.22289528370582015,0.0033214991752380948,0.16607495876190473,0.05255905674438607,0.06423884713202742,0.06423884713202742,0.04982248762857142,5.255771897602803,6.423721208181204,6.423721208181204,1.312030940271153,1.6035933714425203,1.6035933714425203,10.685999615648912,13.060666196904227,13.060666196904227,10.685999615648912,13.060666196904227,13.060666196904227,10.685999615648912,13.060666196904227,13.060666196904227,10.685999615648912,13.060666196904227,13.060666196904227,10.685999615648912,13.060666196904227,13.060666196904227
-> Phase Rotation [PetaFLOPS],0.06326717434937382,0.0,0.49705779199999994,0.6362339737599999,0.12426444799999999,0.0,0.23040017787561576,0.14080010870176515,0.18022413913825938,0.29191287011358547,0.23040017787561576,0.14080010870176515,0.18022413913825938,0.29191287011358547,0.23040017787561576,0.14080010870176515,0.18022413913825938,0.29191287011358547,0.016004272234887994,0.00748811001267763,0.011002937161485496,0.007426547451698127,0.004078572799517259,0.003392516572437967,0.00016713760785969594,0.0016507418060216883,0.0007448814615733832,0.0008922024617512301,0.0009104106752563572,0.00045190275111038576,0.10001106893373181,0.06111787545950277,0.07823088058816355,0.02238870562606434,0.013681986771483764,0.0,0.52055506944,0.24355831807999997,0.3578816102399999,0.52055506944,0.24355831807999997,0.3578816102399999,0.52055506944,0.24355831807999997,0.3578816102399999,0.20334182399999998,0.12426444799999999,0.15905849343999998,0.20334182399999998,0.12426444799999999,0.15905849343999998
-> Subtract Image Component [PetaFLOPS],1.709624990740741e-07,3.419249981481482e-07,1.709624990740741e-07,3.419249981481482e-07,1.709624990740741e-07,3.419249981481482e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,6.838499962962964e-07,2.7975681666666666e-06,1.709624990740741e-07,3.419249981481482e-07,3.419249981481482e-07,2.7975681666666666e-06,1.709624990740741e-07,3.419249981481482e-07,3.419249981481482e-07,3.814865681818181e-06,2.3313068055555552e-07,4.6626136111111104e-07,4.6626136111111104e-07,2.7975681666666666e-06,1.709624990740741e-07,3.419249981481482e-07,0.00013646673983739837,8.339634101174345e-06,1.667926820234869e-05,2.7975681666666666e-06,1.709624990740741e-07,3.419249981481482e-07,2.7975681666666666e-06,1.709624990740741e-07,3.419249981481482e-07,2.7975681666666666e-06,1.709624990740741e-07,3.419249981481482e-07,2.7975681666666666e-06,1.709624990740741e-07,3.419249981481482e-07,2.7975681666666666e-06,1.709624990740741e-07,3.419249981481482e-07
-> Solve [PetaFLOPS],,,,,,,0.7964876350910112,,,,0.7964876350910112,,,,0.7964876350910112,,,,0.0037426551521417867,,,,0.0027023416771488843,,,,0.0009691852687975754,,,,0.09541753349650654,,,1.0419691487833234,,,0.19400218366604205,,,0.19400218366604205,,,0.19400218366604205,,,0.19400218366604205,,,0.19400218366604205,,
-> Subtract Visibility [PetaFLOPS],0.0012653434869874763,0.003353057107057777,0.0015905849343999998,0.0031811698687999996,0.0015905849343999998,0.0031811698687999996,0.002949122276807881,0.0018022413913825937,0.0036044827827651873,0.002594781067676315,0.002949122276807881,0.0018022413913825937,0.0036044827827651873,0.002594781067676315,0.002949122276807881,0.0018022413913825937,0.0036044827827651873,0.002594781067676315,8.002136117443998e-05,4.890194293993553e-05,9.780388587987106e-05,6.601375512620556e-05,3.625398044015342e-05,2.2155210268982643e-05,6.602967224086752e-07,3.3014836120433766e-05,9.534482708139306e-06,5.826628321640686e-06,1.1653256643281373e-05,9.038055022207714e-06,0.0012801416823517672,0.0007823088058816354,0.0015646176117632708,0.0002865754320136235,0.00017512943067499217,0.00035025886134998433,0.0026027753471999995,0.0015905849343999998,0.0031811698687999996,0.0026027753471999995,0.0015905849343999998,0.0031811698687999996,0.0026027753471999995,0.0015905849343999998,0.0031811698687999996,0.0026027753471999995,0.0015905849343999998,0.0031811698687999996,0.0026027753471999995,0.0015905849343999998,0.0031811698687999996
