,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [Bmax=95000] [blcoal] [spbf],37cDPrepA [Bmax=95000] [blcoal] [spbf],37cDPrepB [Bmax=95000] [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Working (cache) memory [TeraBytes],0.00011536501076555757,0.0002439749386601514,0.000529934629391,0.027753418201004295,1.5072229402812866e-05,0.0012137597541195411,0.002571705123842908,0.0002015783009176349,0.0002015783009176349,0.0005960871555771803,0.0029131505060928,0.0002015783009176349,0.0002015783009176349,0.0005960871555771803,0.0029131505060928,0.0002015783009176349,0.0002015783009176349,0.0005960871555771803,0.00018640170690000047,1.174181864499419e-05,7.049072838522117e-06,0.0007187275613155396,1.6018149326294326e-05,2.017823105881153e-06,1.5009332324310557e-06,0.00018242488991773324,5.57308691317117e-06,5.175943980650337e-07,3.120610838883313e-07,8.079540391440625e-05,0.00042448586806682735,1.493057858354325e-05,1.3226830273119852e-05,2.0137602185650364e-05,1.340146210579307e-05,7.867717992719672e-06,5.020903429512892e-06,1.912572933589629e-06,0.001002451587092051,0.00025328197504630775,0.00025328197504630775,0.0023115521867271478,0.00025328197504630775,0.00025328197504630775,0.00023464282495675714,3.5705283992654925e-05,3.185889836696157e-05,0.0001653107148375912,2.9061427743373966e-05,1.6222347071097273e-05,0.0005030702972169339,2.9061427743373966e-05,1.6222347071097273e-05
Visibility I/O Rate [TeraBytes/s],1.2511061664074776,11.01659111424,5.258668558628569,10.517337117257139,2.490939472257251,10.517337117257139,8.018503658597757,1.7819630628572705,3.563926125714541,6.92680736809098,5.345733836600681,1.7819630628572705,3.563926125714541,6.92680736809098,5.345733836600681,1.7819630628572705,3.563926125714541,6.92680736809098,0.49754813030459377,0.11056824250707471,0.11056824250707471,0.36720158963896665,0.1533291422953496,0.05111073376601331,0.0020563492411020895,0.17391782308940196,0.03955651808404299,0.013185953484089893,0.013185953484089893,0.046095715428078235,4.310681175266154,0.957933755650852,1.915867511301704,0.6657692405954102,0.39946154435724607,0.7989230887144921,0.27039443454919054,0.16223666072951434,8.71824638465931,2.906091589991751,5.812183179983502,8.764447597714284,2.906091589991751,5.812183179983502,5.450843057025488,1.816957026218208,3.633914052436416,7.281559070568832,2.427194416306637,4.854388832613274,8.764447597714284,2.427194416306637,4.854388832613274
Inter-Facet I/O Rate [TeraBytes/s],0.014565785909317982,1.9091666907061264,0.7458041840103166,67.88475417125014,0.4749157129423958,62.24815232678571,0.0016656353037523273,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0005140849702939282,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0005140849702939282,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0035213627825418834,0.00040998779200283566,0.005124847400035446,0.03279902336022685,0.005734067556832904,0.00017304456275764592,0.00017304456275764592,0.210439488673844,0.0025942172696397183,7.828913570929189e-05,0.0005871685178196893,0.09033910731448663,0.04931088186131177,0.005741203285348075,0.07176504106685094,0.02652070992862191,0.03241420102387122,0.40517751279839026,0.0034242616345744542,0.005859292130271844,0.32341241961508493,0.0067778094340914755,0.11861166509660082,0.05821423553071528,0.0067778094340914755,0.11861166509660082,0.010377945198315168,0.0027186546730078027,0.047576456777636555,0.016608480932614068,0.006265201997899685,0.15663004994749213,0.0538114782216696,0.006265201997899685,0.15663004994749213
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],3.8538641974168053,60.125981552619486,14.67799429838718,1472.6511743186568,6.510411769392471,1316.5321371534374,21.549437865285437,5.127270118603917,5.947861135140067,18.484538004798896,11.453423593616447,5.127270118603917,5.947861135140067,18.484538004798896,11.453423593616447,5.127270118603917,5.947861135140067,18.484538004798896,1.0050413829400435,0.33034214310853405,0.3921298907281716,1.9473388068381001,0.28057058269943796,0.16495779139110758,0.015779171668177557,3.2674623751177085,0.08410525046522305,0.04929227642040621,0.056368969407935565,1.3124564636062277,6.4696483157387945,2.5249846685081025,3.9612220703686365,1.970313684840152,1.1597617446007566,9.606252064535186,0.5075118317109205,0.6233285614230833,12.849059450974218,7.466677474906859,10.077855992394582,15.280653083816594,7.466677474906859,10.077855992394582,8.031999156262184,4.707582513501064,5.785398374031099,10.004243093664757,6.144597300305264,9.487442336688986,13.273390740961435,6.144597300305264,9.487442336688986
-> Degridding Kernel Update [PetaFLOPS],0.18047005984010983,1.0097785621146378,0.17561186260885384,2.711849309963837,0.007962705170471544,0.12908592755289197,4.309248884718733,0.26786489111880973,0.5321938584385024,1.8274845441033234,1.5900094669762361,0.26786489111880973,0.5321938584385024,1.8274845441033234,1.5900094669762361,0.26786489111880973,0.5321938584385024,1.8274845441033234,0.05626129665029975,0.003348445587008867,0.003075180624612046,0.05910371581221211,0.007506729740334299,0.0032092523212635254,0.003137259945321132,0.009998414772677166,0.0047219203204931625,0.0022552755040477685,0.0022119830957199153,0.005047625231078431,0.09460085474170117,0.003337986085176983,0.00658884315947833,0.011970610820405332,0.006875989693483788,0.012955872306527647,0.023987427535440965,0.014002216807394394,0.2834588309264155,0.013686859351773592,0.025568635237174654,0.48059296492212067,0.013686859351773592,0.025568635237174654,0.15587370194695943,0.011261114330878647,0.021406513247632895,0.019302739715796283,0.008249950017642355,0.01564255055888568,0.2179441037704279,0.008249950017642355,0.01564255055888568
-> Flag [PetaFLOPS],0.013332100085779683,0.11739554906112,0.05603768682788569,0.11207537365577137,0.02654407375124133,0.11207537365577137,0.08389359452807903,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.05592974026543464,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.05592974026543464,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.005205597313311812,0.001178242834216015,0.001178242834216015,0.003912991939590238,0.0016042061512650957,0.0005446487566940794,2.191297160049414e-05,0.0018533118022964394,0.0004138600704542998,0.00014051281681483292,0.00014051281681483292,0.0004912074675304586,0.04510050179622213,0.010207981583654392,0.020415963167308784,0.006965610679729478,0.004256762082056904,0.008513524164113807,0.002829001771470906,0.0017288344158988872,0.09121465279949802,0.030968038505849598,0.061936077011699196,0.09169803299108567,0.030968038505849598,0.061936077011699196,0.057029445484129165,0.019361948310637776,0.03872389662127555,0.0761833117758264,0.0258647904987676,0.0517295809975352,0.09169803299108567,0.0258647904987676,0.0517295809975352
-> DFT [PetaFLOPS],3.080944590069022,13.564598954812304,13.060666196904227,13.060666196904227,6.186609519336057,13.060666196904227,9.693578451245681,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,0.6977525011644179,0.31586073031463163,0.31586073031463163,1.0489862156272984,0.22853090698744,0.15517840304841335,0.00624332635889937,0.5280356602239987,0.06453271686098978,0.04381999844970804,0.04381999844970804,0.15318681209013738,5.255771897602804,2.3791674416851745,2.3791674416851745,0.9041410960500461,1.105061339616723,1.105061339616723,0.42120715814626636,0.5148087488454367,10.629669066638986,7.217700026413432,7.217700026413432,10.685999615648914,7.217700026413432,7.217700026413432,6.732139604517608,4.571229403903006,4.571229403903006,8.877996766130018,6.028289425914712,6.028289425914712,10.685999615648914,6.028289425914712,6.028289425914712
-> Correct [PetaFLOPS],0.04587389276827417,0.4039416741888,0.006427261571657142,0.012854523143314284,0.0030444815772033068,0.012854523143314284,0.2886661317095193,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.19244641811762453,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.19244641811762453,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.0005970577563655126,0.00013513896306420242,0.00013513896306420242,0.00044880194289207033,0.00018399497075441954,6.246867460290515e-05,2.5133157391247757e-06,0.00021256622822038015,4.7467821700851585e-05,1.6116165369443202e-05,1.6116165369443202e-05,5.633920774542894e-05,0.005172817410319385,0.0011708079235732637,0.0023416158471465274,0.000798923088714492,0.00048823077643663404,0.0009764615528732681,0.0003244733214590287,0.00019828925200273976,0.01046189566159117,0.003551889721101028,0.007103779442202056,0.010517337117257141,0.003551889721101028,0.007103779442202056,0.0065410116684305845,0.0022207252542666986,0.004441450508533397,0.008737870884682596,0.0029665709532636663,0.005933141906527333,0.010517337117257141,0.0029665709532636663,0.005933141906527333
-> Subtract Visibility [PetaFLOPS],0.0003822824397356181,0.00336618061824,0.0016068153929142855,0.003213630785828571,0.0007611203943008267,0.003213630785828571,0.002405551097579327,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.0016037201509802046,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.0016037201509802046,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.00014926443909137814,3.3784740766050605e-05,3.3784740766050605e-05,0.00011220048572301758,4.5998742688604886e-05,1.5617168650726288e-05,6.283289347811939e-07,5.3141557055095036e-05,1.1866955425212896e-05,4.029041342360801e-06,4.029041342360801e-06,1.4084801936357236e-05,0.0012932043525798462,0.00029270198089331593,0.0005854039617866319,0.000199730772178623,0.00012205769410915851,0.00024411538821831702,8.111833036475718e-05,4.957231300068494e-05,0.0026154739153977924,0.000887972430275257,0.001775944860550514,0.0026293342793142853,0.000887972430275257,0.001775944860550514,0.0016352529171076461,0.0005551813135666747,0.0011103626271333493,0.002184467721170649,0.0007416427383159166,0.0014832854766318332,0.0026293342793142853,0.0007416427383159166,0.0014832854766318332
-> Phase Rotation [PetaFLOPS],0.0,0.0,0.04519168292571428,0.0,0.0,0.0,0.06765612461941858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004198062349445011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06466021762899232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307736957698896,0.0,0.0,0.2054167405714285,0.0,0.0,0.04599148829365255,0.0,0.0,0.0,0.0,0.0,0.13146671396571427,0.0,0.0
-> Phase Rotation Predict [PetaFLOPS],0.0,0.0,0.22367600639999993,0.0,0.0,0.0,0.06739235805170155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004149288235593408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06400708411758836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12945274934797152,0.0,0.0,0.203341824,0.0,0.0,0.04552090002204096,0.0,0.0,0.0,0.0,0.0,0.13013876736,0.0,0.0
-> Image Spectral Fitting [PetaFLOPS],,,,,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,2.049938960014179e-06,,,,8.652228137882298e-07,,,,3.9144567854645957e-07,,,,,,,0.00016207100511935618,,,,,3.388904717045737e-05,,,3.388904717045737e-05,,,1.3593273365039017e-05,,,3.132600998949843e-05,,,3.132600998949843e-05,
-> FFT [PetaFLOPS],0.007145298909063764,1.6826045974631232,0.09781672904709643,17.915419848635267,0.0240313356086122,2.2819118652178934,0.049402518920586586,0.0029514551193743355,0.007466128622709515,2.8990142618342425,0.017898572134300326,0.0029514551193743355,0.007466128622709515,2.8990142618342425,0.017898572134300326,0.0029514551193743355,0.007466128622709515,2.8990142618342425,0.010915205660526495,0.0006946607423644446,0.0008702975140036604,0.1862711592251399,0.0018738376610584473,0.00025718746196080026,0.0002931765953813504,0.035978714624115546,0.000508332475609273,7.967130908681985e-05,9.969397260262132e-05,0.008117568266061874,0.025083044113191615,0.014606491329714305,0.006163647110742446,0.0018469385454754402,0.0013511711649248676,0.003419736208243124,0.0007742786448679041,0.0007255240435947714,0.04971752460838018,0.015688731101651084,0.03475802921464856,0.13792794788997198,0.015688731101651084,0.03475802921464856,0.032554645590699864,0.007375301016489298,0.016573236408826027,0.03617343761274114,0.004313721449058705,0.011161178948652397,0.0461064639401097,0.004313721449058705,0.011161178948652397
-> Reprojection [PetaFLOPS],0.005002753036493068,1.1780690166086818,0.06295792280547047,10.626765710924113,0.01430756718952201,1.3585848021061342,0.034324671540436225,0.0002583252208678821,0.005227765281820188,2.029882804780643,0.011830106333166905,0.0002583252208678821,0.005227765281820188,2.029882804780643,0.011830106333166905,0.0002583252208678821,0.005227765281820188,2.029882804780643,0.0073095775282252,5.858471913022061e-05,0.0005871773924530714,0.12567450992692192,0.0012452823913503594,2.264054666532666e-05,0.00020646973498030793,0.025727599019489646,0.0003566836809191736,7.4300092174612305e-06,7.437830695671032e-05,0.006172698449627189,0.01527446104833799,0.00873303379219528,0.0036851655395008127,0.001217490238527305,0.00011133543857655309,0.002254268536478355,0.0005549636897810915,0.0005200188626239902,0.031158499975914574,0.0011641774094455644,0.020633669936141266,0.08503906892747305,0.0011641774094455644,0.020633669936141266,0.020719075730466083,0.0005695623534370563,0.010239030528490005,0.02051047835254502,0.0003211799788226173,0.0066480828874953815,0.02796948160532843,0.0003211799788226173,0.0066480828874953815
-> Subtract Image Component [PetaFLOPS],0.0016993416894204316,31.819444845102108,0.04972027893402111,1131.4125695208356,0.01583052376474653,1037.4692054464285,0.0694014709896803,0.00040401625180278434,0.08080325036055687,0.2424097510816706,0.021420207095580335,0.00040401625180278434,0.08080325036055687,0.2424097510816706,0.021420207095580335,0.00040401625180278434,0.08080325036055687,0.2424097510816706,0.014672344927257849,8.541412333392411e-05,0.04270706166696205,0.2733251946685572,0.0019113558522776347,3.605095057450957e-05,0.0014420380229803829,1.753662405615367,0.0008647390898799063,1.631023660610248e-05,0.004893070981830744,0.7528258942873887,0.20546200775546575,0.001196084017780849,1.1960840177808492,0.22100591607184925,0.013505917093279675,6.752958546639839,0.004565682179432607,0.04882743441893204,0.21560827974338995,0.0028240872642047816,1.976861084943347,0.48511862942262735,0.0028240872642047816,1.976861084943347,0.0864828766526264,0.001132772780419918,0.7929409462939426,0.1384040077717839,0.0026105008324582026,2.6105008324582024,0.44842898518058,0.0026105008324582026,2.6105008324582024
-> Grid [PetaFLOPS],0.16277304797426498,0.6867061581047726,0.26851760052045276,5.571832337934233,0.08855178637466879,1.2985210921683288,0.9064641989657366,0.04980726411815091,0.09955846297334182,0.36190411836747505,0.5694655608186933,0.04980726411815091,0.09955846297334182,0.36190411836747505,0.5694655608186933,0.04980726411815091,0.09955846297334182,0.36190411836747505,0.022898382762711434,0.0010110250327151772,0.0008980451564565407,0.026392860715182025,0.0053297089313663806,0.0005474007932242254,3.696055358381618e-05,0.012461315484692754,0.0010891087627184944,0.0001416621327662274,0.00013829785569813413,0.0025200254984281026,0.12453858091268018,0.03949829344698172,0.015365655930857657,0.006707673151057327,0.0036653652663612506,0.006499343205480894,0.0024613517187841694,0.0014032227705599346,0.1691195328560861,0.04273253388018903,0.07817156985579177,0.48984104241789256,0.04273253388018903,0.07817156985579177,0.14088089955127703,0.0222946714040116,0.0411397585669108,0.16230187370882282,0.019881602127122006,0.03498861851537834,0.2920395152321652,0.019881602127122006,0.03498861851537834
-> Degrid [PetaFLOPS],0.16277304797426498,0.6867061581047726,0.26851760052045276,5.571832337934233,0.08855178637466879,1.2985210921683288,0.9064641989657366,0.04980726411815091,0.09955846297334182,0.36190411836747505,0.5694655608186933,0.04980726411815091,0.09955846297334182,0.36190411836747505,0.5694655608186933,0.04980726411815091,0.09955846297334182,0.36190411836747505,0.022898382762711434,0.0010110250327151772,0.0008980451564565407,0.026392860715182025,0.0053297089313663806,0.0005474007932242254,3.696055358381618e-05,0.012461315484692754,0.0010891087627184944,0.0001416621327662274,0.00013829785569813413,0.0025200254984281026,0.12453858091268018,0.03949829344698172,0.015365655930857657,0.006707673151057327,0.0036653652663612506,0.006499343205480894,0.0024613517187841694,0.0014032227705599346,0.1691195328560861,0.04273253388018903,0.07817156985579177,0.48984104241789256,0.04273253388018903,0.07817156985579177,0.14088089955127703,0.0222946714040116,0.0411397585669108,0.16230187370882282,0.019881602127122006,0.03498861851537834,0.2920395152321652,0.019881602127122006,0.03498861851537834
-> Source Find [PetaFLOPS],,,,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,3.409090909090909e-12,,,,2.5e-12,,,1.219512195121951e-10,,,6.818181818181818e-12,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,
-> Identify Component [PetaFLOPS],0.0008496708447102158,7.954861211275527,0.024860139467010555,282.8531423802089,0.007915261882373265,259.36730136160713,0.017350367747420076,0.00020200812590139217,0.020200812590139217,0.06060243777041765,0.005355051773895084,0.00020200812590139217,0.020200812590139217,0.06060243777041765,0.005355051773895084,0.00020200812590139217,0.020200812590139217,0.06060243777041765,0.0036680862318144622,4.2707061666962054e-05,0.021353530833481026,0.1366625973342786,0.0004778389630694087,1.8025475287254785e-05,0.0007210190114901914,0.8768312028076835,0.00021618477246997656,8.15511830305124e-06,0.002446535490915372,0.37641294714369433,0.05136550193886644,0.0005980420088904245,0.2990210044452123,0.05525147901796231,0.0067529585466398374,1.6882396366599597,0.0011414205448581518,0.02441371720946602,0.05390206993584749,0.0014120436321023908,0.49421527123583675,0.12127965735565684,0.0014120436321023908,0.49421527123583675,0.0216207191631566,0.000566386390209959,0.19823523657348566,0.03460100194294598,0.0013052504162291013,0.6526252081145506,0.112107246295145,0.0013052504162291013,0.6526252081145506
