,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
"Channels predict, no-smear3",4466.26348098825,14465.914413852615,1808.570373420898,13729.335263104213,1241.9523988093595,5657.462746707873,3435.07044070933,5300.658148066288,5300.658148066288,10301.97351186012,2862.67420802834,5300.658148066288,5300.658148066288,10301.97351186012,2862.67420802834,5300.658148066288,5300.658148066288,10301.97351186012,783.4500888644667,1208.9778263156445,1208.9778263156445,2203.1459242849523,644.3264317751682,1491.3496857510963,1491.3496857510963,837.7684576434344,644.7501595153672,1193.9041270392163,1193.9041270392163,76.98569793480485,773.6819608386259,1193.9041270392163,1193.9041270392163,2682.3582163564483,2682.3582163564483,2682.3582163564483,7533.970638170312,7533.970638170312,1117.8127093029952,1448.937874446404,1448.937874446404,1955.9732804231985,1448.937874446404,1448.937874446404,1955.9732804231985,3621.9467489340564,3621.9467489340564,2178.126048514747,3025.0871866158723,3025.0871866158723,1960.336041270146,3025.0871866158723,3025.0871866158723
"Channels predict, no-smear4",8931.554112875032,28930.855905350065,3013.917810920462,22881.859242246133,2069.7664721575957,9428.950373368421,6869.447804173029,10600.623194271158,10600.623194271158,20603.253899857915,5724.655352792174,10600.623194271158,10600.623194271158,20603.253899857915,5724.655352792174,10600.623194271158,10600.623194271158,20603.253899857915,1305.6886756205524,2014.9015700148148,2014.9015700148148,3671.8483988277135,1073.8030119774014,2485.5084313703824,2485.5084313703824,1396.2560606678828,,,,,1289.4091646977774,1989.779440352671,1989.779440352671,4470.461877672626,4470.461877672626,4470.461877672626,10045.11108995104,10045.11108995104,1862.8443284761663,2414.7195985996987,2414.7195985996987,3259.7786040836563,2414.7195985996987,2414.7195985996987,3259.7786040836563,6036.401045713372,6036.401045713372,3630.0594274868595,5041.661321982965,5041.661321982965,3267.07608300433,5041.661321982965,5041.661321982965
"Channels predict, no-smear5",,,4219.26523571507,32034.383219760202,2897.5805422242274,13200.437999296486,,,,,,,,,,,,,1827.9272615478014,2820.825313173438,2820.825313173438,5140.550873089399,,,,,,,,,1805.136367739783,2785.654753143743,2785.654753143743,6258.565537827592,6258.565537827592,6258.565537827592,,,2607.875942853118,3380.5013190529257,3380.5013190529257,4563.583925007532,3380.5013190529257,3380.5013190529257,4563.583925007532,8450.855341013887,8450.855341013887,5081.992804669026,7058.235456070325,7058.235456070325,4573.8161227602595,7058.235456070325,7058.235456070325
"Channels predict, no-smear6",,,6629.960074898007,50339.43117338024,4553.208679676484,20743.413250674002,,,,,,,,,,,,,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,,,,,,,,,2836.590773151726,4377.4053782844685,4377.4053782844685,8940.721027388057,8940.721027388057,8940.721027388057,,,4097.939167681737,5312.06475692582,5312.06475692582,7171.194564597031,5312.06475692582,5312.06475692582,7171.194564597031,13279.763930416846,13279.763930416846,7985.859557579737,11091.383723198613,11091.383723198613,7187.29620064201,11091.383723198613,11091.383723198613
"Channels predict, no-smear7",,,9040.654909467647,68644.47912648872,6208.8368159291185,28286.38850162736,,,,,,,,,,,,,,,,,,,,,,,,,3868.045178265424,5969.156003228102,5969.156003228102,,,,,,5588.002390765619,7243.628193459831,7243.628193459831,9778.805203194423,7243.628193459831,7243.628193459831,9778.805203194423,18108.672519208772,18108.672519208772,10889.726309842874,15124.531989867131,15124.531989867131,9800.776277769013,15124.531989867131,15124.531989867131
"Channels predict, no-smear8",,,10848.676034195598,82373.26509018058,7450.557917820432,33943.619939647484,,,,,,,,,,,,,,,,,,,,,,,,,4641.6359820297885,7162.968971877786,7162.968971877786,,,,,,6705.549807639503,8692.300770509128,8692.300770509128,11734.513181907203,8692.300770509128,8692.300770509128,11734.513181907203,21730.353960832246,21730.353960832246,13067.626373872286,18149.39318963302,18149.39318963302,11760.88633545867,18149.39318963302,18149.39318963302
"Channels predict, no-smear9",,,13259.37086640695,100678.31304361316,9106.186053467487,41486.595190876724,,,,,,,,,,,,,,,,,,,,,,,,,5673.090386989883,8754.719596739762,8754.719596739762,,,,,,8195.613029826505,10623.864206351685,10623.864206351685,14342.123819976441,10623.864206351685,10623.864206351685,12386.41584142446,22937.581107860868,22937.581107860868,15971.493125857936,22182.5414561377,22182.5414561377,14374.366412224357,22182.5414561377,22182.5414561377
"Channels predict, no-smear10",,,15670.065698076485,118983.36099533516,10761.814188959252,49029.57044203559,,,,,,,,,,,,,,,,,,,,,,,,,6704.544791911086,10346.470221536132,10346.470221536132,,,,,,9685.676251827055,12555.427642058461,12555.427642058461,16949.734457906787,12555.427642058461,12555.427642058461,,,,18875.359877643317,26215.689722525978,26215.689722525978,16987.846488913263,26215.689722525978,26215.689722525978
"Channels predict, no-smear11",,,18080.76052947859,137288.40894903094,12417.442324443025,56572.54569243952,,,,,,,,,,,,,,,,,,,,,,,,,7735.999196790231,11938.220846287122,11938.220846287122,,,,,,11175.739473704114,14486.991077609053,14486.991077609053,19557.345095862493,14486.991077609053,14486.991077609053,,,,21779.22662946886,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
"Channels backward, no-smear0",559.1337152950158,1809.0904657256951,603.2228470378325,4576.81127226378,414.1383024984219,1885.9751150023908,429.9899422466631,663.1885345814411,663.1885345814411,1288.353070402745,358.44033998018244,663.1885345814411,663.1885345814411,1288.353070402745,358.44033998018244,663.1885345814411,663.1885345814411,1288.353070402745,261.21149632239513,403.0540788670101,403.0540788670101,734.4434476774929,214.84984127568796,497.1909356825173,497.1909356825173,279.28085374879674,214.97748223738932,398.02881001253394,398.02881001253394,25.664246596024633,257.9547512531722,398.02881001253394,398.02881001253394,894.2545468709208,894.2545468709208,894.2545468709208,2511.6897145573553,2511.6897145573553,372.78105657217833,483.15612439994436,483.15612439994436,652.167937578682,483.15612439994436,483.15612439994436,652.167937578682,1207.4924417886202,1207.4924417886202,726.1926570419781,1008.5130422414231,1008.5130422414231,653.5959856457442,1008.5130422414231,1008.5130422414231
"Channels backward, no-smear1",1117.2953217949262,3617.208237988821,904.5597563976627,6864.942273636082,621.0918337495959,2828.8470245059593,859.2872958419088,1325.6842841487744,1325.6842841487744,2576.0131800688873,716.1882027630096,1325.6842841487744,1325.6842841487744,2576.0131800688873,716.1882027630096,1325.6842841487744,1325.6842841487744,2576.0131800688873,391.7711462657152,604.5350169007022,604.5350169007022,1101.6190674725092,322.2189921177397,745.7306245903046,745.7306245903046,418.90275499589205,322.42065370364355,596.9976404288616,596.9976404288616,38.494609457539404,386.88655543856316,596.9976404288616,596.9976404288616,1341.280466795748,1341.280466795748,1341.280466795748,3767.259952131288,3767.259952131288,559.0389802377872,724.6015700009231,724.6015700009231,978.1192792840136,724.6015700009231,724.6015700009231,978.1192792840136,1811.1060218133737,1811.1060218133737,1089.1760088165274,1512.656581147074,1512.656581147074,980.28100389151,1512.656581147074,1512.656581147074
"Channels backward, no-smear2",2233.6181120846836,7233.443651746777,1205.8966379974954,9153.073271346264,828.0453578278335,3771.7189324319356,1717.881724030251,2650.675602311196,2650.675602311196,5151.333306208186,1431.683593715042,2650.675602311196,2650.675602311196,5151.333306208186,1431.683593715042,2650.675602311196,2650.675602311196,5151.333306208186,522.3307944011752,806.0159537629055,806.0159537629055,1468.7946866230889,429.5881397427964,994.2703121075014,994.2703121075014,558.5246559695574,429.86382302328974,795.9664696855765,795.9664696855765,51.32497229224026,515.818357835032,795.9664696855765,795.9664696855765,1788.3063841681017,1788.3063841681017,1788.3063841681017,5022.83018303477,5022.83018303477,745.2968934217347,966.0470075132783,966.0470075132783,1304.070614995905,966.0470075132783,966.0470075132783,1304.070614995905,2414.7195985996987,2414.7195985996987,1452.1593566854401,2016.800117240791,2016.800117240791,1306.96601779828,2016.800117240791,2016.800117240791
"Channels backward, no-smear3",4466.26348098825,14465.914413852615,1808.570373420898,13729.335263104213,1241.9523988093595,5657.462746707873,3435.07044070933,5300.658148066288,5300.658148066288,10301.97351186012,2862.67420802834,5300.658148066288,5300.658148066288,10301.97351186012,2862.67420802834,5300.658148066288,5300.658148066288,10301.97351186012,783.4500888644667,1208.9778263156445,1208.9778263156445,2203.1459242849523,644.3264317751682,1491.3496857510963,1491.3496857510963,837.7684576434344,644.7501595153672,1193.9041270392163,1193.9041270392163,76.98569793480485,773.6819608386259,1193.9041270392163,1193.9041270392163,2682.3582163564483,2682.3582163564483,2682.3582163564483,7533.970638170312,7533.970638170312,1117.8127093029952,1448.937874446404,1448.937874446404,1955.9732804231985,1448.937874446404,1448.937874446404,1955.9732804231985,3621.9467489340564,3621.9467489340564,2178.126048514747,3025.0871866158723,3025.0871866158723,1960.336041270146,3025.0871866158723,3025.0871866158723
"Channels backward, no-smear4",8931.554112875032,28930.855905350065,3013.917810920462,22881.859242246133,2069.7664721575957,9428.950373368421,6869.447804173029,10600.623194271158,10600.623194271158,20603.253899857915,5724.655352792174,10600.623194271158,10600.623194271158,20603.253899857915,5724.655352792174,10600.623194271158,10600.623194271158,20603.253899857915,1305.6886756205524,2014.9015700148148,2014.9015700148148,3671.8483988277135,1073.8030119774014,2485.5084313703824,2485.5084313703824,1396.2560606678828,,,,,1289.4091646977774,1989.779440352671,1989.779440352671,4470.461877672626,4470.461877672626,4470.461877672626,10045.11108995104,10045.11108995104,1862.8443284761663,2414.7195985996987,2414.7195985996987,3259.7786040836563,2414.7195985996987,2414.7195985996987,3259.7786040836563,6036.401045713372,6036.401045713372,3630.0594274868595,5041.661321982965,5041.661321982965,3267.07608300433,5041.661321982965,5041.661321982965
"Channels backward, no-smear5",,,4219.26523571507,32034.383219760202,2897.5805422242274,13200.437999296486,,,,,,,,,,,,,1827.9272615478014,2820.825313173438,2820.825313173438,5140.550873089399,,,,,,,,,1805.136367739783,2785.654753143743,2785.654753143743,6258.565537827592,6258.565537827592,6258.565537827592,,,2607.875942853118,3380.5013190529257,3380.5013190529257,4563.583925007532,3380.5013190529257,3380.5013190529257,4563.583925007532,8450.855341013887,8450.855341013887,5081.992804669026,7058.235456070325,7058.235456070325,4573.8161227602595,7058.235456070325,7058.235456070325
"Channels backward, no-smear6",,,6629.960074898007,50339.43117338024,4553.208679676484,20743.413250674002,,,,,,,,,,,,,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,,,,,,,,,2836.590773151726,4377.4053782844685,4377.4053782844685,8940.721027388057,8940.721027388057,8940.721027388057,,,4097.939167681737,5312.06475692582,5312.06475692582,7171.194564597031,5312.06475692582,5312.06475692582,7171.194564597031,13279.763930416846,13279.763930416846,7985.859557579737,11091.383723198613,11091.383723198613,7187.29620064201,11091.383723198613,11091.383723198613
"Channels backward, no-smear7",,,9040.654909467647,68644.47912648872,6208.8368159291185,28286.38850162736,,,,,,,,,,,,,,,,,,,,,,,,,3868.045178265424,5969.156003228102,5969.156003228102,,,,,,5588.002390765619,7243.628193459831,7243.628193459831,9778.805203194423,7243.628193459831,7243.628193459831,9778.805203194423,18108.672519208772,18108.672519208772,10889.726309842874,15124.531989867131,15124.531989867131,9800.776277769013,15124.531989867131,15124.531989867131
"Channels backward, no-smear8",,,10848.676034195598,82373.26509018058,7450.557917820432,33943.619939647484,,,,,,,,,,,,,,,,,,,,,,,,,4641.6359820297885,7162.968971877786,7162.968971877786,,,,,,6705.549807639503,8692.300770509128,8692.300770509128,11734.513181907203,8692.300770509128,8692.300770509128,11734.513181907203,21730.353960832246,21730.353960832246,13067.626373872286,18149.39318963302,18149.39318963302,11760.88633545867,18149.39318963302,18149.39318963302
"Channels backward, no-smear9",,,13259.37086640695,100678.31304361316,9106.186053467487,41486.595190876724,,,,,,,,,,,,,,,,,,,,,,,,,5673.090386989883,8754.719596739762,8754.719596739762,,,,,,8195.613029826505,10623.864206351685,10623.864206351685,14342.123819976441,10623.864206351685,10623.864206351685,12386.41584142446,22937.581107860868,22937.581107860868,15971.493125857936,22182.5414561377,22182.5414561377,14374.366412224357,22182.5414561377,22182.5414561377
"Channels backward, no-smear10",,,15670.065698076485,118983.36099533516,10761.814188959252,49029.57044203559,,,,,,,,,,,,,,,,,,,,,,,,,6704.544791911086,10346.470221536132,10346.470221536132,,,,,,9685.676251827055,12555.427642058461,12555.427642058461,16949.734457906787,12555.427642058461,12555.427642058461,,,,18875.359877643317,26215.689722525978,26215.689722525978,16987.846488913263,26215.689722525978,26215.689722525978
"Channels backward, no-smear11",,,18080.76052947859,137288.40894903094,12417.442324443025,56572.54569243952,,,,,,,,,,,,,,,,,,,,,,,,,7735.999196790231,11938.220846287122,11938.220846287122,,,,,,11175.739473704114,14486.991077609053,14486.991077609053,19557.345095862493,14486.991077609053,14486.991077609053,,,,21779.22662946886,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
Frequencies predict ifft,2500,200.0,2500,200.0,2500,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,2500.0,200.0,40.0,200.0,2500.0,200.0,200.0,200.0,200.0,200,200.0,200.0,200.0,200.0,2500.0,200.0,2500.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Frequencies predict kernels0,294.1370828612721,581.5247790808238,249.94748777738448,562.5124743421529,104.87053914159897,199.86036617122988,209.3897284687379,209.662212641447,210.93628044290952,409.17538998830065,209.09354833100656,209.662212641447,210.93628044290952,409.17538998830065,209.09354833100656,209.662212641447,210.93628044290952,409.17538998830065,42.53469657460819,43.0621722553766,44.85451316252601,83.83827881092482,52.173226807252256,51.589900765626,53.2849612819935,40.49238470635043,43.95153671624296,42.42718101479208,43.74238419828554,40.0,41.35502052855771,41.3229428889578,41.76255874634304,93.39358474787734,92.94456875733982,94.91109323547634,276.11397113523014,262.96488043219387,121.34116750258485,120.20672681232607,121.0127969969796,120.72950191454703,120.20672681232607,121.0127969969796,120.45693213499784,120.99607174676838,123.20005244812651,102.4080985396411,102.44882917424907,103.5216523238618,102.37572183127217,102.44882917424907,103.5216523238618
Frequencies predict kernels1,296.46631248614096,605.0570623617807,251.6639133390245,641.4655354597537,105.27652188902991,207.7577880097661,210.7629862303319,211.52932189155916,215.09082006370932,416.96866687468446,209.9281726505881,211.52932189155916,215.09082006370932,416.96866687468446,209.9281726505881,211.52932189155916,215.09082006370932,416.96866687468446,43.29289049971734,44.24239996782277,47.40896467809012,90.07656321278463,53.657876377124545,52.60930743258701,55.63336354085274,47.3403409450771,46.18476577888806,43.480418103732035,45.81754193795107,40.0,41.53595547527156,41.477195286452655,42.27949804732931,94.96461218832303,94.15038689676382,97.69503062762278,297.8038507499297,275.0033403034528,122.67822017523821,120.60614019242618,122.07996443380563,121.56283638087221,120.60614019242618,122.07996443380563,121.06441479807381,122.04945972884083,126.042046366635,102.76240804763688,102.83704771466545,104.79498105028344,102.70306143350521,102.83704771466545,104.79498105028344
Frequencies predict kernels2,302.9734323797825,667.3926523564312,253.6839764436337,724.2098728740946,105.75576114593238,216.75801022505803,214.60848973302282,216.7365147925347,226.46621062524738,438.3314375991753,212.2757318260155,216.7365147925347,226.46621062524738,438.3314375991753,212.2757318260155,216.7365147925347,226.46621062524738,438.3314375991753,44.1753995801281,45.603166652873504,50.27340918595595,96.96527693115206,55.36787862552402,53.79356720477874,58.2981366432082,54.373125171064366,48.70305806780182,44.697852345978866,48.164880633025184,40.0,41.749431756665125,41.65930633901745,42.884502626543004,96.79506906587541,95.56077856635403,100.89880038275807,321.66880958244326,288.64182599390756,124.24520358946945,121.07788034339818,123.33343914806879,122.5435536193333,121.07788034339818,123.33343914806879,121.78067538280307,123.28689044396926,129.33280182419665,103.18082029757856,103.29535454936494,106.28535018116813,103.08972413215791,103.29535454936494,106.28535018116813
Frequencies predict kernels3,320.7236904310477,819.2124674283426,258.4523954486903,892.0250679214744,106.89319590329661,236.93036284243934,225.16334192103153,230.87857107285222,256.0452402759966,494.0202170214469,218.7971349552301,230.87857107285222,256.0452402759966,494.0202170214469,218.7971349552301,230.87857107285222,256.0452402759966,494.0202170214469,46.21939715656942,48.707146598835116,56.54976652990504,111.7632388076508,59.26226036268172,56.52774766082447,64.23349214068296,68.36916443755102,54.263128993642454,47.48599338736134,53.37001794264718,40.0,42.25563446808812,42.09164105148731,44.2987667569062,101.04171570292455,98.85432934591073,108.18546117545706,372.7068621682915,318.950574225761,127.91688570293978,122.19863750763098,126.28196511628411,124.85841814149225,122.19863750763098,126.28196511628411,123.47703190839478,126.19826097665067,136.8900826067787,104.17463298076062,104.38327047366464,109.76972131039956,104.00856463814989,104.38327047366464,109.76972131039956
