Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
AW kernel support pred11 [uv-pixels],,,,,,,,,,952.9675962074481,18.693931287988107,18.69393183255932,15.741795651736716,15.741795651736716,15.741795651736716,99.04134569169598,952.9675962074481,42.73378590342897,453.78814846148873,18.40973488590939,18.4097337880999,14.216133327455548,26.173736421200537,26.173736421200537,77.13491218506408,453.78814846148873,22.916530163105005,140.6795830258081,16.331078843685326,16.33107867012363,15.530705950849415,17.29471333330753,15.327122932196028,51.55005922962642,140.6795830258081,12.009636302110158,75.49161127198158,16.125182245224593,16.1251828369769,15.346502338487714,17.060236040791725,15.148797739374217,41.043132376104325,75.49161127198158,10.626548561225707,132.30906382112826,14.56574983177597,14.565749832028091,14.166716906752479,15.578129490917249,14.018439993824053,50.382314349834026,132.30906382112826,11.79917683858202
"W kernel support pred, ff [pixels]",(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined)
W kernel support bw0 [uv-pixels],51.84058969878098,0.750989033645744,0.7509891015458974,0.6931074580880082,0.9302362521312354,0.930236199565506,2.1719274930906796,51.84058969878098,0.16675796919282154,66.08516352964814,1.220012152301943,1.220012201767399,0.8856080799997731,0.9390425680315855,0.7920479564831996,7.445663764004015,66.08516352964814,0.24736096700338506,32.70585475230759,1.194114210663176,1.1941141102944826,0.7824547877258973,1.5472277946696733,1.4753097346318083,5.8064012529029565,32.70585475230759,0.12374838575339467,10.52146767644403,0.9985369337984418,0.9985369169167441,0.9194154189896462,1.090709788427821,0.8988394709304477,3.8632774899428,10.52146767644403,0.040206558978108056,5.682673970560674,0.9784309451362223,0.9784310031536276,0.9008068569079644,1.0685496780217048,0.8806460298091299,3.0499782777421123,5.682673970560674,0.02178140887010416,9.906668245235307,0.8199178555361382,0.8199178555628495,0.7770876920738101,0.9241801044640613,0.7608682197157995,3.7734908463422006,9.906668245235307,0.037870482843733844
W kernel support bw1 [uv-pixels],88.10132098157902,1.2638542124866192,1.263854326807894,1.1664036851934125,1.5656727990208215,1.565672710502616,3.657676431196374,88.10132098157902,0.4719433070599293,90.16665144334496,1.6544375967602094,1.6544376638617493,1.2008427551991674,1.2733178553160622,1.0739485523914543,10.108539431321466,90.16665144334496,0.4546068283389465,44.51948100598907,1.6193063816580526,1.6193062455061726,1.060937827724418,2.09834837003979,2.000776780074933,7.881058213706369,44.51948100598907,0.2273957447535556,14.290327198949884,1.3540144328874444,1.3540144099892264,1.2466966294052768,1.4790398141341305,1.218788781902494,5.241921561714055,14.290327198949884,0.07387268535099338,7.712971060798133,1.3267429416917738,1.3267430203854136,1.2214572009832154,1.4489808305962086,1.1941126481485878,4.137749502572402,7.712971060798133,0.04001807118720107,13.454236466708023,1.111747442397733,1.1117474424339608,1.053658738712741,1.253159172719935,1.0316613088313809,5.120009448632149,13.454236466708023,0.06958023069500174
W kernel support bw2 [uv-pixels],150.32028673808182,2.1275520371934777,2.127552229760569,1.9634092970831472,2.6360080709341034,2.636007921795128,6.163194546541264,150.32028673808182,1.3364428326178834,112.4976096054238,2.05370414215909,2.0537042254775635,1.4905226033635088,1.5805022786010399,1.3329851673380981,12.560146526789744,112.4976096054238,0.7001834252893276,55.437892928021455,2.0100827166834123,2.0100825476283495,1.3168328913999043,2.6049314165210387,2.4837660814151934,9.7904062741356,55.437892928021455,0.35018399199615297,17.76232861213499,1.6806914754062163,1.680691446976485,1.5474511171247236,1.8359220675395942,1.512802862490236,6.510087024640326,17.76232861213499,0.11374755527108033,9.581438733678628,1.6468321597821773,1.6468322574850065,1.5161157551092774,1.7986005332528197,1.4821671075264966,5.138117781040838,9.581438733678628,0.061616574227208426,16.721991187088065,1.379911310354277,1.3799113103992535,1.3077962336821354,1.5554745605651499,1.2804875565558536,6.358593064582748,16.721991187088065,0.10713764403280973
W kernel support bw3 [uv-pixels],257.83948650180565,3.582879502610779,3.582879827186798,3.3062290264773404,4.44003861412298,4.44003861412298,10.393076250510157,257.83948650180565,3.788984637929831,153.87506062187435,2.7855675382755924,2.785567651338494,2.0214159091350443,2.1434930179731646,1.8076931238024083,17.063561792041742,153.87506062187435,1.2873121222810928,75.58836487425492,2.7263738918114244,2.7263736624080317,1.7857810005827677,3.5336565792814914,3.3692063845670033,13.296139302305269,75.58836487425492,0.6436425174912901,24.144977429954615,2.2794269059412087,2.279426867367762,2.098651357293972,2.4900502389379,2.0516435263050514,8.837137531370129,24.144977429954615,0.20901578489978515,13.011987690963144,2.233486916368685,2.233487048930021,2.056138150309476,2.4394096427246237,2.0100800848766975,6.973240756141053,13.011987690963144,0.11321422670188461,22.728303927718347,1.8713538482437975,1.8713538483048133,1.7735219689450454,2.109536985705089,1.7364756115336442,8.631292293666824,22.728303927718347,0.19686802934455488
W kernel support bw4 [uv-pixels],445.32610945220534,6.560950293748319,6.560950293748319,5.842695255920037,12.623953197926392,12.623953197926392,17.545049784291255,445.32610945220534,10.767336770701792,228.92053145856664,4.090597816997654,4.090597983152788,2.9678092934053377,3.14715354186574,2.6538537823928974,25.121345037837884,228.92053145856664,2.7741230716750493,111.91045312272352,4.003609066418925,4.00360872930074,2.6216671171297494,5.190150255928613,4.948409599167809,19.564253581135453,111.91045312272352,1.3862460638117227,35.57903467429398,3.346867231587884,3.3468671749140606,3.081275143491969,3.656339546010344,3.0122158851907432,12.993764367112622,35.57903467429398,0.4499376360249123,19.145320867297563,3.2793708864285493,3.279371081189339,3.0188188742368762,3.5819297434165924,2.9511563036275743,10.24966582968711,19.145320867297563,0.24367288335199153,33.48571560994978,2.747366901300677,2.747366901390307,2.603660012294483,3.097267456980438,2.549243871499166,12.690636877669801,33.48571560994978,0.4237801570386919
W kernel support bw5 [uv-pixels],,,,,,,,,,297.9469804207112,5.269597863797234,5.269598077969771,3.822535657070906,4.053648445127359,3.4179825214278794,32.42799547117404,297.9469804207112,4.602401107953138,145.10671498850104,5.157471289254528,5.1574708547212165,3.3765097935317865,6.687093392834638,6.375421274314376,25.243607824639,145.10671498850104,2.2985504263744887,45.96074309999651,4.311023286826693,4.311023213788156,3.9687526604973984,4.7098723131574385,3.879759382714444,16.75599177961217,45.96074309999651,0.7456659361908637,24.70220618658938,4.224037958448786,4.224038209442862,3.8882682596264373,4.6139698339809785,3.801076269174481,13.213724760335042,24.70220618658938,0.4037683263417485,43.25065012266939,3.5384769041573563,3.538476904272847,3.353307685663174,3.989361404007281,3.2831933480101125,16.364617280451153,43.25065012266939,0.7023034471278886
W kernel support bw6 [uv-pixels],,,,,,,,,,425.684666306095,7.407014488022537,7.407014789359079,5.371489811606023,5.69652275303992,4.8025954090646605,45.73228470712672,425.684666306095,9.09397381662716,206.10175968718326,7.249257296984013,7.249256685625084,4.744279808471757,9.401818733742955,8.963141012780909,35.57533627639818,206.10175968718326,4.536666640298325,64.89299885963469,6.058519664585575,6.058519561852756,5.577123881189559,6.619559424678891,5.4519658847581525,23.59164694340893,64.89299885963469,1.4702310034630404,34.81039978507779,5.936171636740547,5.936171989767809,5.463932400981616,6.4846519535596245,5.3413109981399085,18.595992605261678,34.81039978507779,0.7958660060011038,61.05304255870578,4.972029732925909,4.972029733088314,4.71165525384524,5.606108055455005,4.6130689155153615,23.03951643549244,61.05304255870578,1.3846834980730496
W kernel support bw7 [uv-pixels],,,,,,,,,,544.9022214669649,9.358373168408187,9.358373549436257,6.785015148361063,7.195862605283789,6.065986971536686,57.937302773493045,544.9022214669649,14.525154584862845,262.60575567135703,9.158898272532813,9.158897499515476,5.992286369614809,11.881156299263674,11.326298181695122,45.04383361969837,262.60575567135703,7.2380628455856675,82.28986305590534,7.653463873973827,7.653463744104473,7.044937232431596,8.362738033498479,6.8867358849171465,29.84760383956006,82.28986305590534,2.343322214655387,44.07328988258617,7.498799827783695,7.498800274051479,6.901861548783763,8.192179349853374,6.746869931427724,23.518595823492923,44.07328988258617,1.2680992060236433,77.40655973521646,6.280127036392482,6.280127036597739,5.951055095786094,7.081574165652172,5.826462302616311,29.14792672041195,77.40655973521646,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,630.5686589971884,10.738407086448419,10.73840752389659,7.784368770187809,8.255942769861456,6.959111438436022,66.59995214423012,630.5686589971884,19.137129746472176,302.9950981036437,10.509397396252458,10.50939650878832,6.874525918427562,13.63507496961597,12.997930138890494,51.759195278801585,302.9950981036437,9.52840746593798,94.65258436525767,8.781204453990831,8.781204304915706,8.082707096209099,9.59539835325169,7.901122778897572,34.28002853740064,94.65258436525767,3.0824946282927543,50.64243528800478,8.603669241437899,8.603669753694193,7.918483964827293,9.399604526253894,7.740586404257406,27.004626087988157,50.64243528800478,1.667723114653727,89.02518203047612,7.204881908162631,7.204881908398209,6.827205452113238,8.124759578606392,6.684213619004862,33.47558980391262,89.02518203047612,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,741.0987401986339,12.494820300190067,12.494820809514316,9.055923563694323,9.604827834003547,8.095406524395631,77.65996111162895,741.0987401986339,25.936262324485085,354.87712794446253,12.228185542187616,12.228184508929424,7.996962491028508,15.867892600505465,15.12588195725446,60.327432574310336,354.87712794446253,12.899639953708286,110.45342913517943,10.216256354626244,10.216256181091193,9.403181139281967,11.164081438537563,9.191820662108132,39.93040888944233,110.45342913517943,4.168932735622993,59.02367479837852,10.009593475959717,10.009594072254774,9.212028551369759,10.936145317017482,9.00496305081928,31.446661595966095,59.02367479837852,2.2548313271641356,103.87203420624726,8.381449478583669,8.381449478857855,7.941889444284128,9.452129972608084,7.775472879150704,38.99217255777468,103.87203420624726,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,848.3242782122347,14.175304651146412,14.175305229307622,10.272157044261567,10.895090096270236,9.795680669478822,88.27634966885586,848.3242782122347,33.42188312681315,404.9871559086001,13.87263633418474,13.87263516130186,9.070460946962246,19.47445403980467,19.47445403980467,68.54649102235126,404.9871559086001,16.604752940710846,125.63702967285093,11.589013506011403,11.58901330905777,10.666244663512247,12.664788955706115,10.42637940388672,45.34555680333464,125.63702967285093,5.361020390945257,67.06292328832127,11.354463427025498,11.354464103779184,10.449312410845232,12.406075440521226,10.2143251416295,35.70189015800791,67.06292328832127,2.8987087827318407,118.13600144022669,9.506759174241207,9.506759174552345,9.007967800882234,10.72179551210482,8.819131489850252,44.27884619092655,118.13600144022669,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,952.9151270818414,15.79439986197705,15.794400506520487,12.15747220194383,12.15747220194383,12.15747220194383,98.53521277402321,952.9151270818414,41.54727978628811,453.6779515075712,15.45698348868463,15.4569821811603,10.104377604978566,24.18810613186736,24.18810613186736,76.48395045888745,453.6779515075712,20.619586676665016,140.32371531681747,12.91139559453843,12.911395375007572,11.88287958921361,14.110531856782908,11.61553689584125,50.57082762401651,140.32371531681747,6.6506664409638026,74.82635479855996,12.649960570756985,12.649961325076625,11.641096770717477,13.8221436024782,11.379194740774475,39.80626477380694,74.82635479855996,3.5949317551364106,131.93061952868786,10.59061226567575,10.590612266022505,10.03473307647326,11.944794616726806,9.824289280169111,49.37993113852522,131.93061952868786,6.262633157716523
AW kernel support bw0 [uv-pixels],52.796275818634754,10.028159578340194,10.028159583425102,10.023991118733957,10.043173775494436,10.043173770625602,10.23314560803486,52.796275818634754,10.001390314365764,66.83748079289296,10.074146596698125,10.074146602688554,10.039138492488332,10.04399327680855,10.031317957545221,12.46747403793577,66.83748079289296,10.003058904554988,34.20048150361397,10.071043081434402,10.07104306953378,10.030565063586158,10.118987787748257,10.108241133505837,11.563489763462975,34.20048150361397,10.000765653837538,14.515553109215524,10.049730146036739,10.04973014435938,10.042177289446542,10.059306528910044,10.04031435735468,10.720303772015919,14.515553109215524,10.000080828042584,11.50185999982993,10.04775234141448,10.047752347064105,10.040490674934787,10.05692788153521,10.038701979330723,10.454777257058074,11.50185999982993,10.000023721460483,14.076294815083747,10.033556961009738,10.033556961011922,10.030147819507578,10.04261464288495,10.02890424960641,10.688275500165046,14.076294815083747,10.000071708416435
AW kernel support bw1 [uv-pixels],88.66703309967698,10.079549963684896,10.079549978019408,10.067795069270767,10.121824505176608,10.12182449148436,10.647938620941119,88.66703309967698,10.011130330041592,90.71948540697122,10.135934281632537,10.135934292585183,10.071843094623462,10.080740962879004,10.057502945223716,14.219091723263512,90.71948540697122,10.010328035003269,45.62876493005944,10.130259283832693,10.130259262069027,10.056121969939337,10.217781847448528,10.198191394736963,12.732284891873439,45.62876493005944,10.002585107097666,17.441715840279215,10.0912514132028,10.091251410130385,10.07741298577023,10.108786216544196,10.07399851572807,11.290604131717785,17.441715840279215,10.000272854959556,12.628931965321115,10.087628404800057,10.087628415149986,10.074321698944985,10.104431970548136,10.07104289616862,10.822244265679746,12.628931965321115,10.0000800719805,16.763546131475167,10.061609333286494,10.061609333290498,10.05535661911927,10.078214520051263,10.053075402887401,11.234522542328289,16.763546131475167,10.000242067495345
AW kernel support bw2 [uv-pixels],150.6525426437242,10.223819133326161,10.22381917339891,10.190926163400093,10.3415926505558,10.341592612541197,11.746700260861175,150.6525426437242,10.088908734092886,112.94118897432566,10.20870710244551,10.208707119206839,10.110472671004928,10.124128972541937,10.088451291270795,16.054821106895847,112.94118897432566,10.024482870904109,56.332583575571704,10.200021202326463,10.20002116901137,10.086329801462602,10.33371509597484,10.30383879664218,13.994715253002962,56.332583575571704,10.00612956283549,20.383824904209447,10.140252651463035,10.140252646750962,10.119021936921104,10.167133806441168,10.1137813156484,11.932360750010465,20.383824904209447,10.000646904392243,13.84933096605165,10.13469566205581,10.134695677931981,10.114277383129778,10.160460810328306,10.109244251408384,11.242786768939808,13.84933096605165,10.000189828309235,19.483967492814465,10.094758799716002,10.09475879972215,10.085153989346576,10.120252027917354,10.081649090426346,11.850388422366576,19.483967492814465,10.000573907269967
AW kernel support bw3 [uv-pixels],258.03333272954256,10.622477372544903,10.622477482021889,10.532385787442525,10.941386698901704,10.941386698901704,14.422760968306942,258.03333272954256,10.693755401469975,154.19965720255513,10.380721868458608,10.380721898797956,10.202260645450314,10.227148298430981,10.1620743172761,19.777895262914775,154.19965720255513,10.082518162650233,76.24697308328703,10.364994674284738,10.364994613943232,10.158199337581557,10.605976089936247,10.55232446723503,16.636926409235176,76.24697308328703,10.020692375795324,26.133884806760314,10.256499745016754,10.256499736444106,10.217844073945924,10.305355413203111,10.20829276417117,13.34522385531058,26.133884806760314,10.002184141393183,16.41072282593842,10.246387841848955,10.246387870744408,10.209197034691712,10.29323658549719,10.20002068368579,12.191229906908763,16.41072282593842,10.000640852521787,24.830944392647194,10.173591559785406,10.17359155979663,10.156051406640806,10.220085434772926,10.149647656418972,13.209814785178189,24.830944392647194,10.001937663321943
