,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Delta W snapshot5 [lambda],5.930828187898157,25.06656320385382,132.13430021232477,2375.8007651373277,6755.734847450077,62489.45338860812,9.167790207998577,7.914786311233911,6.7156459442899505,239.1851074331253,8.929485784597368,7.914786311233911,6.7156459442899505,239.1851074331253,8.929485784597368,7.914786311233911,6.7156459442899505,239.1851074331253,999.3982771277724,787.0642668679694,196.46336469232418,12502.628427254589,,,,,,,,,25552.48319595961,10504.456389647119,10227.23316514276,347.8687780868518,292.0956263950015,227.2374041711405,,,748.40861025565,316.9358989880484,265.66149556463233,849.8361296185101,316.9358989880484,265.66149556463233,748.40861025565,316.9358989880484,265.66149556463233,12226.097825921583,6335.171343793344,4839.1485705068535,12075.261332585764,6335.171343793344,4839.1485705068535
Delta W snapshot6 [lambda],8.656798907801656,36.58784070127732,207.6396146193675,3733.401202358658,10616.154760278692,98197.71246781276,13.381557135898543,11.552638404596081,9.802340353466699,349.121119545245,13.033721486834668,11.552638404596081,9.802340353466699,349.121119545245,13.033721486834668,11.552638404596081,9.802340353466699,349.121119545245,1142.169459574597,899.5020192776794,224.52955964837048,14288.718202576674,,,,,,,,,40153.90216507939,16507.0028980169,16071.366402367192,496.9553972669312,417.2794662785736,324.6248631016293,,,1176.0706732588785,498.04212698121887,417.4680644587079,1335.4567751148015,498.04212698121887,417.4680644587079,1176.0706732588785,498.04212698121887,417.4680644587079,19212.439440733913,9955.269254532397,7604.376325082199,18975.410665491912,9955.269254532397,7604.376325082199
Delta W snapshot7 [lambda],14.734976864343245,62.27717566174863,283.14492902641024,5091.0016395799885,14476.574673107309,133905.9715470174,22.777118529189007,19.664065369525247,16.684834644198634,594.248714119566,22.18505784993135,19.664065369525247,16.684834644198634,594.248714119566,22.18505784993135,19.664065369525247,16.684834644198634,594.248714119566,,,,,,,,,,,,,54755.32113419916,22509.549406386686,21915.499639591628,,,,,,1603.7327362621072,679.1483549743893,569.2746333527836,1821.0774206110932,679.1483549743893,569.2746333527836,1603.7327362621072,679.1483549743893,569.2746333527836,26198.781055546246,13575.367165271451,10369.604079657543,25875.559998398065,13575.367165271451,10369.604079657543
Delta W snapshot8 [lambda],,,339.77391483169225,6109.201967495986,17371.889607728768,160687.16585642088,,,,,,,,,,,,,,,,,,,,,,,,,65706.38536103899,27011.459287664024,26298.59956750995,,,,,,1924.4792835145286,814.9780259692673,683.1295600233402,2185.292904733312,814.9780259692673,683.1295600233402,1924.4792835145286,814.9780259692673,683.1295600233402,31438.537266655498,16290.44059832574,12443.524895589053,31050.671998077676,16290.44059832574,12443.524895589053
Delta W snapshot9 [lambda],,,415.279229238735,7466.802404717316,21232.309520557385,196395.42493562552,,,,,,,,,,,,,,,,,,,,,,,,,80307.80433015877,33014.0057960338,32142.732804734384,,,,,,2352.141346517757,996.0842539624377,834.9361289174158,2670.913550229603,996.0842539624377,834.9361289174158,2352.141346517757,996.0842539624377,834.9361289174158,38424.87888146783,19910.538509064794,15208.752650164399,37950.821330983825,19910.538509064794,15208.752650164399
Delta W snapshot10 [lambda],,,490.7845436457777,8824.402841938647,25092.729433386,232103.68401483016,,,,,,,,,,,,,,,,,,,,,,,,,94909.22329927856,39016.55230440359,37986.86604195882,,,,,,2779.803409520986,1177.1904819556082,986.7426978114914,3156.5341957258947,1177.1904819556082,986.7426978114914,2779.803409520986,1177.1904819556082,986.7426978114914,45411.22049628016,23530.636419803846,17973.980404739745,44850.97066388997,23530.636419803846,17973.980404739745
Delta W snapshot11 [lambda],,,566.2898580528205,10182.003279159977,28953.149346214617,267811.9430940348,,,,,,,,,,,,,,,,,,,,,,,,,109510.64226839833,45019.09881277337,43830.999279183256,,,,,,3207.4654725242144,1358.2967099487787,1138.549266705567,3642.1548412221864,1358.2967099487787,1138.549266705567,3207.4654725242144,1358.2967099487787,1138.549266705567,52397.56211109249,27150.734330542902,20739.208159315087,51751.11999679613,27150.734330542902,20739.208159315087
Delta W max0 [lambda],0.9025173329410238,3.8144770092821036,18.876328601760683,339.40010930533253,965.1049782071539,8927.06476980116,1.3950985099128268,1.2044240038834213,1.0219461219571664,36.397733739823416,1.3588347933082952,1.2044240038834213,1.0219461219571664,36.397733739823416,1.3588347933082952,1.2044240038834213,1.0219461219571664,36.397733739823416,142.77118244682464,112.43775240970993,28.06619495604631,1786.0897753220843,234.80744669036514,64.49626532905393,204.51809293419416,2226.677282395576,210.29063693319475,73.43097130172984,57.975548293325076,1095.0876569854058,3650.3547422799443,1500.6366270924457,1461.0333093061083,49.69553972669312,41.72794662785736,32.46248631016293,9.745896950618457,6.340225869522896,106.91551575080715,45.27655699829263,37.9516422235189,121.40516137407288,45.27655699829263,37.9516422235189,106.91551575080715,45.27655699829263,37.9516422235189,1746.585403703083,905.0244776847634,691.3069386438362,1725.0373332265376,905.0244776847634,691.3069386438362
Delta W max1 [lambda],1.307729196710463,5.52709933998019,28.31449290264102,509.1001639579988,1447.6574673107307,13390.59715470174,2.0214692694655243,1.7451858015453654,1.480779074672629,52.73957337811148,1.9689238841814074,1.7451858015453654,1.480779074672629,52.73957337811148,1.9689238841814074,1.7451858015453654,1.480779074672629,52.73957337811148,214.15677367023696,168.65662861456488,42.09929243406946,2679.1346629831264,352.21117003554775,96.74439799358089,306.7771394012912,3340.0159235933643,315.43595539979214,110.14645695259476,86.96332243998762,1642.6314854781087,5475.532113419917,2250.9549406386686,2191.5499639591626,74.54330959003968,62.59191994178603,48.693729465244395,14.618845425927686,9.510338804284343,160.3732736262107,67.91483549743894,56.927463335278354,182.10774206110932,67.91483549743894,56.927463335278354,160.3732736262107,67.91483549743894,56.927463335278354,2619.8781055546247,1357.536716527145,1036.9604079657545,2587.555999839806,1357.536716527145,1036.9604079657545
Delta W max2 [lambda],1.915546992364622,8.096032836027321,37.752657203521366,678.8002186106651,1930.2099564143077,17854.12953960232,2.961025408794571,2.556328498038282,2.169028503745823,77.25233283554358,2.8840575204910754,2.556328498038282,2.169028503745823,77.25233283554358,2.8840575204910754,2.556328498038282,2.169028503745823,77.25233283554358,285.5423648936493,224.87550481941986,56.13238991209262,3572.1795506441686,469.6148933807303,128.99253065810785,409.0361858683883,4453.354564791152,420.5812738663895,146.86194260345968,115.95109658665015,2190.1753139708117,7300.709484559889,3001.2732541848914,2922.0666186122166,99.39107945338624,83.45589325571471,64.92497262032586,19.491793901236914,12.680451739045791,213.8310315016143,90.55311399658525,75.9032844470378,242.81032274814575,90.55311399658525,75.9032844470378,213.8310315016143,90.55311399658525,75.9032844470378,3493.170807406166,1810.0489553695268,1382.6138772876725,3450.074666453075,1810.0489553695268,1382.6138772876725
Delta W max3 [lambda],2.7812268831447877,11.754816906155053,56.62898580528204,1018.2003279159976,2895.3149346214614,26781.19430940348,4.299181122384425,3.71159233849789,3.1492625390924927,112.16444479006807,4.187429669174542,3.71159233849789,3.1492625390924927,112.16444479006807,4.187429669174542,3.71159233849789,3.1492625390924927,112.16444479006807,428.3135473404739,337.31325722912976,84.19858486813892,5358.269325966253,704.4223400710955,193.48879598716178,613.5542788025824,6680.031847186729,630.8719107995843,220.29291390518952,173.92664487997524,3285.2629709562175,10951.064226839833,4501.909881277337,4383.099927918325,149.08661918007937,125.18383988357206,97.38745893048879,29.237690851855373,19.020677608568686,320.7465472524214,135.8296709948779,113.85492667055671,364.21548412221864,135.8296709948779,113.85492667055671,320.7465472524214,135.8296709948779,113.85492667055671,5239.756211109249,2715.07343305429,2073.920815931509,5175.111999679612,2715.07343305429,2073.920815931509
Delta W max4 [lambda],4.070537358774821,17.204069776558057,94.38164300880341,1697.0005465266627,4825.5248910357695,44635.3238490058,6.292178993688464,5.432198058331349,4.609185570459873,164.1612072755301,6.128622231043535,5.432198058331349,4.609185570459873,164.1612072755301,6.128622231043535,5.432198058331349,4.609185570459873,164.1612072755301,713.8559122341231,562.1887620485496,140.33097478023154,8930.44887661042,1174.0372334518258,322.48132664526963,1022.5904646709707,11133.386411977881,,,,,18251.77371139972,7503.183135462228,7305.166546530542,248.4776986334656,208.6397331392868,162.31243155081464,38.98358780247383,25.360903478091583,534.5775787540357,226.38278499146313,189.7582111175945,607.0258068703644,226.38278499146313,189.7582111175945,534.5775787540357,226.38278499146313,189.7582111175945,8732.927018515416,4525.122388423817,3456.5346932191815,8625.186666132688,4525.122388423817,3456.5346932191815
Delta W max5 [lambda],5.930828187898157,25.06656320385382,132.13430021232477,2375.8007651373277,6755.734847450077,62489.45338860812,9.167790207998577,7.914786311233911,6.7156459442899505,239.1851074331253,8.929485784597368,7.914786311233911,6.7156459442899505,239.1851074331253,8.929485784597368,7.914786311233911,6.7156459442899505,239.1851074331253,999.3982771277724,787.0642668679694,196.46336469232418,12502.628427254589,,,,,,,,,25552.48319595961,10504.456389647119,10227.23316514276,347.8687780868518,292.0956263950015,227.2374041711405,,,748.40861025565,316.9358989880484,265.66149556463233,849.8361296185101,316.9358989880484,265.66149556463233,748.40861025565,316.9358989880484,265.66149556463233,12226.097825921583,6335.171343793344,4839.1485705068535,12075.261332585764,6335.171343793344,4839.1485705068535
Delta W max6 [lambda],12.635699922871826,36.58784070127732,207.6396146193675,3733.401202358658,10616.154760278692,98197.71246781276,13.381557135898543,11.552639929482813,11.552639929482813,349.121119545245,13.033721486834668,11.552639929482813,11.552639929482813,349.121119545245,13.033721486834668,11.552639929482813,11.552639929482813,349.121119545245,1142.169459574597,899.5020192776794,224.52955964837048,14288.718202576674,,,,,,,,,40153.90216507939,16507.0028980169,16071.366402367192,496.9553972669312,417.2794662785736,324.6248631016293,,,1176.0706732588785,498.04212698121887,417.4680644587079,1335.4567751148015,498.04212698121887,417.4680644587079,1176.0706732588785,498.04212698121887,417.4680644587079,19212.439440733913,9955.269254532397,7604.376325082199,18975.410665491912,9955.269254532397,7604.376325082199
Delta W max7 [lambda],36.608637169026565,62.27717566174863,283.14492902641024,5091.0016395799885,14476.574673107309,133905.9715470174,33.47075398311001,33.47075398311001,33.47075398311001,594.248714119566,33.47075398311001,33.47075398311001,33.47075398311001,594.248714119566,33.47075398311001,33.47075398311001,33.47075398311001,594.248714119566,,,,,,,,,,,,,54755.32113419916,22509.549406386686,21915.499639591628,,,,,,1603.7327362621072,679.1483549743893,569.2746333527836,1821.0774206110932,679.1483549743893,569.2746333527836,1603.7327362621072,679.1483549743893,569.2746333527836,26198.781055546246,13575.367165271451,10369.604079657543,25875.559998398065,13575.367165271451,10369.604079657543
Delta W max8 [lambda],,,339.77391483169225,6109.201967495986,17371.889607728768,160687.16585642088,,,,,,,,,,,,,,,,,,,,,,,,,65706.38536103899,27011.459287664024,26298.59956750995,,,,,,1924.4792835145286,814.9780259692673,683.1295600233402,2185.292904733312,814.9780259692673,683.1295600233402,1924.4792835145286,814.9780259692673,683.1295600233402,31438.537266655498,16290.44059832574,12443.524895589053,31050.671998077676,16290.44059832574,12443.524895589053
Delta W max9 [lambda],,,415.279229238735,7466.802404717316,21232.309520557385,196395.42493562552,,,,,,,,,,,,,,,,,,,,,,,,,80307.80433015877,33014.0057960338,32142.732804734384,,,,,,2352.141346517757,996.0842539624377,996.0842150355509,2670.913550229603,996.0842539624377,996.0842150355509,2352.141346517757,996.0842539624377,996.0842150355509,38424.87888146783,19910.538509064794,15208.752650164399,37950.821330983825,19910.538509064794,15208.752650164399
Delta W max10 [lambda],,,580.0180951467647,8824.402841938647,25092.729433386,232103.68401483016,,,,,,,,,,,,,,,,,,,,,,,,,94909.22329927856,39016.55230440359,37986.86604195882,,,,,,2779.803409520986,1391.2250606694886,1391.2250606694886,3156.5341957258947,1391.2250606694886,1391.2250606694886,2779.803409520986,1391.2250606694886,1391.2250606694886,45411.22049628016,23530.636419803846,17973.980404739745,44850.97066388997,23530.636419803846,17973.980404739745
Delta W max11 [lambda],,,772.2134402841542,10182.003279159977,28953.149346214617,267811.9430940348,,,,,,,,,,,,,,,,,,,,,,,,,109510.64226839833,45019.09881277337,43830.999279183256,,,,,,3207.4654725242144,1852.2227139090824,1852.2227139090824,3642.1548412221864,1852.2227139090824,1852.2227139090824,3207.4654725242144,1852.2227139090824,1852.2227139090824,52397.56211109249,27150.734330542902,20739.208159315087,51751.11999679613,27150.734330542902,20739.208159315087
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],1.0634085648682994,3.141357126825653,0.7451409823576595,1.4955238591320101,0.6153742839918251,3.273355405423032,1.2289069714197616,0.7012055370037976,0.6198388961539959,1.7415777980940652,1.0094665988074507,0.7012055370037976,0.6198388961539959,1.7415777980940652,1.0094665988074507,0.7012055370037976,0.6198388961539959,1.7415777980940652,2.369707155830659,1.2614837407648636,1.761943294275804,3.5568202210176256,1.8427458805745867,1.761790701519601,1.0582446798277096,3.6328628647344106,2.310335158893233,1.716743335694469,1.4374542868553193,11.482110649962252,1.0974290252999361,0.7725307853779193,0.7571722941266632,1.6710391653791474,1.4654429085984804,1.213544713335636,1.796315828014522,1.300476329432191,1.1477272516396875,1.519019770523943,1.3304133955581652,1.2626909977811325,1.519019770523943,1.3304133955581652,1.1477272516396875,1.519019770523943,1.3304133955581652,0.78685397206484,0.7865894348708743,0.6425615203295473,0.9303898659996553,0.7865894348708743,0.6425615203295473
W kernel support pred1 [uv-pixels],1.4050025637157915,4.152243884421715,1.0103316465785033,2.028201085869188,0.8343458634080673,4.440988248890393,1.6237310733906263,0.9263578686532798,0.8188446813639705,2.301386010029393,1.3337142840648837,0.9263578686532798,0.8188446813639705,2.301386010029393,1.3337142840648837,0.9263578686532798,0.8188446813639705,2.301386010029393,3.214407690591284,1.7106957131701288,2.389671136882154,4.825828277373262,2.4993093693668564,2.3894640923654675,1.4350027685457196,4.929071764570789,3.1338315948171025,2.3283424093010043,1.949419293952062,15.596957703924131,1.4881541550537494,1.0474784794321845,1.0266487884982904,2.2663306815133097,1.9873906383362823,1.6456643130727022,2.4363096111784475,1.76359190218328,1.5563823307439375,2.060078052950325,1.804204256466683,1.7123334284678542,2.060078052950325,1.804204256466683,1.5563823307439375,2.060078052950325,1.804204256466683,1.0669042085560545,1.0665454303745991,0.8712153441973449,1.2615817564278433,1.0665454303745991,0.8712153441973449
W kernel support pred2 [uv-pixels],1.871682213063306,5.534411969128499,1.2540080674835146,2.5178215366082037,1.0355396162168746,5.514872267976131,2.1631746308248845,1.2338996132416058,1.0906595998238748,3.066413929551088,1.776684103968325,1.2338996132416058,1.0906595998238748,3.066413929551088,1.776684103968325,1.2338996132416058,1.0906595998238748,3.066413929551088,3.9910706024551126,2.1235591286014452,2.9667167452594767,5.993043449355851,3.102880076604398,2.9664596133116277,1.7812453435385447,6.121331516832389,3.8909835069571517,2.8905521767456146,2.4199911031341914,19.388373862419193,1.8472385888565057,1.3001237399446817,1.2742647981505846,2.8135405646202383,2.467143282631598,2.0428105663282192,3.0246381568946785,2.1892406440117087,1.9319528032224822,2.5574066045636523,2.23966989366236,2.1255926751597314,2.5574066045636523,2.23966989366236,1.9319528032224822,2.5574066045636523,2.23966989366236,1.3242398976598078,1.3237944895073135,1.08130822979348,1.5659314775384814,1.3237944895073135,1.08130822979348
W kernel support pred3 [uv-pixels],2.477156634887383,7.329384403949068,1.7005545414074206,3.4154270377632847,1.4042050628729124,7.485016216423158,2.863118974298563,1.632817523695581,1.443216020191199,4.059323663169612,2.351379067331604,1.632817523695581,1.443216020191199,4.059323663169612,2.351379067331604,1.632817523695581,1.443216020191199,4.059323663169612,5.41544445339441,2.8803617719296764,4.024726017445952,8.134627332574196,4.209562727717313,4.024376978125157,2.4158611015067897,8.308924512888705,5.279541399073299,3.921339041630015,3.282651373822909,26.35973295095552,2.505405471916936,1.763113585650134,1.7280340155350984,3.816804948702716,3.3466458355719073,2.770785021295439,4.103351191957037,2.9694947935241283,2.6203551778586966,3.469153270430126,3.037931210528664,2.883121361276135,3.469153270430126,3.037931210528664,2.6203551778586966,3.469153270430126,3.037931210528664,1.795829301090123,1.7952250621239787,1.4662870733002604,2.123724229587107,1.7952250621239787,1.4662870733002604
W kernel support pred4 [uv-pixels],3.298676220185257,9.767672167625493,2.4964816218342096,5.016352011284718,2.061230462903399,11.002967168011494,3.8129240593239326,2.1739307505423255,1.9214100456940555,5.407104175632164,3.1311068703959677,2.1739307505423255,1.9214100456940555,5.407104175632164,3.1311068703959677,2.1739307505423255,1.9214100456940555,5.407104175632164,7.95744705233142,4.229908535145812,5.91211309583612,11.959323294376494,6.183892802312519,5.911599894469809,3.547328797537253,12.215954788850583,,,,,3.678902413304805,2.588371385496278,2.53684444225039,5.606413725702609,4.915247009066482,4.068873775728262,5.0953815587449105,3.6868591778484356,3.847813649707833,5.095328914762851,4.461487036653417,4.2339641459102175,5.095328914762851,4.461487036653417,3.847813649707833,5.095328914762851,4.461487036653417,2.636426996941674,2.635539432319634,2.152405094409684,3.118110371690801,2.635539432319634,2.152405094409684
