,hpso01 (Ingest) [],hpso01 (RCAL) [],hpso01 (FastImg) [],hpso01 (ICAL) [],hpso01 (DPrepA) [],hpso01 (DPrepB) [],hpso01 (DPrepC) [],hpso01 (DPrepD) [],hpso02a (Ingest) [],hpso02a (RCAL) [],hpso02a (FastImg) [],hpso02a (ICAL) [],hpso02a (DPrepA) [],hpso02a (DPrepB) [],hpso02a (DPrepC) [],hpso02a (DPrepD) [],hpso02b (Ingest) [],hpso02b (RCAL) [],hpso02b (FastImg) [],hpso02b (ICAL) [],hpso02b (DPrepA) [],hpso02b (DPrepB) [],hpso02b (DPrepC) [],hpso02b (DPrepD) [],hpso04a (Ingest) [],hpso04a (RCAL) [],hpso04a (FastImg) [],hpso04a (PSS) [],hpso04b (Ingest) [],hpso04b (RCAL) [],hpso04b (FastImg) [],hpso04b (PSS) [],hpso04c (Ingest) [],hpso04c (RCAL) [],hpso04c (FastImg) [],hpso04c (PSS) [],hpso05a (Ingest) [],hpso05a (RCAL) [],hpso05a (FastImg) [],hpso05a (PST) [],hpso05b (Ingest) [],hpso05b (RCAL) [],hpso05b (FastImg) [],hpso05b (PST) [],hpso13 (Ingest) [] [Bmax=35000],hpso13 (RCAL) [] [Bmax=35000],hpso13 (FastImg) [] [Bmax=35000],hpso13 (ICAL) [] [Bmax=35000],hpso13 (DPrepA) [] [Bmax=35000],hpso13 (DPrepB) [] [Bmax=35000],hpso13 (DPrepC) [] [Bmax=35000],hpso14 (Ingest) [] [Bmax=25000],hpso14 (RCAL) [] [Bmax=25000],hpso14 (FastImg) [] [Bmax=25000],hpso14 (ICAL) [] [Bmax=25000],hpso14 (DPrepA) [] [Bmax=25000],hpso14 (DPrepB) [] [Bmax=25000],hpso14 (DPrepC) [] [Bmax=25000],hpso15 (Ingest) [] [Bmax=15000],hpso15 (RCAL) [] [Bmax=15000],hpso15 (FastImg) [] [Bmax=15000],hpso15 (ICAL) [] [Bmax=15000],hpso15 (DPrepA) [] [Bmax=15000],hpso15 (DPrepB) [] [Bmax=15000],hpso15 (DPrepC) [] [Bmax=15000],hpso18 (Ingest) [],hpso18 (RCAL) [],hpso18 (FastImg) [],hpso18 (SinglePulse) [],hpso22 (Ingest) [],hpso22 (RCAL) [],hpso22 (FastImg) [],hpso22 (ICAL) [],hpso22 (DPrepA) [],hpso22 (DPrepB) [],hpso27and33 (Ingest) [] [Bmax=30000],hpso27and33 (RCAL) [] [Bmax=30000],hpso27and33 (FastImg) [] [Bmax=30000],hpso27and33 (ICAL) [] [Bmax=30000],hpso27and33 (DPrepA) [] [Bmax=30000],hpso27and33 (DPrepB) [] [Bmax=30000],hpso32 (Ingest) [] [Bmax=20000],hpso32 (RCAL) [] [Bmax=20000],hpso32 (FastImg) [] [Bmax=20000],hpso32 (ICAL) [] [Bmax=20000],hpso32 (DPrepB) [] [Bmax=20000],hpso37a (Ingest) [] [Bmax=120000],hpso37a (RCAL) [] [Bmax=120000],hpso37a (FastImg) [] [Bmax=120000],hpso37a (ICAL) [] [Bmax=120000],hpso37a (DPrepA) [] [Bmax=120000],hpso37a (DPrepB) [] [Bmax=120000],hpso37b (Ingest) [] [Bmax=120000],hpso37b (RCAL) [] [Bmax=120000],hpso37b (FastImg) [] [Bmax=120000],hpso37b (ICAL) [] [Bmax=120000],hpso37b (DPrepA) [] [Bmax=120000],hpso37b (DPrepB) [] [Bmax=120000],hpso37c (Ingest) [] [Bmax=120000],hpso37c (RCAL) [] [Bmax=120000],hpso37c (FastImg) [] [Bmax=120000],hpso37c (ICAL) [] [Bmax=120000],hpso37c (DPrepA) [] [Bmax=120000],hpso37c (DPrepB) [] [Bmax=120000],hpso38a (Ingest) [],hpso38a (RCAL) [],hpso38a (FastImg) [],hpso38a (ICAL) [],hpso38a (DPrepA) [],hpso38a (DPrepB) [],hpso38b (Ingest) [],hpso38b (RCAL) [],hpso38b (FastImg) [],hpso38b (ICAL) [],hpso38b (DPrepA) [],hpso38b (DPrepB) [],max_low (Ingest) [],max_low (RCAL) [],max_low (FastImg) [],max_low (ICAL) [],max_low (DPrepA) [],max_low (DPrepA_Image) [],max_low (DPrepB) [],max_low (DPrepC) [],max_low (DPrepD) [],max_mid_band1 (Ingest) [],max_mid_band1 (RCAL) [],max_mid_band1 (FastImg) [],max_mid_band1 (ICAL) [],max_mid_band1 (DPrepA) [],max_mid_band1 (DPrepA_Image) [],max_mid_band1 (DPrepB) [],max_mid_band1 (DPrepC) [],max_mid_band1 (DPrepD) [],max_mid_band2 (Ingest) [],max_mid_band2 (RCAL) [],max_mid_band2 (FastImg) [],max_mid_band2 (ICAL) [],max_mid_band2 (DPrepA) [],max_mid_band2 (DPrepA_Image) [],max_mid_band2 (DPrepB) [],max_mid_band2 (DPrepC) [],max_mid_band2 (DPrepD) [],max_mid_band5a_1 (Ingest) [],max_mid_band5a_1 (RCAL) [],max_mid_band5a_1 (FastImg) [],max_mid_band5a_1 (ICAL) [],max_mid_band5a_1 (DPrepA) [],max_mid_band5a_1 (DPrepA_Image) [],max_mid_band5a_1 (DPrepB) [],max_mid_band5a_1 (DPrepC) [],max_mid_band5a_1 (DPrepD) [],max_mid_band5a_2 (Ingest) [],max_mid_band5a_2 (RCAL) [],max_mid_band5a_2 (FastImg) [],max_mid_band5a_2 (ICAL) [],max_mid_band5a_2 (DPrepA) [],max_mid_band5a_2 (DPrepA_Image) [],max_mid_band5a_2 (DPrepB) [],max_mid_band5a_2 (DPrepC) [],max_mid_band5a_2 (DPrepD) [],max_mid_band5b_1 (Ingest) [],max_mid_band5b_1 (RCAL) [],max_mid_band5b_1 (FastImg) [],max_mid_band5b_1 (ICAL) [],max_mid_band5b_1 (DPrepA) [],max_mid_band5b_1 (DPrepA_Image) [],max_mid_band5b_1 (DPrepB) [],max_mid_band5b_1 (DPrepC) [],max_mid_band5b_1 (DPrepD) [],max_mid_band5b_2 (Ingest) [],max_mid_band5b_2 (RCAL) [],max_mid_band5b_2 (FastImg) [],max_mid_band5b_2 (ICAL) [],max_mid_band5b_2 (DPrepA) [],max_mid_band5b_2 (DPrepA_Image) [],max_mid_band5b_2 (DPrepB) [],max_mid_band5b_2 (DPrepC) [],max_mid_band5b_2 (DPrepD) []
W kernel support bw4 [uv-pixels],,9.57143956160497,9.21542112037007,9.571439561607,4.0042653679769,5.80248237867397,5.48383297118969,,,9.57143956160497,9.21542112037007,6.81228942360934,4.0042653679769,5.80248237867397,5.48383297118969,,,9.57143956160497,9.21542112037007,6.81228942360934,4.0042653679769,5.80248237867397,5.48383297118969,,,8.42697211496115,5.78207518195625,,,11.0229434246031,2.28224104178848,,,8.20040404565861,1.49999936046908,,,8.42697211496115,5.78207518195625,,,8.58889188277301,1.62328431823028,,,6.93258162430488,2.09090187681805,6.93258134352658,8.00712461049268,9.78962018787378,15.3824970529992,,5.08797979371163,1.55190076895591,5.50199467646941,5.80346310872222,8.75489689103378,13.0461766613623,,,,,,,,,11.0229434246031,2.28224104178848,,,3.137015039736,0.347134296461346,3.137015039736,6.02747240439238,6.02747240439238,,5.04325255675943,1.6721506052594,5.92745408473928,5.32753998838841,9.46487314938091,,4.11921803038862,2.32386689395088,4.77668612839688,6.97806636303124,,8.67623033320348,1.6721506052594,8.67623010900441,5.76072630690764,7.33861502025231,,8.67623033320348,1.6721506052594,8.67623011095079,5.76072639778717,7.33861502025231,,8.67623033320348,1.6721506052594,8.67623011095079,5.76072639778717,7.33861502025231,,3.48128711671258,0.385142298187009,2.64633358946853,6.69002896168839,6.69002896168839,,3.48128711671258,0.385142298187009,3.48128711671258,6.69002896168839,6.69002896168839,,8.50193613969556,8.20572852615374,8.50193613966403,3.52845995789628,3.76293889670481,5.13422756345775,9.48976639099324,,,7.84759436787954,3.25047894007022,7.84759433965357,7.24113998002511,8.48490571435468,9.26280236406188,5.02775893773729,,,8.58889188277301,1.62328431823028,8.58889197132219,6.49262425808254,7.12352288188342,4.6185931441837,4.6185931441837,,,4.76769057168103,0.527040648809651,4.76769057168103,7.9047838978209,4.24615387839342,4.24615387839342,9.16720565222459,,,3.87937154755178,0.429073587484636,3.87937154755178,7.45636173897634,7.45636173897634,7.45636173897634,7.45636173897634,,,3.33924238526096,0.369462157037222,3.33924238526096,6.41664068748761,2.97421620047432,6.41664068748761,6.41664068748761,,,3.23422840993715,0.256019006758788,3.23422840993715,4.44095107926603,4.44095107926603,4.44095107926603,4.44095107926603,
W kernel support bw5 [uv-pixels],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,3.78564382747122,,,10.5694790530369,2.48729540786684,,,,,,,8.58889188277301,2.69187388237147,,,6.93258162430488,3.46799884385542,6.93258134352658,8.00712461049268,9.78962018787378,15.3824970529992,,,,,,,,,,,,,,,,11.0229434246031,3.78564382747122,,,4.04058312370638,0.575251619492289,4.04058312370638,6.86543370883198,7.76676547136276,,5.04325255675943,2.19930784077171,5.92745408473928,5.32753998838841,9.46487314938091,,,,,,,8.67623033320348,2.77296746689179,8.67623010900441,5.76072630690764,9.45777443411449,,8.67623033320348,2.77296746689179,8.67623011095079,5.76072639778717,9.45777443411449,,8.67623033320348,2.77296746689179,8.67623011095079,5.76072639778717,9.45777443411449,,4.4842602561137,0.638254043123931,3.40829267024836,7.00444245922916,8.62122321999145,,4.4842602561137,0.638254043123931,4.4842602561137,7.00444245922916,8.62122321999145,,,,,,,,,,,7.84759436787954,5.39360846890934,7.84759433965357,7.24113998002511,8.48490571435468,9.38029632889596,6.47772317636026,,,8.58889188277301,2.69187388237147,8.58889197132219,6.49262425808254,7.822410079518,5.95022187856133,5.95022187856133,,,6.14243434151695,0.873490608501621,6.14243434151695,7.9047838978209,5.47011202289218,5.47011202289218,11.8168618634272,,,4.99733598150809,0.711078512280853,4.99733598150809,8.15889368416669,9.60965645623487,9.60965645623487,9.60965645623487,,,4.30119675613077,0.612262141474154,4.30119675613077,8.2686374209009,3.83079175604606,8.2686374209009,8.2686374209009,,,4.16586183650499,0.424230313591485,4.16586183650499,5.72121904491155,5.72121904491155,5.72121904491155,5.72121904491155,
W kernel support bw6 [uv-pixels],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,7.47737850799896,,,11.9620970710154,4.9097016259835,,,,,,,8.58889188277301,5.31410076099007,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,7.47737850799896,,,5.67814724247421,1.13405984422956,5.67814724247421,6.86543370883198,10.9217443815391,,,,,,,,,,,,,8.67623033320348,5.474421929679,8.67623010900441,5.76072630690764,10.4744384762153,,8.67623033320348,5.474421929679,8.67623011095079,5.76072639778717,10.4744383528344,,8.67623033320348,5.474421929679,8.67623011095079,5.76072639778717,10.4744383528344,,6.30219408417708,1.25833333213476,4.78897024595259,7.00444245922916,12.1249280866889,,6.30219408417708,1.25833333213476,6.30219408417708,7.00444245922916,12.1249280866889,,,,,,,,,,,7.84759436787954,10.660900155535,7.84759433965357,7.24113998002511,8.48490571435468,9.38029632889596,9.1071264513618,,,8.58889188277301,5.31410076099007,8.58889197132219,6.49262425808254,7.822410079518,8.36473645385692,8.36473645385692,,,8.63523771822864,1.72243830883068,8.63523771822864,7.9047838978209,7.68914250165206,7.68914250165206,16.6270224297117,,,7.0239633053084,1.40199493747346,7.0239633053084,8.15889368416669,11.1240220280385,13.517089807047,13.517089807047,,,6.04469811730302,1.20706242776288,6.04469811730302,8.3711565996747,5.38310060564429,11.6284109825302,11.6284109825302,,,5.85434675637161,0.836215623207819,5.85434675637161,8.04247968437026,8.04247968437026,8.04247968437026,8.04247968437026,
W kernel support bw7 [uv-pixels],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,11.9387436704886,,,11.9620970710154,7.83402812369743,,,,,,,8.58889188277301,8.48021301529631,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,11.9387436704886,,,7.17263492991251,1.80725514263466,7.17263492991251,6.86543370883198,13.8039236566596,,,,,,,,,,,,,8.67623033320348,8.73641992856628,8.67623010900441,5.76072630690764,10.4744384762153,,8.67623033320348,8.73641992856628,8.67623011095079,5.76072639778717,10.4744383528344,,8.67623033320348,8.73641992856628,8.67623011095079,5.76072639778717,10.4744383528344,,7.96151122646305,2.00540975807343,6.04876709578894,7.00444245922916,15.3263185562436,,7.96151122646305,2.00540975807343,7.96151122646305,7.00444245922916,15.3263185562436,,,,,,,,,,,7.84759436787954,17.0335162890962,7.84759433965357,7.24113998002511,8.48490571435468,9.38029632889596,11.5084126528024,,,8.58889188277301,8.48021301529631,8.58889197132219,6.49262425808254,7.822410079518,10.5694757726868,10.5694757726868,,,9.38333563187525,2.74557999330731,9.38333573832374,7.9047838978209,9.71512170428332,9.71512170428332,21.0251607326512,,,8.87403674147495,2.23450093460817,8.87403674147495,8.15889368416669,11.1240220280385,17.0881642700781,17.0881642700781,,,7.63599143339287,1.92365588858746,7.63599143339287,8.3711565996747,6.79969094421241,14.6980394801676,14.6980394801676,,,7.39536441598617,1.33241772949293,7.39536441598617,8.78598803976795,10.1619384471788,10.1619384471788,10.1619384471788,
W kernel support bw8 [uv-pixels],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,15.7252475078438,,,11.9620970710154,10.3137422942753,,,,,,,8.58889188277301,11.1653635317769,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,15.7252475078438,,,8.22928132626108,2.37707412649437,8.22928132626108,6.86543370883198,15.8432211874908,,,,,,,,,,,,,8.67623033320348,11.5030550262204,8.67623010900441,5.76072630690764,10.4744384762153,,8.67623033320348,11.5030550262204,8.67623011095079,5.76072639778717,10.4744383528344,,8.67623033320348,11.5030550262204,8.67623011095079,5.76072639778717,10.4744383528344,,9.13481289672514,2.63781464035536,6.93934828060826,7.00444245922916,17.5918127517386,,9.13481289672514,2.63781464035536,9.13481289672514,7.00444245922916,17.5918127517386,,,,,,,,,,,7.84759436787954,22.4474328243042,7.84759433965357,7.24113998002511,8.48490571435468,9.38029632889596,13.2070492679656,,,8.58889188277301,11.1653635317769,8.58889197132219,6.49262425808254,7.822410079518,12.1289184689842,12.1289184689842,,,9.38333563187525,3.61191318458102,9.38333573832374,7.9047838978209,11.1479873059214,11.1479873059214,24.1391395362426,,,10.1823658972577,2.93928457364483,10.1823658972577,8.15889368416669,11.1240220280385,19.6156868017616,19.6156868017616,,,8.76114811358795,2.53023716936894,8.76114811358795,8.3711565996747,7.80121342040617,16.8701591018982,16.8701591018982,,,8.48493971092084,1.75233745346525,8.48493971092084,8.78598803976795,11.6609929336333,11.6609929336333,11.6609929336333,
W kernel support bw9 [uv-pixels],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,21.3046000312152,,,11.9620970710154,13.9642455662562,,,,,,,8.58889188277301,15.1189051282617,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,21.3046000312152,,,9.57379361180248,3.21442071849954,9.57379361180248,6.86543370883198,18.4397911860997,,,,,,,,,,,,,8.67623033320348,15.5768147797281,8.67623010900441,5.76072630690764,10.4744384762153,,8.67623033320348,15.5768147797281,8.67623011095079,5.76072639778717,10.4744383528344,,8.67623033320348,15.5768147797281,8.67623011095079,5.76072639778717,10.4744383528344,,10.6278917017427,3.56720494330749,8.072405280301,7.00444245922916,20.4767700785409,,10.6278917017427,3.56720494330749,10.6278917017427,7.00444245922916,20.4767700785409,,,,,,,,,,,7.84759436787954,30.4324893686137,7.84759433965357,7.24113998002511,8.48490571435468,9.38029632889596,15.3694146750983,,,8.58889188277301,15.1189051282617,8.58889197132219,6.49262425808254,7.822410079518,14.1139109969539,14.1139109969539,,,9.38333563187525,4.88543858855588,9.38333573832374,7.9047838978209,12.9717071263075,12.9717071263075,28.106373669422,,,11.8474349008956,3.97513547991416,11.8474349008956,8.15889368416669,11.1240220280385,22.8347885991702,22.8347885991702,,,10.1929092377102,3.42164780630231,10.1929092377102,8.3711565996747,9.07552997033113,19.6360620615964,19.6360620615964,,,9.87138651153731,2.36928151911857,9.87138651153731,8.78598803976795,13.5690416989011,13.5690416989011,13.5690416989011,
W kernel support bw10 [uv-pixels],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,27.4437815022558,,,11.9620970710154,17.9769453080916,,,,,,,8.58889188277301,19.4654591824109,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,27.4437815022558,,,10.8598696286177,4.13297648489817,10.8598696286177,6.86543370883198,20.9251974591588,,,,,,,,,,,,,8.67623033320348,17.7676530567123,8.67623010900441,5.76072630690764,10.4744384762153,,8.67623033320348,17.7676530567123,8.67623011095079,5.76072639778717,10.4744383528344,,8.67623033320348,17.7676530567123,8.67623011095079,5.76072639778717,10.4744383528344,,12.0562069324743,4.58682313335851,9.1560687916597,7.00444245922916,23.2385934144739,,12.0562069324743,4.58682313335851,12.0562069324743,7.00444245922916,23.2385934144739,,,,,,,,,,,7.84759436787954,39.228297051603,7.84759433965357,7.24113998002511,8.48490571435468,9.38029632889596,17.4387559483051,,,8.58889188277301,19.4654591824109,8.58889197132219,6.49262425808254,7.822410079518,16.0133320148686,16.0133320148686,,,9.38333563187525,6.28303757726982,9.38333573832374,7.9047838978209,14.7166541329753,14.7166541329753,31.9060554506191,,,13.4404409793769,5.11166389231023,13.4404409793769,8.15889368416669,11.1240220280385,25.9169600628187,25.9169600628187,,,11.562515717332,4.39956315938017,11.562515717332,8.3711565996747,10.2944071975992,22.2837654339767,22.2837654339767,,,11.1976089677811,3.04590239923036,11.1976089677811,8.78598803976795,15.3947599085078,15.3947599085078,15.3947599085078,
W kernel support bw11 [uv-pixels],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,34.1039255753511,,,11.9620970710154,22.3257818991111,,,,,,,8.58889188277301,24.1769186473849,,,,,,,,,,,,,,,,,,,,,,,,11.0229434246031,34.1039255753511,,,12.0986880645397,5.12647079852867,12.0986880645397,6.86543370883198,23.320764796668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4321523026102,5.68972386574033,10.1997823063407,7.00444245922916,25.9009171350821,,13.4321523026102,5.68972386574033,13.4321523026102,7.00444245922916,25.9009171350821,,,,,,,,,,,7.84759436787954,48.780679467933,7.84759433965357,7.24113998002511,8.48490571435468,9.38029632889596,19.4329020467478,,,8.58889188277301,24.1769186473849,8.58889197132219,6.49262425808254,7.822410079518,17.8435757970108,17.8435759255322,,,9.38333563187525,7.79526201346533,9.38333573832374,7.9047838978209,16.3979147889927,16.3979146626517,35.5704067688193,,,14.975180440858,6.34114694614372,14.975180440858,8.15889368416669,11.1240220280385,28.8885000091485,28.8884999063052,,,12.8818601842054,5.45731600472867,12.8818601842054,8.3711565996747,11.4684484554203,24.8359512618899,24.83595121012,,,12.4751290182155,3.77755509386907,12.4751290182155,8.78598803976795,17.1539184082039,17.1539183620826,17.153918307254,
AW kernel support bw0 [uv-pixels],(undefined),13.1382059384627,9.00189199349601,13.1382059384642,9.85059090294482,10.7083519625955,10.5390902859738,(undefined),(undefined),13.1382059384627,9.00189199349601,11.2874836518606,9.85059090294482,10.7083519625955,10.5390902859738,(undefined),(undefined),13.1382059384627,9.00189199349601,11.2874836518606,9.85059090294482,10.7083519625955,10.5390902859738,(undefined),(undefined),12.3293900508635,9.00044814660454,(undefined),(undefined),9.73713671655526,9.00230213443059,(undefined),(undefined),9.32537613047823,9.00099584825985,(undefined),(undefined),12.3293900508635,9.00044814660454,(undefined),(undefined),9.37996754276486,9.00116600446273,(undefined),(undefined),10.6263115760156,9.00193293198656,10.6263115760156,12.0463290893101,13.2979947143479,14.1098343048337,(undefined),9.92797720289643,9.00106585126183,10.252867431725,10.7088834177191,12.0791878147175,11.4886958714963,(undefined),9.80069251516852,9.00091389127798,11.4312424773502,10.0648339408037,10.616078839563,11.1184805810335,(undefined),9.73713671655526,9.00230213443059,(undefined),(undefined),9.0485433811166,9.00005347334645,9.0485433811166,9.17749893493197,9.17749893493197,(undefined),10.3167047234696,9.00123715118015,10.7765816438559,10.4586176107494,12.505776648164,(undefined),9.89787639758543,9.00466256037315,10.1890495321801,11.3883014610111,(undefined),9.6323992798196,9.00123715118015,9.6323992798196,9.26165052471165,9.26165052471165,(undefined),9.6323992798196,9.00123715118015,9.6323992798196,9.26165052471165,9.26165052471165,(undefined),9.6323992798196,9.00123715118015,9.6323992798196,9.26165052471165,9.26165052471165,(undefined),9.05972616864971,9.00006581671699,9.03458878250393,9.2180690926326,9.2180690926326,(undefined),9.05972616864971,9.00006581671699,9.05972616864971,9.2180690926326,9.2180690926326,(undefined),12.3807478822348,9.00165576480047,12.3807478822131,9.6669555535586,9.75498381035735,10.3614812007439,13.0788251060875,(undefined),(undefined),9.70343804791082,9.00466256037315,9.70343804791082,9.95319088528456,9.95319088528456,9.41287393668765,9.12396590238171,(undefined),(undefined),9.37996754276486,9.00116600446273,9.37996754276486,9.24677708156047,9.24677708156047,9.10475680870477,9.10475680870477,(undefined),(undefined),9.11157340673052,9.0001232006705,9.11157340673052,9.40460331196612,9.08865035299045,9.08865035299045,9.40460331196612,(undefined),(undefined),9.07408042401155,9.00008167763518,9.07408042401155,9.26996825027193,9.26996825027193,9.26996825027193,9.26996825027193,(undefined),(undefined),9.05497351192242,9.00006056943569,9.05497351192242,9.20084166428452,9.04365449497042,9.20084166428452,9.20084166428452,(undefined),(undefined),9.05158508483454,9.00002909450212,9.05158508483454,9.09691013142224,9.09691013142224,9.09691013142224,9.09691013142224,(undefined)
AW kernel support bw1 [uv-pixels],,13.1382059384627,9.01514406802379,13.1382059384642,9.85059090294482,10.7083519625955,10.5390902859738,,,13.1382059384627,9.01514406802379,11.2874836518606,9.85059090294482,10.7083519625955,10.5390902859738,,,13.1382059384627,9.01514406802379,11.2874836518606,9.85059090294482,10.7083519625955,10.5390902859738,,,12.3293900508635,9.00358737283382,,,10.316351688065,9.0077726209618,,,9.59017547881575,9.00336227368655,,,12.3293900508635,9.00358737283382,,,9.68769895174971,9.00393679121064,,,11.3604880167029,9.0065261623406,11.3604878453618,12.0463290893101,13.2979947143479,17.2875076000445,,10.3386429661352,9.00359863324506,10.5485518162399,10.7088834177191,12.5558042184733,13.2278541335028,,9.96574911247666,9.0030855517449,11.4312424773502,10.0648339408037,10.616078839563,12.6307772047059,,10.316351688065,9.0077726209618,,,9.08905506319956,9.00018050630143,9.08905506319956,9.32390041537221,9.32390041537221,,10.3167047234696,9.0041770103165,10.7765816438559,10.4586176107494,13.0607742394497,,9.89787639758543,9.015739979016,10.1890495321801,11.3883014610111,,10.1336076685346,9.0041770103165,10.1336076685346,9.47581221141487,9.47581221141487,,10.1336076685346,9.0041770103165,10.1336076685346,9.47581221141487,9.47581221141487,,10.1336076685346,9.0041770103165,10.1336076685346,9.47581221141487,9.47581221141487,,9.10952096114513,9.00022217569633,9.06348969603032,9.39726723132962,9.39726723132962,,9.10952096114513,9.00022217569633,9.10952096114513,9.39726723132962,9.39726723132962,,12.3807478822348,9.01325370987654,12.3807478822131,9.6669555535586,9.75498381035735,10.3614812007439,13.0788251060875,,,10.2576923375611,9.015739979016,10.2576923375611,10.6894962506646,10.6894962506646,9.74628941065891,9.22671649664886,,,9.68769895174971,9.00393679121064,9.68769895174971,9.44903721862127,9.44903721862127,9.19173862405045,9.19173862405045,,,9.20415741685922,9.00041590208161,9.20415741685922,9.73157697432397,9.16236691451302,9.16236691451302,9.73157697432397,,,9.13576296088265,9.00027572066436,9.13576296088265,9.49077188999185,9.49077188999185,9.49077188999185,9.49077188999185,,,9.10082534244676,9.00020446157273,9.10082534244676,9.36614286326839,9.08010179475486,9.36614286326839,9.36614286326839,,,9.09462365340958,9.00009820912932,9.09462365340958,9.17743439503963,9.17743439503963,9.17743439503963,9.17743439503963,
AW kernel support bw2 [uv-pixels],,13.1382059384627,9.12075273235339,13.1382059384642,9.85059090294482,10.7083519625955,10.5390902859738,,,13.1382059384627,9.12075273235339,11.2874836518606,9.85059090294482,10.7083519625955,10.5390902859738,,,13.1382059384627,9.12075273235339,11.2874836518606,9.85059090294482,10.7083519625955,10.5390902859738,,,12.3293900508635,9.02870413970159,,,10.9643328866649,9.01842560008158,,,9.89516327907355,9.00797188781411,,,12.3293900508635,9.02870413970159,,,10.040620453828,9.00933390828746,,,11.3604880167029,9.01547164614481,11.3604878453618,12.0463290893101,13.2979947143479,17.8219307479726,,10.3386429661352,9.00853223858285,10.5485518162399,10.7088834177191,12.5558042184733,15.0358485030538,,9.96574911247666,9.00731583352076,11.4312424773502,10.0648339408037,10.616078839563,12.9251250677551,,10.9643328866649,9.01842560008158,,,9.13684492437414,9.00042794394187,9.13684492437414,9.49461359494587,9.49461359494587,,10.3167047234696,9.00990337978499,10.7765816438559,10.4586176107494,13.0607742394497,,9.89787639758543,9.03729698364246,10.1890495321801,11.3883014610111,,10.698121682486,9.00990337978499,10.698121682486,9.7237582355754,9.7237582355754,,10.698121682486,9.00990337978499,10.698121682486,9.7237582355754,9.7237582355754,,10.698121682486,9.00990337978499,10.698121682486,9.7237582355754,9.7237582355754,,9.16820161116731,9.00052673930054,9.09762621501291,9.6054947767844,9.6054947767844,,9.16820161116731,9.00052673930054,9.16820161116731,9.6054947767844,9.6054947767844,,12.3807478822348,9.10574464318499,12.3807478822131,9.6669555535586,9.75498381035735,10.3614812007439,13.0788251060875,,,10.8790715286204,9.03729698364246,10.8790715286204,11.5027782881151,11.5027782881151,10.1277069579941,9.34709844256667,,,10.040620453828,9.00933390828746,10.040620453828,9.68349432231829,9.68349432231829,9.29382243310048,9.29382243310048,,,9.31274920592391,9.00098606337174,9.31274920592391,10.1058598492343,9.24900887886378,9.24900887886378,10.1058598492343,,,9.20835729644938,9.00065369242272,9.20835729644938,9.74623193414503,9.74623193414503,9.74623193414503,9.74623193414503,,,9.15488292929559,9.00048474014787,9.15488292929559,9.55850536560019,9.12311628805844,9.55850536560019,9.55850536560019,,,9.14538024869504,9.00023282715601,9.14538024869504,9.27200669081763,9.27200669081763,9.27200669081763,9.27200669081763,
