,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Visibilities ingest [1/s],9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711
Visibilities averaged0 [1/s],4702156614.425933,2883499700.5580893,2883499700.5580893,1068006804.4129881,1068006804.4129881,1068006804.4129881,4702156614.425933,4702156614.425933,1868196585.0597634,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,3484141185.264127,3484141185.264127,3484141185.264127,5557019537.1692095,5557019537.1692095,4060710857.911186,5557019537.1692095,5557019537.1692095,5557019537.1692095,2452032741.2276344,2452032741.2276344,2452032741.2276344,5557019537.1692095,5557019537.1692095,2857804980.2764874,5557019537.1692095,3022550569.625097,3022550569.625097,1119468509.2054617,1119468509.2054617,1119468509.2054617,5557019537.1692095,5557019537.1692095,1304722648.151869,5557019537.1692095,5557019537.1692095,5557019537.1692095,4215313275.5811987,4215313275.5811987,4215313275.5811987,5557019537.1692095,5557019537.1692095,4912880341.996635
Visibilities averaged1 [1/s],1269698049.1437929,778615908.5541847,778615908.5541847,288388130.64524466,288388130.64524466,288388130.64524466,1269698049.1437929,1269698049.1437929,504459071.4376005,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,286822205.8234302,286822205.8234302,286822205.8234302,457466134.8960061,457466134.8960061,334286696.0739841,457466134.8960061,457466134.8960061,457466134.8960061,201856756.7137399,201856756.7137399,201856756.7137399,457466134.8960061,457466134.8960061,235260824.59656346,457466134.8960061,248823045.76501104,248823045.76501104,92157122.82791327,92157122.82791327,92157122.82791327,457466134.8960061,457466134.8960061,107407653.14375083,457466134.8960061,457466134.8960061,457466134.8960061,347013908.9232495,347013908.9232495,347013908.9232495,457466134.8960061,457466134.8960061,404439172.1546209
Visibilities averaged2 [1/s],1300321564.4734845,797395142.1110368,797395142.1110368,295343688.57940954,295343688.57940954,295343688.57940954,1300321564.4734845,1300321564.4734845,516625987.90863764,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,160878780.8812667,160878780.8812667,160878780.8812667,256593083.03988552,256593083.03988552,187501647.49209207,256593083.03988552,256593083.03988552,256593083.03988552,113221599.56033683,113221599.56033683,113221599.56033683,256593083.03988552,256593083.03988552,131957965.184594,256593083.03988552,139565024.7613031,139565024.7613031,51690996.26549456,51690996.26549456,51690996.26549456,256593083.03988552,256593083.03988552,60245029.65339455,256593083.03988552,256593083.03988552,256593083.03988552,194640350.30391932,194640350.30391932,194640350.30391932,256593083.03988552,256593083.03988552,226850221.62098238
Visibilities averaged3 [1/s],1629002742.1781635,998952035.0870973,998952035.0870973,369997461.95525193,369997461.95525193,369997461.95525193,1629002742.1781635,1629002742.1781635,647213100.1875995,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,288290077.71220237,288290077.71220237,288290077.71220237,459807312.3426801,459807312.3426801,335997477.2966193,459807312.3426801,459807312.3426801,459807312.3426801,202889800.36490417,202889800.36490417,202889800.36490417,459807312.3426801,459807312.3426801,236464820.46558362,459807312.3426801,250096449.10248476,250096449.10248476,92628755.94139855,92628755.94139855,92628755.94139855,459807312.3426801,459807312.3426801,107957333.99651493,459807312.3426801,459807312.3426801,459807312.3426801,348789824.2867725,348789824.2867725,348789824.2867725,459807312.3426801,459807312.3426801,406508973.16538894
Visibilities averaged4 [1/s],624551447.5564057,382993179.4459978,382993179.4459978,141855163.57533255,141855163.57533255,141855163.57533255,624551447.5564057,624551447.5564057,248138243.1923648,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,404545547.28186506,404545547.28186506,404545547.28186506,645228591.6047664,645228591.6047664,471491368.7524861,645228591.6047664,645228591.6047664,645228591.6047664,284706868.78258246,284706868.78258246,284706868.78258246,645228591.6047664,645228591.6047664,331821306.3983939,645228591.6047664,350950007.29237163,350950007.29237163,129982103.66351883,129982103.66351883,129982103.66351883,645228591.6047664,645228591.6047664,151492063.51912773,645228591.6047664,645228591.6047664,645228591.6047664,489442340.409989,489442340.409989,489442340.409989,645228591.6047664,645228591.6047664,570437235.7495832
Visibilities averaged5 [1/s],,,,,,,,,,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,339470775.8585375,212841452.76998743,212841452.76998743,212841452.76998743,339470775.8585375,339470775.8585375,248063310.96228486,339470775.8585375,339470775.8585375,339470775.8585375,149791349.75636768,149791349.75636768,149791349.75636768,339470775.8585375,339470775.8585375,174579424.71101147,339470775.8585375,184643509.00320628,184643509.00320628,68386810.74041484,68386810.74041484,68386810.74041484,339470775.8585375,339470775.8585375,79703734.47237243,339470775.8585375,339470775.8585375,339470775.8585375,257507762.67331487,257507762.67331487,257507762.67331487,339470775.8585375,339470775.8585375,300121187.30957985
Visibilities averaged6 [1/s],,,,,,,,,,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,518336756.643202,324986880.0311577,324986880.0311577,324986880.0311577,518336756.643202,518336756.643202,378767013.8060606,518336756.643202,518336756.643202,518336756.643202,228715895.23299006,228715895.23299006,228715895.23299006,518336756.643202,518336756.643202,266564721.37398556,518336756.643202,281931536.96336013,281931536.96336013,104419585.41706866,104419585.41706866,104419585.41706866,518336756.643202,518336756.643202,121699357.22530766,518336756.643202,518336756.643202,518336756.643202,393187714.54469687,393187714.54469687,393187714.54469687,518336756.643202,518336756.643202,458254005.62545127
Visibilities averaged7 [1/s],,,,,,,,,,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,495393215.1353212,310601733.93463236,310601733.93463236,310601733.93463236,495393215.1353212,495393215.1353212,362001355.9751278,495393215.1353212,495393215.1353212,495393215.1353212,218592066.335009,218592066.335009,218592066.335009,495393215.1353212,495393215.1353212,254765560.55624205,495393215.1353212,269452182.8797521,269452182.8797521,99797580.39514554,99797580.39514554,99797580.39514554,495393215.1353212,495393215.1353212,116312484.27409364,495393215.1353212,495393215.1353212,495393215.1353212,375783742.0626629,375783742.0626629,375783742.0626629,495393215.1353212,495393215.1353212,437969953.4827677
Visibilities averaged8 [1/s],,,,,,,,,,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,98347429.580177,98347429.580177,98347429.580177,156858909.7132084,156858909.7132084,114622357.1056595,156858909.7132084,156858909.7132084,156858909.7132084,69213933.79984166,69213933.79984166,69213933.79984166,156858909.7132084,156858909.7132084,80667733.9139787,156858909.7132084,85318034.91659977,85318034.91659977,31599422.790888887,31599422.790888887,31599422.790888887,156858909.7132084,156858909.7132084,36828622.01551415,156858909.7132084,156858909.7132084,156858909.7132084,118986345.12343383,118986345.12343383,118986345.12343383,156858909.7132084,156858909.7132084,138676686.0981042
Visibilities averaged9 [1/s],,,,,,,,,,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,86017304.35458387,86017304.35458387,86017304.35458387,137193016.99216768,137193016.99216768,100251793.25057422,137193016.99216768,137193016.99216768,137193016.99216768,60536366.173000745,60536366.173000745,60536366.173000745,137193016.99216768,137193016.99216768,70554167.49876998,137193016.99216768,74621445.7020786,74621445.7020786,27637704.20066907,27637704.20066907,27637704.20066907,137193016.99216768,137193016.99216768,32211302.343045,137193016.99216768,137193016.99216768,137193016.99216768,104068654.42454752,104068654.42454752,104068654.42454752,137193016.99216768,137193016.99216768,121290355.6900897
Visibilities averaged10 [1/s],,,,,,,,,,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,6165062.782784965,6165062.782784965,6165062.782784965,9832946.631642792,9832946.631642792,7185282.125661401,9832946.631642792,9832946.631642792,9832946.631642792,4338783.933053131,4338783.933053131,4338783.933053131,9832946.631642792,9832946.631642792,5056783.347034331,9832946.631642792,5348294.75472836,5348294.75472836,1980859.3497278618,1980859.3497278618,1980859.3497278618,9832946.631642792,9832946.631642792,2308659.8998909257,9832946.631642792,9832946.631642792,9832946.631642792,7458845.555104838,7458845.555104838,7458845.555104838,9832946.631642792,9832946.631642792,8693165.443702659
Visibilities averaged11 [1/s],,,,,,,,,,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,2642169.756765482,2642169.756765482,2642169.756765482,4214119.9733702345,4214119.9733702345,3079406.616792653,4214119.9733702345,4214119.9733702345,4214119.9733702345,1859478.823324227,1859478.823324227,1859478.823324227,4214119.9733702345,4214119.9733702345,2167192.8570391433,4214119.9733702345,2292126.317134964,2292126.317134964,848939.7189711713,848939.7189711713,848939.7189711713,4214119.9733702345,4214119.9733702345,989425.6686536958,4214119.9733702345,4214119.9733702345,4214119.9733702345,3196648.0862308578,3196648.0862308578,3196648.0862308578,4214119.9733702345,4214119.9733702345,3725642.322742764
Visibilities pred0 [1/s],423194095.29833394,3898909.7686805115,3898909.7686805115,3610566.5099345464,6013426.209746044,6013426.209746044,423194095.29833394,423194095.29833394,10514494.658907427,135537061.88217583,1380426.1272001718,1380426.1272001718,1193049.3754058974,1193049.3754058974,1852223.7260773766,241609545.09431344,241609545.09431344,6894754.097365012,129233012.49230719,878364.8719142412,878364.8719142412,650736.0136811625,2701475.46150297,2701475.46150297,241609545.09431344,241609545.09431344,3658984.7084382386,129233012.49230719,802756.203018727,802756.203018727,1901214.2263311916,1901214.2263311916,1901214.2263311916,241609545.09431344,241609545.09431344,2575079.8170330343,129233012.49230719,361027.006431184,361027.006431184,867995.5239481956,867995.5239481956,867995.5239481956,241609545.09431344,241609545.09431344,1175647.178000239,132309988.98021924,1401250.4768138845,1401250.4768138845,3346204.572217696,3346204.572217696,3346204.572217696,241609545.09431344,241609545.09431344,4549800.775197804
Visibilities pred1 [1/s],114272824.42294136,2103908.109916443,2103908.109916443,1948188.6617438563,3245850.622990185,3245850.622990185,158712256.1429741,158712256.1429741,7884234.48819067,16943190.18133356,202896.14626911085,202896.14626911085,152479.15240602748,152479.15240602748,343036.423468454,30497742.326400407,30497742.326400407,1277000.7793841716,16338076.24628593,146156.6914307622,146156.6914307622,80339.89992703368,512255.9181162916,512255.9181162916,30497742.326400407,30497742.326400407,696516.2597907599,16338076.24628593,148673.2862575111,148673.2862575111,360509.889031822,360509.889031822,360509.889031822,30497742.326400407,30497742.326400407,490186.6790763638,15774694.30675883,67876.49304247287,67876.49304247287,158914.4412948062,158914.4412948062,158914.4412948062,30497742.326400407,30497742.326400407,223793.55493236342,16338076.24628593,261528.72127537525,261528.72127537525,619754.8102962134,619754.8102962134,619754.8102962134,30497742.326400407,30497742.326400407,842683.2444894243
Visibilities pred2 [1/s],185760223.49621204,4307566.714396378,4307566.714396378,3988616.3606995237,10550057.01596148,10550057.01596148,325080391.1183711,325080391.1183711,32292743.654898055,12829654.151994275,202303.34988610938,202303.34988610938,151300.8560786589,151300.8560786589,347070.34083328437,23326643.91271687,23326643.91271687,1273330.2243926344,12218718.239994548,144820.14907678563,144820.14907678563,79468.18467283611,510780.22530093713,510780.22530093713,23326643.91271687,23326643.91271687,694513.4728711677,12218718.239994548,148242.0012256814,148242.0012256814,359471.41212638334,359471.41212638334,359471.41212638334,23326643.91271687,23326643.91271687,488777.2611569837,12218718.239994548,67679.55698447204,67679.55698447204,164115.7898017099,164115.7898017099,164115.7898017099,23326643.91271687,23326643.91271687,223150.02669417375,12218718.239994548,262807.5340101105,262807.5340101105,617969.8828480857,617969.8828480857,617969.8828480857,23326643.91271687,23326643.91271687,840260.6834318141
Visibilities pred3 [1/s],543000914.0593878,19982587.474713482,19982587.474713482,18502694.340566125,61670274.12311564,61670274.12311564,814501371.0890818,814501371.0890818,161809320.91224796,35369793.25712924,815609.5907955309,815609.5907955309,621939.9163912927,621939.9163912927,1379000.38856067,65686758.90609715,65686758.90609715,5133823.233071993,32843379.453048576,598835.4400217881,598835.4400217881,320380.29900063045,2059354.6444422188,2059354.6444422188,65686758.90609715,65686758.90609715,2800142.0823265593,32843379.453048576,597667.4076396402,597667.4076396402,1449310.740372245,1449310.740372245,1449310.740372245,65686758.90609715,65686758.90609715,1970654.3650647236,32843379.453048576,272863.5938030973,272863.5938030973,661679.0430236668,661679.0430236668,661679.0430236668,65686758.90609715,65686758.90609715,899697.0342032573,32843379.453048576,1076380.6748161563,1076380.6748161563,2491521.7980919504,2491521.7980919504,2491521.7980919504,65686758.90609715,65686758.90609715,3387768.3391659586
Visibilities pred4 [1/s],624551447.5564057,30641803.20582058,30641803.20582058,28372268.931704044,141855163.57533258,141855163.57533258,624551447.5564057,624551447.5564057,248138243.19236484,80653573.9505958,3178997.545889553,3178997.545889553,2472590.3662639125,2472590.3662639125,5705769.775459047,161307147.9011916,161307147.9011916,20582576.085731383,80653573.9505958,2275742.268373248,2275742.268373248,1284407.208043327,8428350.123614008,8428350.123614008,161307147.9011916,161307147.9011916,11226348.27226682,80653573.9505958,2365403.6665397524,2365403.6665397524,5931615.662706856,5931615.662706856,5931615.662706856,161307147.9011916,161307147.9011916,7900761.653677601,80653573.9505958,1079918.8303227935,1079918.8303227935,2708062.9787081396,2708062.9787081396,2708062.9787081396,161307147.9011916,161307147.9011916,3607071.020177002,80653573.9505958,4066384.862238983,4066384.862238983,10197092.675637534,10197092.675637534,10197092.675637534,161307147.9011916,161307147.9011916,13582270.090794325
Visibilities pred5 [1/s],,,,,,,,,,67894155.1717075,3512259.1263951417,3512259.1263951417,2601701.02609267,2601701.02609267,6070477.658968651,113156925.28617917,113156925.28617917,21224620.43976623,56578462.643089585,2438129.6662441157,2438129.6662441157,1324443.86513456,8277372.767488987,8277372.767488987,113156925.28617917,113156925.28617917,11576534.036921306,56578462.643089585,2516600.6928592836,2516600.6928592836,5825362.795526033,5825362.795526033,5825362.795526033,113156925.28617917,113156925.28617917,8147212.186223566,56578462.643089585,1148947.2390670448,1148947.2390670448,2659553.226843692,2659553.226843692,2659553.226843692,113156925.28617917,113156925.28617917,3719586.9798877523,56578462.643089585,4326310.114526732,4326310.114526732,10014434.241460204,10014434.241460204,10014434.241460204,113156925.28617917,113156925.28617917,14005947.57330289
