,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Facet size [GB],1.144076275059158,3.1779896529421054,4.520025357638282,10.170057054686135,103.61797373288638,103.61797373288638,23.13382366322677,3.1733640141600508,3.1733640141600508,3.1733640141600508,10.281699405878564,3.1733640141600508,3.1733640141600508,3.1733640141600508,10.281699405878564,3.1733640141600508,3.1733640141600508,3.1733640141600508,2.8170902260335073,6.708891141864584,6.708891141864584,6.708891141864584,0.5284516660377205,2.83163829967057,2.83163829967057,2.1017793391164283,0.4870210554203631,0.939469628511503,0.939469628511503,0.6616633836510254,61.63860232663973,33.820906626414114,93.94696285115033,10.873491070734987,10.873491070734987,10.873491070734987,0.3214240254320556,2.0089001589503472,10.56040553845175,17.745537427439498,9.98186480293472,23.760912461516444,17.745537427439498,9.98186480293472,12.972431497893957,44.487076467400406,7.117932234784066,29.895265678705325,102.52148723835847,102.52148723835847,43.049182577335685,102.52148723835847,102.52148723835847
Image size [GB],3.1779896529421046,3.1779896529421046,113.00063394095704,113.00063394095704,103.61797373288637,103.61797373288637,23.133823663226774,3.173364014160051,3.173364014160051,3.173364014160051,10.281699405878562,3.173364014160051,3.173364014160051,3.173364014160051,10.281699405878562,3.173364014160051,3.173364014160051,3.173364014160051,48.907816424192816,6.708891141864585,6.708891141864585,6.708891141864585,9.174508090932648,2.83163829967057,2.83163829967057,2.101779339116429,3.043881596377269,0.939469628511503,0.939469628511503,0.6616633836510253,684.8733591848858,93.9469628511503,93.9469628511503,10.873491070734987,10.873491070734987,10.873491070734987,2.0089001589503472,2.0089001589503472,359.34713290564986,110.90960892149687,110.90960892149687,808.5310490377123,110.90960892149687,110.90960892149687,144.13812775437734,44.48707646740041,44.48707646740041,332.1696186522814,102.52148723835849,102.52148723835849,747.3816419676333,102.52148723835849,102.52148723835849
Image cube size [GB],3177.9896529421044,833090.919580855,113000.63394095705,29622438.183818243,103617.97373288637,27162830.106233764,7402.823572232568,507.7382422656082,12693.456056640205,38080.36816992061,3290.14380988114,507.7382422656082,12693.456056640205,38080.36816992061,3290.14380988114,507.7382422656082,12693.456056640205,38080.36816992061,7825.250627870851,536.7112913491668,6708.891141864585,42936.903307933346,18349.016181865296,226.5310639736456,226.5310639736456,275484.42153666855,6087.763192754538,75.15757028092024,563.6817771069017,86725.54302190719,109579.73746958171,7515.757028092024,187893.9257023006,1739.758571317598,869.879285658799,21746.982141469973,4017.800317900694,2812.4602225304857,718694.2658112997,8872.76871371975,310546.90498019126,129364.96784603396,8872.76871371975,310546.90498019126,23062.100440700375,3558.966117392033,124563.81410872116,53147.13898436502,8201.718979068679,410085.94895343395,119581.06271482132,8201.718979068679,410085.94895343395
Calibration output [GB],0.0,0.0,0.0,0.0,0.0,0.0,14.25408,0.0,0.0,0.0,14.25408,0.0,0.0,0.0,14.25408,0.0,0.0,0.0,0.33739008,0.0,0.0,0.0,0.33739008,0.0,0.0,0.0,0.247419392,0.0,0.0,0.0,0.33739008,0.0,0.0,0.018586209279999998,0.0,0.0,0.453232384,0.0,0.63695616,0.0,0.0,0.63695616,0.0,0.0,0.63695616,0.0,0.0,0.63695616,0.0,0.0,0.63695616,0.0,0.0
Calibration process interval [s],600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
Calibration process in [MB],0.0,0.0,0.0,0.0,0.0,0.0,31395.84,0.0,0.0,0.0,31395.84,0.0,0.0,0.0,31395.84,0.0,0.0,0.0,1866.2923051014761,0.0,0.0,0.0,1754.7085263136726,0.0,0.0,0.0,1601.214693388945,0.0,0.0,0.0,2149.9161599999993,0.0,0.0,1512.4404221263628,0.0,0.0,1135.5171239079975,0.0,1686.5721599999995,0.0,0.0,1686.5721599999995,0.0,0.0,1664.7483479017376,0.0,0.0,1686.5721599999995,0.0,0.0,1686.5721599999995,0.0,0.0
Calibration process out [MB],0.0,0.0,0.0,0.0,0.0,0.0,81.92,0.0,0.0,0.0,81.92,0.0,0.0,0.0,81.92,0.0,0.0,0.0,14.62528,0.0,0.0,0.0,14.62528,0.0,0.0,0.0,14.62528,0.0,0.0,0.0,14.62528,0.0,0.0,11.47328,0.0,0.0,9.89728,0.0,11.47328,0.0,0.0,11.47328,0.0,0.0,11.47328,0.0,0.0,11.47328,0.0,0.0,11.47328,0.0,0.0
Cleaning memory [PetaBytes],0.002082218820607667,13.537727443188897,0.04230743734749433,693.1650535013471,0.013470336585275229,441.3959892262987,0.0075184926905487014,0.0010313433046020167,0.10313433046020168,0.309402991380605,0.003341552306910533,0.0010313433046020167,0.10313433046020168,0.309402991380605,0.003341552306910533,0.0010313433046020167,0.10313433046020168,0.309402991380605,0.004577771617304449,0.00043607792422119794,0.21803896211059898,1.3954493575078335,0.0008587339573112956,0.00018405648947858704,0.007362259579143482,8.953243699941726,0.0002849073174209125,6.106552585324769e-05,0.018319657755974307,2.8185801482119834,0.06410414641970531,0.00879343572286767,3.0532762926623853,0.0014135538391955478,0.0014135538391955478,0.35338845979888694,0.0007521322195110101,0.09140495723224079,0.06726978327993767,0.020762278790104213,7.266797576536475,0.15135701237985974,0.020762278790104213,7.266797576536475,0.026982657515619436,0.005783319940762054,2.9147932501440743,0.06218215261170708,0.013327793340986603,6.663896670493302,0.13990984337634096,0.013327793340986603,6.663896670493302
Working (cache) memory [TeraBytes],3.885747160142204e-05,6.612988217760588e-05,0.00865696018602326,0.024347703219941917,0.00018358421044954249,0.00018358421137736313,9.280953050856898e-05,7.100107947672172e-06,1.7905318176913655e-05,1.8499638329200892e-05,3.506028242779826e-05,7.100107947672172e-06,1.7905318176913655e-05,1.8499638329200892e-05,3.506028242779826e-05,7.100107947672172e-06,1.7905318176913655e-05,1.8499638329200892e-05,8.834310380752596e-05,8.33699216084192e-06,2.4110270531659704e-05,4.000090260043122e-05,9.157588990816675e-05,2.021136254153201e-06,6.785659317735742e-06,0.00011447845840130144,8.210043158184554e-05,8.278567346119197e-07,1.566107563957146e-06,2.7399722305588598e-05,0.0004561101670015436,2.9278802420988165e-05,7.418643057472606e-05,9.436491895640987e-06,9.436490125111043e-06,2.746710800899537e-05,6.406584147909847e-05,1.088157810924957e-05,0.005669147679307002,9.108494232481109e-05,0.0016289008702886263,0.0007266108162646389,9.108494232481109e-05,0.0016289008702886263,0.00010209728202172555,2.2662336335318856e-05,9.641845611762067e-05,0.0002781714963631124,1.4508695309000957e-05,0.00028468550965121263,0.0009926514250484862,1.4508695309000957e-05,0.00028468550965121263
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],0.37386856785626965,3.292092432384001,1.5616652083199996,3.123330416639999,0.7397335402460925,3.123330416639999,17.2524436612356,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,1.0622177883119122,0.1967105405821072,0.1967105405821072,0.6532836333712048,0.32710142210494925,0.09086331887845268,0.003655723623047832,0.30918653389646455,0.06181066911735407,0.01717021296950057,0.01717021296950057,0.06002396806848926,9.217020112932722,1.706863782796064,3.413727565592128,0.029148582938054706,0.014574291469027353,0.029148582938054706,0.21138866526935218,0.10569433263467609,18.6411959061079,5.178126833076211,10.356253666152423,18.739982499839996,5.178126833076211,10.356253666152423,11.653350405642486,3.2370584202910027,6.474116840582005,15.569297212707173,4.324819141782734,8.649638283565467,18.739982499839996,4.324819141782734,8.649638283565467
Total buffer ingest rate [TeraBytes/s],0.22951231488,0.45902462976,0.21911118994285705,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.11718355056481629,0.058591775282408144,0.0936553801197049,0.17067605927255525,0.11230408655405545,0.056152043277027726,8.568121837925374e-05,0.007246575962058415,0.0603171441186228,0.0301585720593114,0.0301585720593114,0.0019206548095032597,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.24400634366067123,0.12200317183033561,0.24400634366067123,0.0882049461869223,0.04410247309346115,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4326091720769555,0.21630458603847774,0.4326091720769555,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141
Visibility I/O Rate [TeraBytes/s],1.2462285595208986,10.973641441280003,5.205550694399998,10.411101388799995,2.465778467486975,10.411101388799995,7.987242435757222,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,0.4917674945888483,0.10928363365672622,0.10928363365672622,0.36293535187289155,0.1514358435671061,0.05047962159914038,0.0020309575683599068,0.17177029660914697,0.039021887069036656,0.013007737098106494,0.013007737098106494,0.04547270308218883,4.267138941172556,0.9482576571089243,1.8965153142178486,0.658278747471877,0.3949672484831261,0.7899344969662522,0.2669048803905961,0.1601429282343577,8.63018328986477,2.876737129486784,5.753474258973568,8.675917823999997,2.876737129486784,5.753474258973568,5.39506963224189,1.7983657890505569,3.5967315781011138,7.208007968845914,2.402677300990408,4.805354601980816,8.675917823999997,2.402677300990408,4.805354601980816
Facet visibility rate [TeraBytes/s],0.0148954963884271,1.238708888316328,0.003625887873275219,0.24621306635378024,0.04796714121828542,0.8966735449025429,0.6263903399550336,0.08397786207540217,0.16795572415080434,0.38634809700408623,0.29164859417944977,0.08397786207540217,0.16795572415080434,0.38634809700408623,0.29164859417944977,0.08397786207540217,0.16795572415080434,0.38634809700408623,0.0014793401536935297,0.0021381046381459333,0.0021889112270625194,0.010099501352346402,0.0005973396133017641,0.0015979905380516621,0.00012097706535489117,0.010231758025203281,0.00054197593800397,0.00048716115693888594,0.00048716115693888594,0.003344668887225294,0.015907455955585122,0.005139038360606638,0.03698678813429141,0.013954814303976023,0.008527942074652014,0.017055884149304028,0.0013112962405705687,0.004842745858023071,0.006597717525296727,0.006943551431778725,0.007948754906015546,0.014389397920951945,0.006943551431778725,0.007948754906015546,0.016148770894224028,0.04100986411560035,0.011181799837512007,0.017045687729111893,0.046727126079268586,0.09345425215853717,0.02427664160564342,0.046727126079268586,0.09345425215853717
Image Write Rate [TeraBytes/s],0.419494634188358,15.273333525649015,14.916083680206334,782.0323680528018,9.498314258847918,497.98521861428577,0.11104235358348853,0.00930853444153615,0.23271336103840376,0.6981400831152113,0.04935215714821712,0.00930853444153615,0.23271336103840376,0.6981400831152113,0.04935215714821712,0.00930853444153615,0.23271336103840376,0.6981400831152113,0.16902541356201042,0.009839707008068056,0.12299633760085073,0.7871765606454447,0.3963387495282904,0.004153069506183503,0.004153069506183503,5.050547728172257,0.1314956849634981,0.0013778887884835379,0.010334165913626531,1.589968288734965,2.3669223293429655,0.9920799277081473,3.4447219712088457,0.02609637856976397,0.01594778690374465,0.3986946725936162,0.08678448686665502,0.05156177074639224,15.523796141524075,0.23424109404220142,8.19843829147705,2.794283305474334,0.23424109404220142,8.19843829147705,0.4981413695191281,0.06524771215218728,3.2884846924702384,1.1479782020622844,0.15036484794959243,7.5182423974796215,2.5829509546401406,0.15036484794959243,7.5182423974796215
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],2.0645306503775154,14.834507214297403,9.506565635406199,38.57457845168052,3.888272845420834,18.152863456492003,7.681934535051907,2.4405813399635177,2.783648238339008,5.575200539815281,4.3962638119880255,2.4405813399635177,2.783648238339008,5.575200539815281,4.3962638119880255,2.4405813399635177,2.783648238339008,5.575200539815281,0.5158764444128577,0.17258424111745377,0.18210668459006088,0.6261395058988218,0.19844781654480417,0.08411960504323535,0.004222132210684015,0.5438254193360537,0.060783145869891995,0.023958583610178105,0.025471724579915665,0.3378194694888054,3.402643138867115,1.3544974673271426,1.380908202267011,0.5107217271905031,0.5920891803732192,0.7537356186065542,0.27121747597135987,0.28910446563671804,8.728604144105482,3.943361351144356,4.443931961049081,8.606962806994023,3.943361351144356,4.443931961049081,4.214947370847793,2.47350933496164,2.765822996849636,5.244141105152386,3.1998360479240153,3.4985769593802094,6.9276976141271955,3.1998360479240153,3.4985769593802094
-> Visibility Weighting [PetaFLOP/s],7.944264740494452e-05,0.001651611851088437,0.00017404261791721052,0.005252545415547313,6.395618829104723e-05,0.0011955647265367239,0.0008351871199400448,0.00011197048276720288,0.00022394096553440577,0.0005151307960054483,0.0003888647922392664,0.00011197048276720288,0.00022394096553440577,0.0005151307960054483,0.0003888647922392664,0.00011197048276720288,0.00022394096553440577,0.0005151307960054483,4.931133845645098e-05,2.850806184194578e-06,2.9185483027500263e-06,1.3466001803128538e-05,1.9911320443392137e-05,2.13065405073555e-06,1.6130275380652156e-07,1.3642344033604374e-05,6.503711256047639e-06,6.495482092518479e-07,6.495482092518479e-07,4.459558516300393e-06,0.00033935906038581594,2.740820458990207e-05,4.931571751238856e-05,1.860641907196803e-05,1.1370589432869353e-05,2.2741178865738706e-05,1.5735554886846826e-05,6.456994477364095e-06,0.0004310508783193862,8.33226171813447e-05,0.0001695734379949983,0.000940107330835527,8.33226171813447e-05,0.0001695734379949983,0.00034450711241011266,5.4679818820800466e-05,0.00013418159805014408,0.0003636413382210537,6.230283477235812e-05,0.00012460566954471624,0.0008092213868547807,6.230283477235812e-05,0.00012460566954471624
-> Source Find [PetaFLOP/s],,,,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,3.409090909090909e-12,,,,2.5e-12,,,1.219512195121951e-10,,,6.818181818181818e-12,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,
-> Degrid [PetaFLOP/s],0.08867085054518654,0.6308157536648606,0.3820019523618734,4.168876016427864,0.181652611142345,0.49566825494654465,0.3168305074607238,0.022525032297441606,0.0525298674119809,0.12165702484654566,0.10716455703843106,0.022525032297441606,0.0525298674119809,0.12165702484654566,0.10716455703843106,0.022525032297441606,0.0525298674119809,0.12165702484654566,0.01337961246520324,0.0010386997606915633,0.0016105903623291938,0.008479347931866407,0.004386724303928553,0.000512794009529095,5.123401017246086e-05,0.009346270429911839,0.0017047264210587703,0.0001334118212320097,0.00014833857600782147,0.0015150119721925996,0.11441864403507117,0.03186559484271839,0.02532548761724458,0.005590283525511187,0.0034162841797880697,0.009935170954152034,0.003458168812772141,0.001665314990548125,0.18692173856686903,0.02506107656367538,0.0691675490198682,0.3220872031176902,0.02506107656367538,0.0691675490198682,0.09183878961875487,0.022350729973254827,0.040600176907977084,0.0880982213963948,0.021055820927386615,0.08794621215290505,0.24206825368435328,0.021055820927386615,0.08794621215290505
-> Grid [PetaFLOP/s],0.08867085054518654,0.6308157536648606,0.3820019523618734,4.168876016427864,0.181652611142345,0.49566825494654465,0.3168305074607238,0.022525032297441606,0.0525298674119809,0.12165702484654566,0.10716455703843106,0.022525032297441606,0.0525298674119809,0.12165702484654566,0.10716455703843106,0.022525032297441606,0.0525298674119809,0.12165702484654566,0.01337961246520324,0.0010386997606915633,0.0016105903623291938,0.008479347931866407,0.004386724303928553,0.000512794009529095,5.123401017246086e-05,0.009346270429911839,0.0017047264210587703,0.0001334118212320097,0.00014833857600782147,0.0015150119721925996,0.11441864403507117,0.03186559484271839,0.02532548761724458,0.005590283525511187,0.0034162841797880697,0.009935170954152034,0.003458168812772141,0.001665314990548125,0.18692173856686903,0.02506107656367538,0.0691675490198682,0.3220872031176902,0.02506107656367538,0.0691675490198682,0.09183878961875487,0.022350729973254827,0.040600176907977084,0.0880982213963948,0.021055820927386615,0.08794621215290505,0.24206825368435328,0.021055820927386615,0.08794621215290505
-> Reprojection Predict [PetaFLOP/s],0.0026218414636772374,0.00029131571818635967,0.09322552300128958,0.014916083680206332,0.05936446411779949,0.009498314258847918,0.003470073549484017,7.272292532450118e-06,0.0005817834025960095,0.0005817834025960095,0.001542254910881785,7.272292532450118e-06,0.0005817834025960095,0.0005817834025960095,0.001542254910881785,7.272292532450118e-06,0.0005817834025960095,0.0005817834025960095,0.005282044173812826,7.68727110005317e-06,0.00030749084400212676,0.00030749084400212676,0.012385585922759075,3.2445855517058614e-06,2.595668441364689e-05,9.633155304283631e-05,0.004109240155109314,1.0764756160027637e-06,4.305902464011055e-05,3.0326238417338664e-05,0.07396632279196769,0.006200499548175922,0.008611804928022115,0.000815511830305124,1.2459208518550507e-05,0.0009967366814840404,0.002712015214582969,9.207459061855757e-05,0.4851186294226273,0.00018300085472046986,0.01464006837763759,0.08732135329607293,0.00018300085472046986,0.01464006837763759,0.015566917797472752,5.097477511889631e-05,0.005872294093696855,0.03587431881444639,0.00011747253746061909,0.009397802996849527,0.0807172173325044,0.00011747253746061909,0.009397802996849527
