Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Visibilities averaged9 [1/s],,,,,,,,,,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,86017304.35458387,86017304.35458387,86017304.35458387,137193016.99216768,137193016.99216768,100251793.25057422,137193016.99216768,137193016.99216768,137193016.99216768,60536366.173000745,60536366.173000745,60536366.173000745,137193016.99216768,137193016.99216768,70554167.49876998,137193016.99216768,74621445.7020786,74621445.7020786,27637704.20066907,27637704.20066907,27637704.20066907,137193016.99216768,137193016.99216768,32211302.343045,137193016.99216768,137193016.99216768,137193016.99216768,104068654.42454752,104068654.42454752,104068654.42454752,137193016.99216768,137193016.99216768,121290355.6900897
Visibilities averaged10 [1/s],,,,,,,,,,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,6165062.782784965,6165062.782784965,6165062.782784965,9832946.631642792,9832946.631642792,7185282.125661401,9832946.631642792,9832946.631642792,9832946.631642792,4338783.933053131,4338783.933053131,4338783.933053131,9832946.631642792,9832946.631642792,5056783.347034331,9832946.631642792,5348294.75472836,5348294.75472836,1980859.3497278618,1980859.3497278618,1980859.3497278618,9832946.631642792,9832946.631642792,2308659.8998909257,9832946.631642792,9832946.631642792,9832946.631642792,7458845.555104838,7458845.555104838,7458845.555104838,9832946.631642792,9832946.631642792,8693165.443702659
Visibilities averaged11 [1/s],,,,,,,,,,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,2642169.756765482,2642169.756765482,2642169.756765482,4214119.9733702345,4214119.9733702345,3079406.616792653,4214119.9733702345,4214119.9733702345,4214119.9733702345,1859478.823324227,1859478.823324227,1859478.823324227,4214119.9733702345,4214119.9733702345,2167192.8570391433,4214119.9733702345,2292126.317134964,2292126.317134964,848939.7189711713,848939.7189711713,848939.7189711713,4214119.9733702345,4214119.9733702345,989425.6686536958,4214119.9733702345,4214119.9733702345,4214119.9733702345,3196648.0862308578,3196648.0862308578,3196648.0862308578,4214119.9733702345,4214119.9733702345,3725642.322742764
Visibilities pred0 [1/s],423194095.29833394,3898909.7686805115,3898909.7686805115,3610566.5099345464,3610566.5099345464,6013426.209746044,423194095.29833394,423194095.29833394,10514494.658907427,135537061.88217583,1380426.127200172,1380426.127200172,1193049.3754058974,1193049.3754058974,1193049.3754058974,241609545.09431344,241609545.09431344,6894754.097365012,129233012.49230719,878364.8719142413,878364.8719142413,650736.0136811625,975920.0943043248,2701475.4615029697,241609545.09431344,241609545.09431344,3658984.7084382386,129233012.49230719,802756.2030187271,802756.2030187271,1901214.2263311914,1901214.2263311914,1901214.2263311914,241609545.09431344,241609545.09431344,2575079.8170330343,129233012.49230719,361027.006431184,361027.006431184,867995.5239481956,867995.5239481956,867995.5239481956,241609545.09431344,241609545.09431344,1175647.1780002387,132309988.98021924,1401250.4768138842,1401250.4768138842,3346204.572217696,3346204.572217696,3346204.572217696,241609545.09431344,241609545.09431344,4549800.775197803
Visibilities pred1 [1/s],114272824.42294136,2103908.109916443,2103908.109916443,1948188.6617438563,1948188.6617438563,3245850.622990185,158712256.1429741,158712256.1429741,7884234.48819067,16943190.18133356,202896.14626911085,202896.14626911085,152479.15240602748,152479.15240602748,152479.15240602748,30497742.326400407,30497742.326400407,1277000.7793841718,16338076.24628593,146156.6914307622,146156.6914307622,80339.89992703368,179307.599840261,512255.9181162915,30497742.326400407,30497742.326400407,696516.2597907599,16338076.24628593,148673.2862575111,148673.2862575111,360509.889031822,360509.889031822,360509.889031822,30497742.326400407,30497742.326400407,490186.67907636386,15774694.30675883,67876.49304247287,67876.49304247287,158914.4412948062,158914.4412948062,158914.4412948062,30497742.326400407,30497742.326400407,223793.55493236342,16338076.24628593,261528.72127537522,261528.72127537522,619754.8102962133,619754.8102962133,619754.8102962133,30497742.326400407,30497742.326400407,842683.2444894244
Visibilities pred2 [1/s],185760223.49621204,4307566.714396378,4307566.714396378,3988616.3606995237,3988616.3606995237,10550057.015961481,325080391.1183711,325080391.1183711,32292743.654898055,12829654.151994275,202303.34988610938,202303.34988610938,151300.85607865886,151300.85607865886,151300.85607865886,23326643.91271687,23326643.91271687,1273330.2243926341,12218718.239994548,144820.14907678566,144820.14907678566,79468.18467283611,178786.56223836978,510780.22530093713,23326643.91271687,23326643.91271687,694513.4728711677,12218718.239994548,148242.00122568136,148242.00122568136,359471.41212638334,359471.41212638334,359471.41212638334,23326643.91271687,23326643.91271687,488777.26115698373,12218718.239994548,67679.55698447204,67679.55698447204,164115.7898017099,164115.7898017099,164115.7898017099,23326643.91271687,23326643.91271687,223150.02669417372,12218718.239994548,262807.53401011054,262807.53401011054,617969.8828480857,617969.8828480857,617969.8828480857,23326643.91271687,23326643.91271687,840260.6834318141
Visibilities pred3 [1/s],543000914.0593878,19982587.474713482,19982587.474713482,18502694.340566125,18502694.340566125,61670274.123115644,814501371.0890818,814501371.0890818,161809320.91224796,35369793.25712924,815609.5907955309,815609.5907955309,621939.9163912926,621939.9163912926,621939.9163912926,65686758.90609715,65686758.90609715,5133823.233071993,32843379.453048576,598835.4400217881,598835.4400217881,320380.29900063045,720810.3695125538,2059354.6444422188,65686758.90609715,65686758.90609715,2800142.08232656,32843379.453048576,597667.4076396402,597667.4076396402,1449310.740372245,1449310.740372245,1449310.740372245,65686758.90609715,65686758.90609715,1970654.3650647239,32843379.453048576,272863.5938030973,272863.5938030973,661679.0430236668,661679.0430236668,661679.0430236668,65686758.90609715,65686758.90609715,899697.0342032574,32843379.453048576,1076380.6748161563,1076380.6748161563,2491521.7980919504,2491521.7980919504,2491521.7980919504,65686758.90609715,65686758.90609715,3387768.3391659586
Visibilities pred4 [1/s],624551447.5564057,30641803.205820583,30641803.205820583,28372268.931704044,28372268.931704044,141855163.57533255,624551447.5564057,624551447.5564057,248138243.1923648,80653573.9505958,3178997.5458895536,3178997.5458895536,2472590.3662639125,2472590.3662639125,2472590.3662639125,161307147.9011916,161307147.9011916,20582576.085731383,80653573.9505958,2275742.268373248,2275742.268373248,1284407.208043327,2889807.2326825196,8428350.123614008,161307147.9011916,161307147.9011916,11226348.27226682,80653573.9505958,2365403.6665397524,2365403.6665397524,5931615.662706857,5931615.662706857,5931615.662706857,161307147.9011916,161307147.9011916,7900761.653677602,80653573.9505958,1079918.8303227935,1079918.8303227935,2708062.9787081396,2708062.9787081396,2708062.9787081396,161307147.9011916,161307147.9011916,3607071.020177002,80653573.9505958,4066384.862238983,4066384.862238983,10197092.675637536,10197092.675637536,10197092.675637536,161307147.9011916,161307147.9011916,13582270.090794325
Visibilities pred5 [1/s],,,,,,,,,,67894155.1717075,3512259.1263951417,3512259.1263951417,2601701.02609267,2601701.02609267,2601701.02609267,113156925.28617917,113156925.28617917,21224620.43976623,56578462.643089585,2438129.6662441157,2438129.6662441157,1324443.86513456,2979918.41920677,8277372.767488987,113156925.28617917,113156925.28617917,11576534.036921304,56578462.643089585,2516600.6928592836,2516600.6928592836,5825362.795526033,5825362.795526033,5825362.795526033,113156925.28617917,113156925.28617917,8147212.186223566,56578462.643089585,1148947.2390670448,1148947.2390670448,2659553.226843692,2659553.226843692,2659553.226843692,113156925.28617917,113156925.28617917,3719586.979887753,56578462.643089585,4326310.114526732,4326310.114526732,10014434.241460204,10014434.241460204,10014434.241460204,113156925.28617917,113156925.28617917,14005947.573302891
Visibilities pred6 [1/s],,,,,,,,,,172778918.88106734,12640708.211379953,12640708.211379953,9710348.953550883,9710348.953550883,9710348.953550883,259168378.321601,259168378.321601,84876743.20832208,172778918.88106734,9192766.915872898,9192766.915872898,5296314.934202966,11916504.306591121,39721136.22887946,259168378.321601,259168378.321601,46294263.690275416,172778918.88106734,9057367.551571684,9057367.551571684,27954527.330547966,27954527.330547966,27954527.330547966,259168378.321601,259168378.321601,32580494.970778365,172778918.88106734,4135116.0132259107,4135116.0132259107,12762560.631366804,12762560.631366804,12762560.631366804,259168378.321601,259168378.321601,14874532.741629932,172778918.88106734,18684723.818287276,18684723.818287276,48056890.428121224,48056890.428121224,48056890.428121224,259168378.321601,259168378.321601,56009437.11645917
Visibilities pred7 [1/s],,,,,,,,,,247696607.5676606,21965535.170067642,21965535.170067642,18982655.237143155,18982655.237143155,18982655.237143155,495393215.1353212,495393215.1353212,165926064.00443828,247696607.5676606,16772835.720614234,16772835.720614234,8874603.033736834,23295540.082608007,77651019.25391869,495393215.1353212,495393215.1353212,90500924.76332244,247696607.5676606,17706234.609823383,17706234.609823383,54648426.69824034,54648426.69824034,54648426.69824034,495393215.1353212,495393215.1353212,63691800.25453466,247696607.5676606,8083731.673789976,8083731.673789976,24949583.947947145,24949583.947947145,24949583.947947145,495393215.1353212,495393215.1353212,29078309.918318644,247696607.5676606,30438953.030668344,30438953.030668344,93946630.67072877,93946630.67072877,93946630.67072877,495393215.1353212,495393215.1353212,109493183.52648535
Visibilities pred8 [1/s],,,,,,,,,,78429454.8566042,10015234.866660608,10015234.866660608,8655176.951414868,8655176.951414868,8655176.951414868,156858909.7132084,156858909.7132084,63045499.42439047,78429454.8566042,7966267.176999512,7966267.176999512,3933991.156864256,8851387.366209235,29504377.254661195,156858909.7132084,156858909.7132084,34386855.51206873,78429454.8566042,8970231.64484932,8970231.64484932,20764284.025372215,20764284.025372215,20764284.025372215,156858909.7132084,156858909.7132084,24200424.05979517,78429454.8566042,4095333.9236377953,4095333.9236377953,9479874.674324946,9479874.674324946,9479874.674324946,156858909.7132084,156858909.7132084,11048634.441927165,78429454.8566042,15420809.703170182,15420809.703170182,35696079.62581659,35696079.62581659,35696079.62581659,156858909.7132084,156858909.7132084,41603181.91831343
Visibilities pred9 [1/s],,,,,,,,,,137193016.99216768,13382648.421068983,13382648.421068983,11565290.761680273,11565290.761680273,11565290.761680273,137193016.99216768,137193016.99216768,134789558.92026702,137193016.99216768,11354414.81723492,11354414.81723492,6308050.28893448,12615992.43082328,63079529.56384488,137193016.99216768,137193016.99216768,73518154.7537825,137193016.99216768,9589039.874784175,9589039.874784175,44393456.34190463,44393456.34190463,44393456.34190463,137193016.99216768,137193016.99216768,51739843.98113254,137193016.99216768,4377848.941059809,4377848.941059809,20267705.533327166,20267705.533327166,20267705.533327166,137193016.99216768,137193016.99216768,23621677.504570484,137193016.99216768,24726914.354651242,24726914.354651242,76317218.59411265,76317218.59411265,76317218.59411265,137193016.99216768,137193016.99216768,88946466.18826613
Visibilities pred10 [1/s],,,,,,,,,,9832946.631642792,1511407.9854714666,1511407.9854714666,979619.0849624583,979619.0849624583,979619.0849624583,9832946.631642792,9832946.631642792,9832946.631642792,9832946.631642792,961758.0414021597,961758.0414021597,534313.0373429816,1602927.4852691079,5343060.612787655,9832946.631642792,9832946.631642792,6227250.709839249,9832946.631642792,1218337.6657909993,1218337.6657909993,3760283.750146701,3760283.750146701,3760283.750146701,9832946.631642792,9832946.631642792,4382549.908974307,9832946.631642792,556228.592023392,556228.592023392,1716746.7689179627,1716746.7689179627,1716746.7689179627,9832946.631642792,9832946.631642792,2000840.5790862595,9832946.631642792,2094455.9299481963,2094455.9299481963,6464340.17339774,6464340.17339774,6464340.17339774,9832946.631642792,9832946.631642792,7534084.076798377
Visibilities pred11 [1/s],,,,,,,,,,4214119.9733702345,747397.7398473687,747397.7398473687,645900.8802550612,645900.8802550612,645900.8802550612,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,713390.4186147973,713390.4186147973,352293.2872334912,792654.9133743499,2642169.756765482,4214119.9733702345,4214119.9733702345,3079406.6167926537,4214119.9733702345,602473.5947939167,602473.5947939167,1859478.823324227,1859478.823324227,1859478.823324227,4214119.9733702345,4214119.9733702345,2167192.8570391424,4214119.9733702345,275057.59989996784,275057.59989996784,848939.7189711713,848939.7189711713,848939.7189711713,4214119.9733702345,4214119.9733702345,989425.6686536958,4214119.9733702345,1035718.1429903007,1035718.1429903007,3196648.086230857,3196648.086230857,3196648.086230857,4214119.9733702345,4214119.9733702345,3725642.322742764
Visibilities bw0 [1/s],423194095.29833394,3898909.7686805115,3898909.7686805115,3610566.5099345464,3610566.5099345464,6013426.209746044,423194095.29833394,423194095.29833394,10514494.658907427,135537061.88217583,1380426.127200172,1380426.127200172,1193049.3754058974,1193049.3754058974,1193049.3754058974,241609545.09431344,241609545.09431344,6894754.097365012,129233012.49230719,878364.8719142413,878364.8719142413,650736.0136811625,975920.0943043248,2701475.4615029697,241609545.09431344,241609545.09431344,3658984.7084382386,129233012.49230719,802756.2030187271,802756.2030187271,1901214.2263311914,1901214.2263311914,1901214.2263311914,241609545.09431344,241609545.09431344,2575079.8170330343,129233012.49230719,361027.006431184,361027.006431184,867995.5239481956,867995.5239481956,867995.5239481956,241609545.09431344,241609545.09431344,1175647.1780002387,132309988.98021924,1401250.4768138842,1401250.4768138842,3346204.572217696,3346204.572217696,3346204.572217696,241609545.09431344,241609545.09431344,4549800.775197803
Visibilities bw1 [1/s],114272824.42294136,2103908.109916443,2103908.109916443,1948188.6617438563,1948188.6617438563,3245850.622990185,158712256.1429741,158712256.1429741,7884234.48819067,16943190.18133356,202896.14626911085,202896.14626911085,152479.15240602748,152479.15240602748,152479.15240602748,30497742.326400407,30497742.326400407,1277000.7793841718,16338076.24628593,146156.6914307622,146156.6914307622,80339.89992703368,179307.599840261,512255.9181162915,30497742.326400407,30497742.326400407,696516.2597907599,16338076.24628593,148673.2862575111,148673.2862575111,360509.889031822,360509.889031822,360509.889031822,30497742.326400407,30497742.326400407,490186.67907636386,15774694.30675883,67876.49304247287,67876.49304247287,158914.4412948062,158914.4412948062,158914.4412948062,30497742.326400407,30497742.326400407,223793.55493236342,16338076.24628593,261528.72127537522,261528.72127537522,619754.8102962133,619754.8102962133,619754.8102962133,30497742.326400407,30497742.326400407,842683.2444894244
Visibilities bw2 [1/s],185760223.49621204,4307566.714396378,4307566.714396378,3988616.3606995237,3988616.3606995237,10550057.015961481,325080391.1183711,325080391.1183711,32292743.654898055,12829654.151994275,202303.34988610938,202303.34988610938,151300.85607865886,151300.85607865886,151300.85607865886,23326643.91271687,23326643.91271687,1273330.2243926341,12218718.239994548,144820.14907678566,144820.14907678566,79468.18467283611,178786.56223836978,510780.22530093713,23326643.91271687,23326643.91271687,694513.4728711677,12218718.239994548,148242.00122568136,148242.00122568136,359471.41212638334,359471.41212638334,359471.41212638334,23326643.91271687,23326643.91271687,488777.26115698373,12218718.239994548,67679.55698447204,67679.55698447204,164115.7898017099,164115.7898017099,164115.7898017099,23326643.91271687,23326643.91271687,223150.02669417372,12218718.239994548,262807.53401011054,262807.53401011054,617969.8828480857,617969.8828480857,617969.8828480857,23326643.91271687,23326643.91271687,840260.6834318141
