,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Total Compute Requirement [PetaFLOP/s],3.669162790513675,28.64712507943139,15.752849380443235,340.60650054529555,6.781997962606197,280.2992851850976,13.304313957486944,4.719788509736651,5.1738944696562745,10.238913612209934,8.210461097933294,4.719788509736651,5.1738944696562745,10.238913612209934,8.210461097933294,4.719788509736651,5.1738944696562745,10.238913612209934,0.8732233163941867,0.3252319786367074,0.3572930524660131,1.266542416893771,0.3168278719940176,0.1597956185156544,0.007996933191860726,1.6172265000958523,0.09491569135568137,0.045410931045661046,0.04912124156536354,0.7075491031106921,6.050873341306666,2.518774015995575,2.843379613057696,1.0094697259417036,1.1360999106978078,2.9637447890060016,0.4830510815064531,0.5647580854200152,14.0368631712576,7.4404293200743,8.681392968304609,13.757721285032117,7.4404293200743,8.681392968304609,7.568521556198632,4.690773338773875,5.290780419628987,9.643186138164038,6.1295704449927495,7.094989861759908,12.329573431065775,6.1295704449927495,7.094989861759908
-> Identify Component [PetaFLOP/s],0.0012235260163827107,7.954861211275527,0.024860139467010555,282.8531423802089,0.011397977110617501,259.3673013616072,0.017350367747420076,0.00020200812590139212,0.02020081259013921,0.060602437770417635,0.007711274554408922,0.00020200812590139212,0.02020081259013921,0.060602437770417635,0.007711274554408922,0.00020200812590139212,0.02020081259013921,0.060602437770417635,0.0036680862318144622,4.2707061666962054e-05,0.021353530833481026,0.13666259733427857,0.0006880881068199484,1.8025475287254785e-05,0.0007210190114901914,0.8768312028076833,0.0003113060723567662,8.15511830305124e-06,0.002446535490915372,0.3764129471436944,0.051365501938866444,0.0005980420088904245,0.2990210044452123,0.05525147901796233,0.00675295854663984,1.68823963665996,0.0011414205448581516,0.02441371720946602,0.05390206993584748,0.002033342830227443,0.711669990579605,0.12127965735565686,0.002033342830227443,0.711669990579605,0.0216207191631566,0.0005663863902099591,0.19823523657348563,0.049825442797842213,0.001305250416229101,0.6526252081145506,0.112107246295145,0.001305250416229101,0.6526252081145506
-> Phase Rotation Predict [PetaFLOP/s],0.026655444189752554,0.0,0.6958809087999998,0.0,0.11866558874781068,0.0,0.20966511393862705,0.0,0.0,0.0,0.08945819851939481,0.0,0.0,0.0,0.08945819851939481,0.0,0.0,0.0,0.012908896732957267,0.0,0.0,0.0,0.003975190893636537,0.0,0.0,0.0,0.000655567702759816,0.0,0.0,0.0,0.1120123972057796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4440229302635423,0.02768859487131028,0.05537718974262056,0.3279496937471999,0.02768859487131028,0.05537718974262056,0.09063716982166378,0.0,0.0,0.06811567530559388,0.0,0.0,0.2277428428799999,0.0,0.0
-> Visibility Weighting [PetaFLOP/s],7.944264740494452e-05,0.0016516118510884372,0.00017649329216306341,0.0011955647265367239,7.173596816514932e-05,0.0011955647265367239,0.0012497762639891957,0.0001119704827672029,0.0002239409655344058,0.0005151307960054483,0.0006353566873428667,0.0001119704827672029,0.0002239409655344058,0.0005151307960054483,0.0006353566873428667,0.0001119704827672029,0.0002239409655344058,0.0005151307960054483,4.9311338456450985e-05,2.850806184194578e-06,2.9185483027500263e-06,1.3466001803128538e-05,1.9911320443392137e-05,2.13065405073555e-06,1.613027538065216e-07,1.3642344033604376e-05,8.07285589290979e-06,6.495482092518479e-07,6.495482092518479e-07,4.459558516300394e-06,0.00031928235566020403,2.458707824605534e-05,4.931571751238856e-05,1.860641907196803e-05,1.1370589432869351e-05,2.2741178865738702e-05,1.0565990962959428e-05,6.456994477364095e-06,0.0004310508783193861,8.332261718134469e-05,0.00016827622834254276,0.0009796772078554017,8.332261718134469e-05,0.00016827622834254276,0.00034450711241011266,5.467981882080047e-05,0.00010935963764160095,0.0004085471865286174,6.230283477235812e-05,0.00012460566954471624,0.0008092213868547807,6.230283477235812e-05,0.00012460566954471624
-> Subtract Image Component [PetaFLOP/s],7.180424961111111e-05,1.3445038007182222,4.1030999777777776e-05,1.3445038007182222,2.0515499888888888e-05,1.3445038007182222,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,2.7975681666666665e-05,1.7096249907407408e-06,0.0008548124953703703,0.00547079997037037,2.7975681666666665e-05,1.7096249907407408e-06,6.838499962962963e-05,0.11204198339318519,3.814865681818181e-05,2.331306805555555e-06,0.0006993920416666665,0.15278452280888885,2.7975681666666665e-05,1.7096249907407408e-06,0.0017096249907407406,0.0027293347967479674,0.00016679268202348687,0.08339634101174344,0.00030518925454545447,0.003263829527777777,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.0034192499814814812,5.595136333333333e-05,3.4192499814814816e-06,0.0034192499814814812
-> IFFT [PetaFLOP/s],0.04348762922838855,0.004622378340946294,0.24177145877512818,0.05186010738379041,0.04570065982254073,0.006843520635145892,0.12092702642861525,0.014268747832335381,0.01663805883065154,0.017043684333061228,0.051077830157274795,0.014268747832335381,0.01663805883065154,0.017043684333061228,0.051077830157274795,0.014268747832335381,0.01663805883065154,0.017043684333061228,0.027642608827623646,0.0029483630968552815,0.001702219260499918,0.001369929547865074,0.012712454617652115,0.0010121301280014731,0.00011291987485655201,0.00010249524386365869,0.003717640807330992,0.00024332495990279788,0.00015086760156360086,2.194389942426413e-05,0.09053448440611331,0.01451046570124611,0.012854995993553034,0.008281097784715584,0.006060766598548221,0.006818823108404576,0.013555271716546934,0.0010223554330086105,0.6368060030414897,0.03728665745808426,0.03854094675078178,0.5087515736854251,0.03728665745808426,0.03854094675078178,0.10752709747044019,0.035289602420495815,0.0358828618648558,0.08569450652357502,0.02095853959131946,0.018837971794791318,0.16314217600608136,0.02095853959131946,0.018837971794791318
-> Correct [PetaFLOP/s],0.045695047182432946,0.40236685284693335,0.006362339737599997,0.012724679475199995,0.0030137292380396363,0.012724679475199995,0.28754072768725986,0.065083914076158,0.130167828152316,0.2529927499417765,0.1916961396844174,0.065083914076158,0.130167828152316,0.2529927499417765,0.1916961396844174,0.065083914076158,0.130167828152316,0.2529927499417765,0.0005901209935066179,0.00013356888558044318,0.00013356888558044318,0.0004435876522890896,0.0001817230122805274,6.169731528783825e-05,2.4822814724398867e-06,0.0002099414736334019,4.6826264482843994e-05,1.5898345342130163e-05,1.5898345342130163e-05,5.5577748211564123e-05,0.005120566729407066,0.0011589815809109072,0.0023179631618218143,0.0007899344969662522,0.00048273774814604296,0.0009654754962920859,0.0003202858564687154,0.00019573024561977053,0.010356219947837723,0.003516012047150513,0.007032024094301026,0.010411101388799995,0.003516012047150513,0.007032024094301026,0.0064740835586902705,0.0021980026310617915,0.004396005262123583,0.008649609562615094,0.0029366055900993866,0.005873211180198773,0.010411101388799995,0.0029366055900993866,0.005873211180198773
-> DFT [PetaFLOP/s],3.080944590069022,13.564598954812304,13.060666196904226,13.060666196904226,6.186609519336058,13.060666196904226,9.69357845124568,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,0.6977525011644179,0.3158607303146316,0.3158607303146316,1.0489862156272984,0.22853090698744002,0.15517840304841335,0.00624332635889937,0.5280356602239987,0.06453271686098978,0.04381999844970805,0.04381999844970805,0.15318681209013738,5.255771897602803,2.379167441685174,2.379167441685174,0.9041410960500461,1.105061339616723,1.105061339616723,0.4212071581462665,0.5148087488454368,10.629669066638986,7.217700026413433,7.217700026413433,10.685999615648914,7.217700026413433,7.217700026413433,6.732139604517608,4.571229403903007,4.571229403903007,8.877996766130018,6.028289425914713,6.028289425914713,10.685999615648914,6.028289425914713,6.028289425914713
-> Degridding Kernel Update [PetaFLOP/s],0.06443657627111066,0.5911027585920721,0.11837446296241305,2.013202162012509,0.016175485761196345,0.07942587139017314,0.9399869433771258,0.06492716822744939,0.14390932570876563,0.30977283371517167,0.447109372237551,0.06492716822744939,0.14390932570876563,0.30977283371517167,0.447109372237551,0.06492716822744939,0.14390932570876563,0.30977283371517167,0.025350675482610968,0.0010542811697198935,0.002088101107280108,0.007099315538709628,0.019626237601763012,0.0007703244026639513,0.0002253799285046501,0.006704575744730579,0.008009360315139102,0.00040682719209375145,0.0004896843178397028,0.0031120836633861297,0.03546021309693566,0.0009895395662809882,0.00397133970136682,0.003657358785289749,0.0019625554230606485,0.006631185029853645,0.009913078750541638,0.00418178504967331,0.3071280691525045,0.017200624006985597,0.062336302282912336,0.18170080417908213,0.017200624006985597,0.062336302282912336,0.060717632222709234,0.003910059370041598,0.01793323687353972,0.030510042312799177,0.00248056233886441,0.00959626487066374,0.0784163829904707,0.00248056233886441,0.00959626487066374
-> Reprojection [PetaFLOP/s],0.03210421814316066,1.060483919157315,0.1633604595270299,10.079928745015833,0.02953323882792619,1.3351110844193441,0.017710786786800683,0.00024977357176127565,0.029124821814346218,0.08950460044279109,0.007627704019348733,0.00024977357176127565,0.029124821814346218,0.08950460044279109,0.007627704019348733,0.00024977357176127565,0.029124821814346218,0.08950460044279109,0.00389448274996439,4.9730469390064963e-05,0.0028711579967799768,0.014788352659942376,0.0019574790872970878,1.781982622301631e-05,7.952386719449882e-05,0.024016364302880924,0.0005941254084093986,4.53841342796577e-06,0.00016883583559732364,0.005467802895987767,0.01124677864982917,0.008675621300762543,0.019214592997747214,0.0010917694843588807,9.988047774791158e-05,0.01123731294831729,0.0019431463485819283,0.00256470395374846,0.08407249773530569,0.0006004923673356188,0.08689693392777206,0.06376800140911233,0.0006004923673356188,0.08689693392777206,0.014058250939253532,0.0005450524381727059,0.07759015689950916,0.010505230266965789,0.00031209540910722653,0.056103570465194416,0.02018757364662042,0.00031209540910722653,0.056103570465194416
-> Phase Rotation [PetaFLOP/s],0.0053310888379505105,0.0,0.13917618175999996,0.0,0.023733117749562136,0.0,0.20966511393862705,0.0,0.0,0.0,0.08945819851939481,0.0,0.0,0.0,0.08945819851939481,0.0,0.0,0.0,0.012908896732957267,0.0,0.0,0.0,0.003975190893636537,0.0,0.0,0.0,0.000655567702759816,0.0,0.0,0.0,0.1120123972057796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4440229302635423,0.02768859487131028,0.05537718974262056,0.3279496937471999,0.02768859487131028,0.05537718974262056,0.09063716982166378,0.0,0.0,0.06811567530559388,0.0,0.0,0.2277428428799999,0.0,0.0
-> Source Find [PetaFLOP/s],,,,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,3.409090909090909e-12,,,,2.5e-12,,,1.219512195121951e-10,,,6.818181818181818e-12,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,2.049938960014179e-06,,,,8.652228137882298e-07,,,,3.9144567854645957e-07,,,,,,,0.00016207100511935618,,,,,3.388904717045737e-05,,,3.388904717045737e-05,,,1.3593273365039017e-05,,,3.132600998949843e-05,,,3.132600998949843e-05,
-> Flag [PetaFLOP/s],0.013280123087394576,0.11693786660864,0.05547164958719997,0.11094329917439993,0.026275951794158082,0.11094329917439993,0.08356652398410992,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.055711690595783805,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.055711690595783805,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.005145117412135825,0.0011645537211544888,0.0011645537211544888,0.0038675298433954995,0.001584397513320848,0.0005379234676658397,2.1642391587835258e-05,0.001830427223241223,0.00040826649345979604,0.00013861369845169735,0.00013861369845169735,0.0004845684922195747,0.04464494117201787,0.010104870658566975,0.02020974131713395,0.0068872413954245105,0.004208869741648313,0.008417739483296625,0.0027924923110866124,0.0017065230789973741,0.09029329267021012,0.03065523003609353,0.06131046007218706,0.09077179023359995,0.03065523003609353,0.06131046007218706,0.0564459160273308,0.019163835439569996,0.03832767087913999,0.07541378337405036,0.025603529988679027,0.051207059977358055,0.09077179023359995,0.025603529988679027,0.051207059977358055
-> FFT [PetaFLOP/s],0.04348762922838855,1.5146609347612814,0.24177145877512818,16.993519987520443,0.04570065982254073,2.242484841724606,0.024185405285723043,0.0028537495664670755,0.04159514707662886,0.12782763249795923,0.010215566031454959,0.0028537495664670755,0.04159514707662886,0.12782763249795923,0.010215566031454959,0.0028537495664670755,0.04159514707662886,0.12782763249795923,0.00552852176552473,0.0005896726193710562,0.004255548151249795,0.021918872765841185,0.002542490923530423,0.00020242602560029458,0.00011291987485655201,0.03358564150924368,0.0007435281614661982,4.866499198055958e-05,0.0002263014023454013,0.0071905769633428705,0.018106896881222665,0.01451046570124611,0.03213748998388259,0.0016562195569431168,0.0012121533197096443,0.017047057771011436,0.002711054343309386,0.0035782440155301357,0.12736120060829795,0.0074573314916168525,0.1348933136277362,0.10175031473708504,0.0074573314916168525,0.1348933136277362,0.02150541949408804,0.007057920484099164,0.1255900165269953,0.017138901304715005,0.004191707918263893,0.0941898589739566,0.03262843520121628,0.004191707918263893,0.0941898589739566
-> Degrid [PetaFLOP/s],0.10786483946672006,0.7480787137564522,0.3614020155662566,6.020027333189357,0.11460135013059689,1.3268946823913645,0.32668590038477774,0.04981215571733286,0.10336726849692308,0.22287027710304505,0.1502986600210016,0.04981215571733286,0.10336726849692308,0.22287027710304505,0.1502986600210016,0.04981215571733286,0.10336726849692308,0.22287027710304505,0.015956122619823526,0.0011347006168719498,0.0018804993951708623,0.008935219071876735,0.0056387968418408,0.0006000815067818017,5.20571811620122e-05,0.013531788307568031,0.0020666185114268216,0.0001545891618260409,0.00018061482278460594,0.002847782082014339,0.10685060973718517,0.0396473469367048,0.030462026732735795,0.007241542084719387,0.003912903969470445,0.01236034213691744,0.004484205430753077,0.002044600159020494,0.23167166567284117,0.025230457819576616,0.08004667032925948,0.4089048501811049,0.025230457819576616,0.08004667032925948,0.11207700451160277,0.023074448191197836,0.0893581963811126,0.12638141364511238,0.020209742066689785,0.07676969007749455,0.24110055058958632,0.020209742066689785,0.07676969007749455
-> Reprojection Predict [PetaFLOP/s],0.03210421814316066,0.003236340085318955,0.1633604595270299,0.03076150129704539,0.02953323882792619,0.00407443568243208,0.0885539339340034,0.00024977357176127565,0.011649928725738489,0.011933946725705477,0.038138520096743664,0.00024977357176127565,0.011649928725738489,0.011933946725705477,0.038138520096743664,0.00024977357176127565,0.011649928725738489,0.011933946725705477,0.019472413749821952,4.9730469390064963e-05,0.0011484631987119906,0.0009242720412463985,0.00978739543648544,1.781982622301631e-05,7.952386719449882e-05,7.329212738916298e-05,0.002970627042046992,4.53841342796577e-06,0.0001125572237315491,1.66864102050408e-05,0.056233893249145864,0.008675621300762543,0.007685837199098887,0.005458847421794404,9.988047774791158e-05,0.004494925179326916,0.00971573174290964,0.0007327725582138458,0.4203624886765284,0.0006004923673356188,0.024827695407934877,0.3188400070455616,0.0006004923673356188,0.024827695407934877,0.07029125469626765,0.0005450524381727059,0.022168616257002612,0.05252615133482895,0.00031209540910722653,0.011220714093038884,0.10093786823310212,0.00031209540910722653,0.011220714093038884
